Assembly_Num,Source,Target,Weight
제3대,박영종,조경규,1503
제2대,이재형,조봉암,640
제2대,엄상섭,조봉암,567
제3대,조경규,조영규,491
제3대,이충환,조경규,442
제3대,송방용,이충환,442
제3대,장경근,조경규,415
제3대,서상준,조경규,408
제2대,박만원,조봉암,399
제2대,서상준,조봉암,354
제2대,조봉암,태완선,333
제2대,김용우,윤치영,326
제2대,박정근,조봉암,316
제헌,김동원,백관수,313
제헌,신익희,홍성하,312
제2대,김용우,조봉암,296
제2대,김정실,신익희,286
제헌,김동원,조헌영,273
제3대,이재학,장경근,267
제3대,서상준,이기붕,265
제헌,신익희,조헌영,258
제3대,박영종,이재학,254
제2대,박만원,신익희,253
제2대,이진수,조봉암,253
제2대,백남식,조봉암,248
제3대,김상돈,조경규,248
제2대,엄상섭,윤치영,247
제3대,변진갑,조경규,245
제4대,박흥규,이철승,240
제2대,서상준,신익희,238
제3대,이철승,이충환,236
제3대,조경규,조병문,234
제3대,박영종,황성수,233
제2대,소선규,조봉암,230
제2대,신익희,이재형,229
제3대,박정근,이충환,228
제3대,조경규,조순,227
제2대,박영출,조봉암,227
제3대,이기붕,조영규,227
제4대,박세경,한희석,224
제4대,양일동,이성주,220
제3대,유옥우,조경규,218
제4대,김선태,손석래,217
제2대,김정실,조봉암,217
제헌,서우석,신익희,216
제헌,김광준,윤치영,216
제3대,이철승,조경규,212
제헌,김광준,김동원,212
제헌,김동원,서우석,202
제3대,박영종,이기붕,200
제헌,김동원,이진수,199
제2대,이종형,조봉암,197
제4대,양일동,조순,196
제2대,신익희,엄상섭,195
제3대,류진산,조경규,194
제4대,이재학,이호진,192
제3대,정준,조경규,191
제2대,윤길중,조봉암,188
제2대,이충환,조봉암,188
제2대,박정근,신익희,184
제2대,소선규,윤치영,180
제4대,박흥규,유옥우,180
제3대,인태식,조경규,178
제헌,신익희,이진수,174
제헌,신익희,차윤홍,170
제2대,곽의영,조봉암,166
제3대,송방용,조경규,166
제3대,박만원,황성수,165
제3대,김달호,조경규,161
제4대,김재곤,박흥규,161
제2대,이재형,장택상,160
제헌,김동원,홍성하,158
제2대,안용대,조봉암,157
제4대,엄상섭,조순,155
제3대,조경규,한희석,154
제4대,박흥규,서범석,154
제2대,조봉암,조주영,154
제헌,신익희,이인,153
제4대,류경호,이정휴,153
제4대,신현확,이형모,152
제2대,엄상섭,장택상,151
제2대,오의관,조봉암,150
제2대,신익희,조봉암,149
제2대,신익희,이진수,146
제3대,오임근,이충환,146
제3대,김현철,이충환,145
제3대,양일동,이충환,145
제헌,신성균,신익희,142
제2대,김광준,장택상,142
제헌,서용길,신익희,142
제3대,소선규,조경규,141
제헌,윤치영,홍성하,140
제헌,김동원,이영준,139
제3대,이기붕,이충환,139
제3대,정존수,황성수,138
제4대,김의준,조재천,137
제3대,윤형남,조경규,136
제2대,소선규,신익희,136
제헌,백관수,신익희,135
제2대,백두진,조봉암,135
제헌,김동원,정광호,135
제2대,김용우,신익희,135
제2대,김정식,조봉암,135
제4대,서상준,조순,134
제헌,윤치영,조헌영,134
제2대,김종순,조봉암,134
제2대,백남식,신익희,133
제4대,이성주,이재학,133
제2대,박희현,조봉암,133
제헌,김약수,김옥주,131
제4대,서범석,조순,131
제4대,강영훈,이성호,130
제헌,김약수,조헌영,130
제4대,이성주,임철호,130
제2대,이채오,조봉암,130
제3대,김상돈,이기붕,130
제헌,윤치영,이진수,128
제4대,박병배,이두황,128
제헌,윤치영,이영준,128
제3대,조경규,조병옥,127
제헌,신익희,허남수,127
제4대,이성주,이태용,127
제4대,김용진,조순,126
제3대,서상준,이재학,126
제헌,백관수,윤치영,125
제헌,김동원,서상일,125
제3대,양일동,조경규,125
제헌,김동원,허남수,124
제3대,윤만석,이기붕,123
제헌,김동원,차윤홍,123
제2대,서범석,조봉암,122
제2대,윤치영,이진수,121
제3대,송방용,이철승,118
제헌,김동원,조국현,118
제2대,장택상,조봉암,118
제2대,조봉암,황병규,118
제3대,이충환,이태용,117
제2대,박만원,윤치영,117
제헌,서상일,신익희,117
제3대,유옥우,이충환,117
제3대,이충환,한동석,116
제4대,김동수,이철승,116
제3대,윤재욱,조경규,115
제헌,신익희,윤치영,115
제3대,윤만석,조경규,115
제헌,김동원,나용균,115
제헌,김약수,신성균,114
제2대,변진갑,조봉암,114
제3대,이재학,조병문,113
제2대,이종현,조봉암,112
제헌,김옥주,신익희,112
제3대,백남식,조경규,112
제헌,신익희,이정래,111
제3대,이충환,함두영,111
제헌,노일환,신익희,111
제2대,오성환,조봉암,111
제3대,강세형,조경규,110
제3대,김춘호,조경규,110
제3대,곽상훈,박만원,110
제3대,조경규,황남팔,110
제2대,박영출,신익희,109
제3대,김상도,조경규,109
제3대,이충환,이형모,109
제3대,박흥규,이충환,109
제2대,김봉재,조봉암,109
제헌,신익희,최운교,108
제2대,유승준,조봉암,108
제2대,서민호,신익희,107
제3대,곽의영,조경규,107
제4대,김상도,이종남,107
제2대,이석기,조봉암,106
제3대,박영종,송방용,106
제4대,서범석,이성주,105
제헌,신익희,정준,105
제헌,윤치영,허남수,105
제헌,신익희,조한백,105
제2대,조광섭,조봉암,104
제헌,김동원,최운교,104
제2대,안상한,조봉암,104
제헌,신익희,이석주,103
제3대,김종신,박영종,103
제3대,박세경,조경규,102
제3대,송방용,이태용,102
제3대,김동욱,조경규,101
제헌,권태희,김동원,101
제2대,윤길중,장택상,101
제헌,김약수,이진수,100
제3대,박재홍,조경규,100
제헌,김동원,이정래,100
제3대,박정근,송방용,100
제3대,이재학,조영규,99
제2대,신익희,이충환,98
제2대,곽의영,신익희,98
제2대,신익희,태완선,98
제헌,신익희,정광호,97
제2대,박정근,윤치영,97
제3대,조경규,현석호,96
제4대,박흥규,조재천,96
제3대,김영선,김종신,96
제헌,신익희,조국현,96
제3대,조경규,홍창섭,96
제3대,이중재,이충환,96
제2대,조봉암,홍창섭,95
제2대,조봉암,지연해,95
제헌,김약수,서우석,95
제2대,안상한,윤치영,95
제헌,김동원,조영규,95
제2대,신익희,이종현,95
제2대,조봉암,황성수,95
제헌,김동원,정준,94
제4대,박흥규,엄상섭,93
제헌,김동원,신익희,93
제2대,오위영,조봉암,93
제헌,김약수,차윤홍,93
제2대,신익희,오의관,93
제3대,이재학,정준,93
제2대,김종회,조봉암,92
제2대,윤치영,조경규,92
제3대,김한기,송방용,92
제2대,박희현,신익희,92
제3대,박정근,조경규,92
제헌,김동원,홍희종,92
제4대,이태용,조순,91
제2대,송방용,조봉암,91
제헌,김약수,김웅진,90
제헌,나용균,신익희,90
제4대,김의준,한근조,90
제3대,백남식,송방용,90
제3대,김종신,이철승,90
제3대,조경규,함두영,89
제3대,신규식,조경규,89
제2대,서상준,장택상,89
제헌,김준연,신익희,89
제3대,이기붕,조병옥,88
제2대,서민호,조봉암,88
제2대,신익희,이종형,88
제2대,신익희,장택상,88
제2대,곽상훈,조봉암,88
제헌,김동원,서용길,88
제2대,신익희,한국원,87
제4대,박만원,조영규,87
제3대,민관식,이충환,87
제헌,신익희,홍희종,87
제3대,박만원,이재학,86
제3대,윤만석,최순주,86
제4대,이재학,조영규,86
제4대,김의준,진형하,86
제2대,윤치영,조봉암,86
제2대,신익희,조경규,86
제헌,김동원,이문원,85
제3대,김종신,이충환,85
제2대,김익기,신익희,85
제4대,김선태,김의준,85
제헌,김약수,서용길,85
제헌,김동원,조한백,85
제3대,김영선,송방용,85
제헌,신익희,이문원,84
제3대,이호,조경규,84
제헌,김웅진,신익희,84
제4대,양일동,이영희,84
제3대,김상돈,이재학,84
제2대,서상준,윤치영,83
제4대,엄상섭,한희석,83
제4대,변진갑,윤용구,83
제4대,엄상섭,이재학,83
제4대,양일동,이재학,83
제3대,이기붕,조순,83
제헌,김동원,박순석,83
제2대,정남국,조봉암,82
제헌,서상일,이승만,82
제4대,윤명운,조순,82
제4대,변진갑,유옥우,82
제헌,박해극,신익희,81
제3대,조경규,최갑환,81
제3대,박영출,이기붕,81
제헌,김동원,김옥주,81
제3대,이충환,정해영,81
제헌,김약수,노일환,80
제헌,김약수,백관수,79
제2대,백남식,윤치영,79
제4대,박흥규,유봉순,79
제3대,김현철,송방용,79
제4대,이갑식,이종남,79
제4대,박병배,이철승,78
제2대,김광준,신익희,78
제2대,변진갑,윤치영,78
제2대,김의준,신익희,78
제2대,남송학,조봉암,78
제4대,김창우,민관식,78
제헌,서우석,윤치영,78
제4대,권중돈,유용식,78
제3대,정중섭,조경규,77
제4대,문종두,송원영,77
제3대,조영규,최순주,77
제헌,박순석,신익희,77
제헌,김동원,유진홍,76
제2대,서이환,조봉암,76
제2대,박영출,장택상,76
제헌,윤치영,최운교,76
제2대,김의준,조봉암,76
제헌,김약수,이정래,76
제헌,윤치영,조국현,75
제4대,송인상,이형모,75
제4대,윤용구,이영희,75
제4대,신규식,이영희,75
제4대,김동욱,박흥규,75
제4대,김정렬,이철승,74
제4대,심진택,이철승,74
제헌,김동원,이석주,74
제헌,박순석,윤치영,74
제3대,박해정,조경규,74
제4대,김선태,이만호,74
제4대,박만원,박해정,74
제2대,송방용,신익희,74
제3대,유봉순,조경규,74
제3대,조경규,최순주,74
제3대,조경규,한동석,74
제3대,이충환,최순주,73
제4대,김용후,민관식,73
제3대,송방용,천병규,72
제3대,곽상훈,서상준,72
제4대,이재학,정준,72
제3대,박만원,이열모,72
제헌,곽상훈,신익희,72
제3대,송방용,오임근,71
제헌,김동원,김영동,71
제3대,이충환,임철호,70
제2대,김정식,신익희,70
제2대,임영신,조봉암,70
제4대,김병윤,신규식,70
제2대,김의준,윤치영,70
제헌,김동원,윤치영,70
제3대,이기붕,정준,69
제헌,윤치영,이정래,69
제2대,이재학,조봉암,69
제3대,이충환,현석호,69
제4대,서상준,양일동,69
제4대,이정휴,최경남,69
제3대,조영규,황성수,69
제헌,김수선,신익희,69
제2대,장홍염,조봉암,69
제2대,윤치영,이종형,69
제3대,이영희,조경규,69
제2대,양병일,조봉암,69
제3대,김영삼,조경규,68
제4대,이재학,이태용,68
제2대,윤치영,이채오,68
제헌,김약수,나용균,68
제헌,신익희,조영규,67
제3대,이충환,이형진,67
제헌,지대형,홍성하,67
제3대,남송학,조경규,67
제2대,조경규,조봉암,67
제4대,박흥규,이태용,67
제4대,신현확,원용석,67
제4대,김선태,박종표,67
제헌,김약수,정준,66
제3대,이기붕,황남팔,66
제헌,신익희,이성학,66
제2대,신익희,조주영,66
제3대,이기붕,이철승,66
제3대,이종수,조경규,66
제4대,이영희,조순,66
제4대,류경호,이필호,66
제헌,김동원,노일환,66
제3대,곽상훈,박영출,66
제4대,양일동,이태용,66
제2대,김봉조,조봉암,65
제헌,김동원,김상돈,65
제헌,김병회,신익희,65
제4대,강영훈,최경남,65
제4대,이재학,조재천,65
제헌,김도연,신익희,65
제4대,변진갑,신규식,65
제2대,조봉암,한국원,65
제4대,유옥우,이영희,65
제3대,김선태,조경규,65
제3대,박순석,조경규,65
제3대,나희집,이충환,64
제헌,김동원,장병만,64
제3대,이기붕,인태식,64
제헌,권태희,신익희,64
제4대,명주덕,민관식,64
제4대,신규식,유옥우,64
제3대,김도연,조경규,64
제3대,이기붕,홍창섭,64
제3대,김한기,박용익,64
제3대,양영주,조경규,64
제4대,류순식,양일동,64
제2대,신익희,조광섭,63
제3대,조경규,조재천,63
제4대,이재학,이철승,63
제헌,김상돈,신익희,63
제2대,신익희,유승준,63
제2대,신익희,황병규,63
제2대,박정근,장택상,63
제3대,박용익,송방용,63
제3대,박만원,조경규,63
제2대,김일환,조봉암,62
제3대,김현철,조경규,62
제3대,김상도,이기붕,62
제3대,이인,조경규,62
제헌,이승만,전규홍,62
제3대,이충환,정상열,62
제4대,강영훈,이철승,62
제2대,김익기,윤치영,62
제4대,김선기,이존화,61
제2대,김광준,조봉암,61
제4대,서상준,이성주,61
제헌,김동원,박해극,61
제3대,류지원,조경규,61
제3대,이석기,조경규,61
제헌,김동원,황두연,61
제4대,김도연,박흥규,61
제2대,조봉암,홍헌표,60
제2대,서범석,신익희,60
제2대,곽상훈,신익희,60
제헌,김광준,신익희,60
제3대,송방용,황성수,60
제4대,김병윤,변진갑,60
제4대,이재학,조순,60
제2대,원용석,조봉암,59
제3대,민관식,조경규,59
제3대,백남식,이기붕,59
제3대,변진갑,이재학,59
제2대,박만원,장택상,59
제2대,변영태,조봉암,59
제2대,서민호,장택상,58
제3대,송방용,양영주,58
제3대,소선규,송방용,58
제2대,김종순,신익희,58
제헌,신익희,이재형,58
제3대,김달호,이재학,58
제2대,권중돈,조봉암,57
제2대,윤택중,조봉암,57
제3대,김두한,조경규,57
제4대,류순식,조순,57
제2대,이춘기,조봉암,57
제2대,이종형,장택상,57
제헌,김동원,이인,56
제3대,신규식,이기붕,56
제헌,윤치영,이병관,56
제4대,김의준,엄상섭,56
제3대,박용익,유옥우,56
제4대,구흥남,이형모,56
제4대,박용익,이태용,56
제4대,문종두,박흥규,56
제4대,이호진,한희석,56
제헌,신익희,조봉암,56
제헌,김동원,김웅진,55
제2대,임문환,조봉암,55
제2대,곽의영,윤치영,55
제4대,유옥우,이재학,55
제3대,김홍식,조경규,55
제4대,이호진,임철호,55
제헌,김병회,김약수,55
제3대,서상준,황성수,55
제3대,곽상훈,김상돈,55
제4대,김재위,윤태은,55
제헌,김동원,김수선,55
제헌,김동원,이원홍,54
제3대,권중돈,조경규,54
제헌,강욱중,김약수,54
제4대,김학준,이창우,54
제3대,서상준,최순주,54
제3대,류진산,이충환,54
제4대,유옥우,이호상,54
제4대,최용근,한희석,54
제3대,손도심,조경규,54
제2대,백두진,신익희,54
제4대,원용석,이형모,54
제4대,이천승,조순,54
제2대,조병문,조봉암,54
제2대,장택상,한국원,54
제헌,김약수,홍성하,54
제2대,임기봉,조봉암,54
제3대,소선규,황성수,54
제3대,박영출,조경규,54
제3대,정운갑,조경규,54
제헌,김약수,정광호,53
제3대,김영찬,조경규,53
제4대,신현확,주요한,53
제4대,김용진,박용익,53
제2대,조봉암,최헌길,53
제2대,노기용,조봉암,53
제3대,이존화,조경규,53
제3대,장택상,조경규,53
제헌,김약수,이문원,53
제4대,유기수,이성주,53
제4대,양일동,임철호,53
제3대,양일동,이재학,53
제4대,박흥규,정성태,53
제3대,민영남,조경규,52
제4대,이필호,차형기,52
제3대,조순,황성수,52
제2대,오성환,윤치영,52
제2대,김수학,조봉암,52
제4대,정명섭,정성태,52
제4대,김상도,박병배,52
제헌,김광준,김약수,51
제2대,엄병학,조봉암,51
제4대,김순길,민관식,51
제3대,윤인상,이충환,51
제헌,신익희,이성득,51
제3대,송방용,이기붕,51
제4대,이종남,최용근,51
제4대,백운붕,이정휴,51
제4대,이재기,이필호,51
제3대,김상돈,최순주,51
제3대,곽상훈,이충환,51
제3대,김일,조경규,51
제헌,윤치영,조한백,51
제3대,박영종,최순주,51
제헌,김영동,신익희,51
제2대,신익희,안상한,51
제2대,박희현,윤치영,51
제4대,김두진,조영규,51
제2대,곽상훈,윤치영,50
제3대,박영종,박용익,50
제4대,강영훈,조신환,50
제헌,박윤원,신익희,50
제4대,석주암,이필호,50
제3대,손석두,이재학,50
제2대,김봉재,신익희,50
제3대,이영언,이재학,50
제2대,안용대,윤치영,50
제3대,정일형,조경규,50
제2대,김수학,신익희,50
제2대,이충환,장택상,50
제3대,김종신,박만원,50
제3대,윤형남,이재학,50
제4대,이형모,주요한,49
제2대,신익희,안용대,49
제3대,곽상훈,조영규,49
제3대,박세경,이재학,49
제4대,김선태,박만원,49
제3대,신정호,조경규,49
제2대,윤치영,이충환,49
제4대,류진산,이재학,49
제3대,유완창,이충환,49
제헌,김동원,이성학,49
제헌,김약수,박순석,49
제2대,김익로,조봉암,49
제2대,신익희,지연해,49
제4대,김순길,김학준,49
제4대,박흥규,이재형,49
제2대,신익희,정일형,48
제헌,김동원,오석주,48
제4대,이상용,최인규,48
제헌,윤치영,이인,48
제2대,장택상,조주영,48
제헌,윤치영,정광호,48
제4대,김선태,이재학,48
제4대,김현철,최용근,48
제3대,이기붕,조경규,48
제3대,조경규,천세기,48
제2대,여운홍,조봉암,48
제헌,곽상훈,김동원,48
제4대,강영훈,이정휴,48
제3대,박영종,박흥규,48
제헌,신익희,윤병구,48
제헌,윤치영,홍희종,48
제3대,박흥규,송방용,48
제2대,박철웅,조봉암,48
제3대,변진갑,이기붕,48
제헌,윤치영,장병만,48
제4대,박해정,이재학,48
제4대,원용석,주요한,48
제3대,김준연,조경규,48
제헌,김동원,황호현,48
제3대,양일동,이기붕,48
제3대,정기원,조경규,47
제4대,서정귀,송인상,47
제3대,김영찬,이충환,47
제4대,신영주,이철승,47
제2대,박영출,윤치영,47
제3대,송방용,이재학,47
제3대,박해정,이기붕,47
제헌,서이환,신익희,47
제4대,김현철,이갑식,47
제4대,민관식,박흥규,47
제3대,이영언,조경규,47
제헌,김동원,윤병구,47
제헌,곽상훈,윤치영,47
제4대,유용식,이필호,47
제3대,박만원,최순주,47
제헌,김약수,최운교,47
제4대,송인상,주요한,47
제헌,김약수,조한백,47
제4대,김장섭,이영희,46
제4대,박세경,엄상섭,46
제3대,이충환,정운갑,46
제4대,변진갑,이영희,46
제3대,곽상훈,박영종,46
제4대,유기수,조순,46
제4대,김석진,조순,46
제4대,류청,안용백,46
제헌,신익희,조종승,46
제4대,김병윤,유옥우,46
제4대,김원전,이형모,46
제4대,김원태,류진산,46
제헌,강욱중,신익희,46
제2대,정일형,조봉암,46
제4대,이영희,임차주,46
제3대,박영종,백남식,46
제3대,서동진,조경규,46
제2대,소선규,장택상,46
제4대,민병기,박순석,45
제4대,신규식,한희석,45
제4대,엄상섭,임철호,45
제2대,오의관,윤치영,45
제헌,신익희,황두연,45
제헌,김약수,박윤원,45
제2대,신익희,홍창섭,45
제4대,김용진,이영희,45
제4대,김두진,서범석,45
제헌,김동원,장홍염,45
제4대,권중돈,최경남,45
제헌,나용균,윤치영,45
제헌,김약수,신익희,45
제2대,강경옥,조봉암,45
제3대,나희집,조경규,45
제4대,이정휴,이필호,45
제4대,류순식,이성주,44
제3대,조경규,황경수,44
제4대,김원태,서범석,44
제3대,박만원,송방용,44
제2대,신광균,신익희,44
제4대,박용익,양일동,44
제4대,이재학,한희석,44
제헌,신익희,유진홍,44
제4대,서상준,엄상섭,44
제4대,서범석,이재학,44
제4대,오범수,이형모,44
제4대,이재룡,이철승,44
제4대,송인상,임철호,44
제헌,김명동,신익희,44
제헌,김동원,이성득,44
제2대,이용설,조봉암,44
제3대,유옥우,이재학,43
제헌,강선명,김동원,43
제4대,김선태,주희국,43
제4대,배경주,이정휴,43
제헌,신익희,진헌식,43
제4대,신규식,윤용구,43
제3대,조경규,하을춘,43
제헌,강욱중,김동원,43
제3대,김의택,조경규,43
제2대,김종회,신익희,43
제2대,김제능,조봉암,43
제4대,나판수,이창우,43
제헌,김상덕,김약수,43
제4대,서범석,양일동,43
제3대,박용익,인태식,43
제4대,김경술,김선태,43
제3대,이재학,조경규,43
제3대,소선규,이기붕,43
제2대,조봉암,최창순,43
제3대,이재학,이충환,43
제3대,김철안,조경규,43
제3대,곽상훈,홍창섭,43
제헌,김약수,배중혁,42
제3대,신각휴,이충환,42
제2대,신익희,임영신,42
제헌,김동원,이남규,42
제4대,김도연,이형모,42
제3대,김원태,조경규,42
제헌,김약수,김인식,42
제4대,변진갑,이근직,42
제헌,신익희,이구수,42
제헌,권태희,윤치영,42
제4대,원용석,정재완,42
제4대,박병배,유용식,42
제4대,이영희,황숙현,42
제헌,김동원,황병규,42
제4대,김원규,신현확,42
제2대,신익희,윤치영,42
제2대,안만복,조봉암,42
제3대,김정호,조경규,42
제4대,김봉규,김선태,42
제헌,신익희,이원홍,42
제2대,신광균,조봉암,42
제4대,민장식,손재형,42
제4대,이형모,정남택,42
제헌,신익희,허정,42
제4대,김도연,신현확,41
제헌,김동원,김병회,41
제4대,박용익,서임수,41
제3대,김두진,이충환,41
제4대,김철안,이영희,41
제헌,윤치영,정준,41
제4대,김의창,정규상,41
제3대,박정근,이봉희,41
제3대,이충환,황성수,41
제4대,구흥남,주요한,41
제3대,박영출,황성수,41
제헌,배중혁,신익희,41
제헌,김동원,진헌식,41
제3대,김형근,이충환,41
제3대,정명섭,조경규,41
제헌,김동원,박윤원,41
제헌,김동원,김재학,41
제2대,김인태,조봉암,41
제4대,류순식,이태용,41
제2대,이규갑,조봉암,41
제3대,조병옥,최순주,41
제3대,김종신,소선규,41
제3대,박용익,소선규,41
제2대,신익희,윤길중,41
제2대,백남식,장택상,41
제헌,신익희,윤재욱,41
제2대,백한성,조봉암,41
제4대,박용익,정재완,41
제2대,김유택,조봉암,41
제4대,박흥규,이재학,40
제헌,김동원,박우경,40
제3대,김판술,이충환,40
제4대,박용익,이영희,40
제3대,김원태,이충환,40
제헌,김경도,신익희,40
제2대,정헌조,조봉암,40
제3대,이재학,천병규,40
제헌,김동원,김명동,40
제4대,이철승,하태환,40
제4대,이영희,허윤수,40
제4대,권성기,이만우,40
제4대,김상돈,이재학,40
제2대,신익희,황성수,40
제3대,박정근,이기붕,40
제헌,김인식,신익희,40
제헌,김동원,전규홍,40
제4대,박충훈,이철승,40
제헌,신익희,이영준,40
제4대,윤재근,이성주,40
제헌,김상돈,윤치영,40
제2대,조봉암,홍범희,40
제2대,남송학,신익희,40
제3대,이재학,이철승,40
제4대,이필호,한광석,40
제3대,도진희,이기붕,40
제헌,신익희,장홍염,40
제헌,신익희,정해준,40
제4대,김선태,김형대,40
제4대,문종두,이종수,40
제3대,박용익,천병규,39
제2대,양우정,조봉암,39
제2대,우문,조봉암,39
제3대,박용익,백남식,39
제3대,김일환,송방용,39
제3대,소선규,이재학,39
제헌,신익희,지대형,39
제2대,김종순,장택상,39
제3대,송방용,이형모,39
제4대,문종두,박종식,39
제3대,이기붕,한동석,39
제2대,강경옥,윤치영,39
제헌,신광균,신익희,38
제3대,정존수,조경규,38
제2대,윤치영,이재형,38
제4대,김학준,조대훈,38
제4대,김선태,이갑도,38
제4대,김상도,신도성,38
제헌,김동원,박찬현,38
제4대,주요한,한희석,38
제4대,김석진,이성주,38
제4대,김상도,나판수,38
제헌,김동원,신광균,38
제4대,이성주,정중섭,38
제4대,박병배,하태환,38
제4대,김상도,진형하,38
제3대,송방용,유옥우,38
제2대,임흥순,조봉암,38
제헌,김도연,김동원,38
제2대,이석기,장택상,38
제헌,김수선,김약수,38
제2대,서이환,신익희,38
제3대,이중재,조경규,38
제3대,김동욱,이충환,37
제2대,조봉암,허정,37
제4대,류순식,서상준,37
제4대,신규식,정재설,37
제헌,김동원,신성균,37
제헌,신익희,이주형,37
제4대,송요찬,이철승,37
제헌,신익희,오석주,37
제4대,송원영,이종수,37
제4대,김일환,이종수,37
제3대,곽상훈,황성수,37
제헌,신익희,이종린,37
제3대,김종신,천병규,37
제헌,김도연,윤치영,37
제헌,강선명,윤치영,37
제3대,김판술,조경규,37
제2대,윤치영,정재설,37
제헌,김약수,조국현,37
제4대,류진산,조순,37
제2대,윤치영,조광섭,37
제3대,류진산,이기붕,37
제2대,신익희,오성환,37
제2대,장경근,조봉암,37
제헌,윤치영,장홍염,37
제3대,나희집,이재학,37
제헌,권태희,김약수,36
제4대,박세경,이재학,36
제3대,임철호,조경규,36
제헌,윤치영,이원홍,36
제2대,정재설,조봉암,36
제2대,신익희,이석기,36
제4대,류청,최재유,36
제헌,김동원,서정희,36
제4대,김원태,김일환,36
제4대,송인상,이재형,36
제4대,배성기,이영희,36
제2대,변진갑,신익희,36
제3대,곽상훈,조경규,36
제4대,김두진,이철승,36
제헌,윤치영,이성학,36
제3대,곽상훈,백한성,36
제2대,김정실,윤치영,36
제4대,김정열,박흥규,36
제헌,박찬현,윤치영,36
제3대,정규상,조경규,36
제4대,문종두,정명섭,36
제헌,김약수,박해정,36
제4대,양일동,유기수,36
제4대,이필호,하태환,36
제2대,방만수,조봉암,36
제3대,박재홍,이기붕,36
제3대,강경옥,조경규,36
제3대,변영태,이충환,36
제헌,김동원,김봉조,36
제2대,김봉재,윤치영,36
제헌,신익희,이범석,36
제4대,이영희,이재학,36
제3대,신태권,이충환,35
제3대,이익흥,조경규,35
제4대,이성주,이호진,35
제2대,신익희,원용석,35
제3대,김진만,조경규,35
제3대,김종신,김현철,35
제3대,양영주,이충환,35
제3대,곽상훈,변영태,35
제3대,구흥남,이충환,35
제헌,박해정,신익희,35
제4대,오표,이창우,35
제4대,여덕만,임문석,35
제4대,박해정,최용근,35
제3대,김원태,이기붕,35
제4대,류청,손재형,35
제헌,김동원,오용국,35
제헌,김동원,김인식,35
제4대,고철환,김선태,35
제4대,김도연,원용석,35
제3대,남송학,이기붕,35
제헌,신익희,임영신,35
제2대,윤길중,윤치영,35
제3대,박영종,이충환,35
제3대,곽상훈,정준,35
제헌,신익희,이석,34
제4대,김상도,양일동,34
제3대,박순석,이기붕,34
제헌,윤치영,조영규,34
제4대,김종철,이갑식,34
제3대,윤재욱,이재학,34
제4대,김석진,이갑식,34
제2대,신익희,임용순,34
제3대,유봉순,이기붕,34
제4대,서상준,이재학,34
제3대,유옥우,이익흥,34
제2대,신중목,조봉암,34
제2대,김정식,장택상,34
제3대,송방용,정상열,34
제2대,신익희,여운홍,34
제4대,이철승,이효,34
제헌,김약수,조영규,34
제3대,박만원,양일동,34
제3대,정성태,조경규,34
제3대,송방용,신정호,34
제3대,정중섭,황성수,34
제헌,김동원,박해정,34
제4대,송원영,정명섭,34
제4대,구흥남,송인상,34
제4대,윤형남,한희석,34
제4대,이성주,한희석,34
제헌,신익희,장병만,34
제2대,유승준,윤치영,34
제3대,도진희,조경규,34
제4대,김선태,김희덕,34
제4대,강영훈,이필호,34
제4대,이형모,정재완,34
제3대,염우량,조경규,34
제3대,이기붕,조재천,34
제헌,김동원,임영신,34
제2대,안용대,장택상,34
제4대,이만우,정규상,34
제4대,권성기,정규상,33
제헌,신익희,전규홍,33
제헌,김동원,이범석,33
제헌,김봉조,신익희,33
제4대,김용후,김학준,33
제2대,신익희,허정,33
제3대,송방용,최순주,33
제3대,김종신,송방용,33
제4대,유용식,이철승,33
제4대,류근창,유성권,33
제4대,박해정,이갑식,33
제3대,성원경,조경규,33
제4대,김의준,박만원,33
제4대,김학준,임봉순,33
제3대,박용익,신정호,33
제4대,김동욱,최용근,33
제4대,이근직,이영희,33
제4대,문종두,정두길,33
제3대,강승구,조경규,33
제4대,이동희,정명섭,33
제2대,장택상,태완선,33
제3대,곽상훈,백남식,33
제헌,김동원,유진오,33
제4대,김창동,이영희,33
제2대,백두진,장택상,33
제헌,김동원,조종승,33
제4대,장택상,최인규,33
제4대,이영희,한희석,33
제2대,윤치영,조주영,33
제3대,양영주,이기붕,32
제4대,박충모,유용식,32
제4대,서상준,이태용,32
제3대,이재학,황남팔,32
제4대,강영훈,이은철,32
제4대,박철웅,이형모,32
제4대,박창화,변진갑,32
제헌,김동원,주기용,32
제3대,김영찬,이기붕,32
제4대,박흥규,윤형남,32
제3대,박용익,박정근,32
제3대,박재홍,황성수,32
제3대,이기붕,조병문,32
제4대,이재학,이종남,32
제4대,구흥남,원용석,32
제3대,박영출,최순주,32
제2대,권태욱,조봉암,32
제4대,김병주,문종두,32
제헌,윤병구,윤치영,32
제헌,김동원,문시환,32
제3대,김종신,현석호,32
제4대,김현철,박흥규,32
제3대,이재학,정일형,32
제3대,이종림,이충환,32
제3대,이철승,최순주,32
제2대,신익희,장홍염,32
제4대,김두진,박흥규,32
제4대,양일동,한희석,32
제3대,김영선,이재학,32
제4대,이형모,정영기,31
제2대,신익희,이재학,31
제4대,손재형,최재유,31
제2대,김종회,장택상,31
제헌,박찬현,신익희,31
제4대,신영주,이성주,31
제3대,김춘호,이재학,31
제3대,김법린,조경규,31
제4대,이형모,최재섭,31
제헌,김약수,이성득,31
