Assembly_Num,Source,Target,Weight
제3대,박용익,송인상,4
제3대,권오종,조경규,4
제4대,유태영,이동희,4
제4대,안균섭,이재학,4
제3대,김형근,양일동,4
제헌,조국현,최창섭,4
제2대,김석명,소선규,4
제3대,조경규,홍진기,4
제4대,김선태,최인규,4
제헌,김웅진,백관수,4
제4대,손창환,정준,4
제3대,윤형남,이충환,4
제3대,김의준,유옥우,4
제4대,곽근호,이정휴,4
제헌,김도연,최운교,4
제4대,그것은,박덕영,4
제4대,유옥우,이기붕,4
제헌,김병로,지대형,4
제3대,정성태,황성수,4
제4대,윤제술,최재유,4
제4대,유봉순,이성주,4
제헌,남궁현,조헌영,4
제4대,윤명운,이호진,4
제4대,손문경,오표,4
제4대,김두진,윤택중,4
제4대,김용진,이호진,4
제4대,김상돈,원용덕,4
제4대,나판수,최진국,4
제헌,송진백,이진수,4
제2대,권태욱,장택상,4
제4대,김의택,장택상,4
제헌,김준연,조영규,4
제헌,박윤원,서우석,4
제4대,김공평,안균섭,4
제헌,김웅진,장병만,4
제헌,박찬현,오택렬,4
제3대,김형덕,이기붕,4
제헌,노일환,신성균,4
제3대,김형근,조만종,4
제헌,유진홍,이석주,4
제3대,박영종,한동석,4
제4대,김선태,엄상섭,4
제3대,정상열,최용근,4
제헌,강욱중,박윤원,4
제3대,양일동,정문흠,4
제헌,류성갑,신익희,4
제4대,김동조,한희석,4
제헌,권태희,조헌영,4
제4대,김봉관,신규식,4
제4대,임차주,홍순희,4
제4대,권찬주,윤영구,4
제2대,윤재근,윤치영,4
제3대,김선기,이재학,4
제3대,김일환,민관식,4
제3대,안준기,이기붕,4
제4대,박임항,이철승,4
제3대,신용욱,황성수,4
제3대,김정열,정성태,4
제헌,이성학,조국현,4
제4대,이근직,이재학,4
제4대,계광순,정규상,4
제4대,김두진,오임근,4
제4대,장석윤,황호현,4
제헌,김철,박우경,4
제4대,김상도,김완길,4
제3대,배응도,이기붕,4
제4대,김원규,이한빈,4
제4대,권복인,손석두,4
제헌,유진오,이승만,4
제헌,김약수,이항발,4
제3대,김호직,조경규,4
제3대,정해영,천병규,4
제4대,신영주,원용덕,4
제4대,김철안,이재학,4
제3대,민관식,이종림,4
제헌,이진수,최석화,4
제3대,백남식,이종림,4
제헌,권태희,이정래,4
제헌,김봉두,이석주,4
제4대,임흥순,장택상,4
제3대,신정호,유옥우,4
제4대,김선태,박흥규,4
제3대,김판술,이중재,4
제3대,이영섭,이재학,4
제4대,이재형,정명섭,4
제4대,이종수,정두길,4
제4대,박상길,하태환,4
제4대,류청,한상봉,4
제헌,윤병구,조국현,4
제4대,권복인,김원전,4
제헌,김옥주,박순석,4
제4대,신두영,정재완,4
제3대,곽상훈,김판술,4
제4대,고담용,김선우,4
제3대,신행용,조병문,4
제3대,곽상훈,김선태,4
제헌,유진오,장면,4
제헌,서용길,황호현,4
제2대,업상섭,조봉암,4
제3대,이근직,이철승,4
제4대,조한백,최인규,4
제3대,김달호,김현철,4
제4대,오범수,최원구,4
제4대,서임수,이효,4
제4대,신규식,정운갑,4
제헌,윤재욱,이석주,4
제4대,류지원,박흥규,4
제헌,김광준,유진홍,4
제3대,민관식,정상열,4
제4대,문종두,이기붕,4
제4대,김서일,이만우,4
제4대,박병배,송인상,4
제헌,오석주,정준,4
제헌,김재학,이석,4
제헌,이원홍,조국현,4
제헌,윤재욱,홍성하,4
제헌,김봉조,박순석,4
제3대,박영종,정준모,4
제3대,김정호,이철승,4
제헌,김약수,허영호,4
제헌,서상일,윤치영,4
제헌,박윤원,서용길,4
제4대,이만우,이은복,4
제3대,곽상훈,박술음,4
제헌,유진오,정광호,4
제4대,손재형,이존화,4
제헌,김재학,서상일,4
제3대,김도연,소선규,4
제헌,신성균,신현돈,4
제4대,문종두,하태환,4
제4대,김동욱,엄상섭,4
제헌,이인,홍성하,4
제4대,박종식,양일동,4
제헌,이원홍,조헌영,4
제3대,손준현,황성수,4
제3대,박순석,박영종,4
제헌,김동원,이상돈,4
제4대,박만원,최재유,4
제헌,김용재,윤치영,4
제4대,정성태,최구철,4
제3대,곽의영,송방용,4
제헌,김봉조,이승만,4
제3대,박만원,조영규,4
제3대,정운갑,조영규,4
제헌,구중회,신익희,4
제4대,박해정,정홍섭,4
제4대,곽의영,김주묵,4
제헌,이성학,지대형,4
제2대,신익희,최창순,4
제4대,류지원,이종우,4
제4대,유봉순,유옥우,4
제2대,윤치영,조정환,4
제헌,김중기,유진홍,4
제3대,김창수,이기붕,4
제4대,우희창,조순,4
제헌,김상돈,노일환,4
제헌,강욱중,김준연,4
제4대,김용진,정재설,4
제헌,신성균,이진수,4
제2대,윤치영,정헌조,4
제4대,곽의영,정남택,4
제4대,박철웅,정재완,4
제4대,이용운,진석중,4
제4대,김영준,김용진,4
제헌,박윤원,이진수,4
제4대,김상도,최병권,4
제4대,강종무,신규식,4
제헌,김준연,신성균,4
제3대,곽상훈,정중섭,4
제4대,김두진,윤제술,4
제헌,박우경,유진홍,4
제4대,이은태,이재학,4
제3대,김우동,조경규,4
제3대,송인상,이재학,4
제4대,강정규,권중돈,4
제4대,강태호,이종남,4
제4대,구철회,이태용,4
제헌,구중회,윤치영,4
제3대,김선태,박흥규,4
제헌,이승만,최운교,4
제4대,박철웅,이재학,4
제헌,신익희,장희창,4
제헌,민경식,홍성하,4
제3대,양영주,이태용,4
제4대,이재학,최규하,4
제2대,이진수,태완선,4
제4대,임문석,주요한,4
제3대,김의택,백남식,4
제4대,나판수,이종판,4
제2대,윤치영,장건상,4
제3대,김판술,서임수,4
제헌,김광준,김문평,4
제4대,백선엽,이익흥,4
제3대,김영찬,양일동,4
제4대,윤형남,최정우,4
제4대,박도언,임철호,4
제3대,박정근,유완창,4
제헌,박종남,윤치영,4
제4대,계광순,구용서,4
제헌,신익희,한암회,4
제4대,조호갑,홍길선,4
제4대,민병기,서범석,4
제3대,권성기,조경규,4
제3대,백남식,유옥우,4
제4대,임철호,최석림,4
제4대,박철웅,안희경,4
제2대,김정기,임영신,4
제4대,김정환,이재학,4
제헌,권태희,조한백,4
제4대,정두길,정명섭,4
제헌,김명동,윤치영,4
제4대,문봉제,이철승,4
제헌,김동원,의장은,4
제4대,서범석,이재형,4
제3대,강성태,이태용,4
제2대,윤치영,정준용,4
제4대,주금용,최세황,4
제3대,이재학,최천,4
제4대,김형돈,류청,4
제4대,조영규,홍진기,4
제4대,김종대,유옥우,4
제헌,김수선,김용재,4
제4대,구용서,주금용,4
제헌,윤병구,이정래,4
제3대,이철승,천세기,4
제4대,김정열,정성태,4
제3대,김정열,윤형남,4
제3대,김준환,송방용,4
제3대,신도성,장경근,4
제4대,손영수,이양수,4
제4대,서상준,조정환,4
제3대,김상돈,박영종,4
제4대,구태회,박해정,4
제2대,이재형,이춘기,4
제4대,이응준,정성태,4
제4대,김현철,정세환,4
제헌,김영기,박찬현,4
제4대,김경술,손영수,4
제3대,박종길,백남식,4
제3대,정세환,천병규,4
제3대,신규식,황남팔,4
제헌,김동원,김병로,4
제4대,정명섭,조순,4
제헌,권승열,송창식,4
제2대,김동성,이교선,4
제3대,이형모,인태식,4
제3대,우만형,이충환,4
제3대,강승구,곽상훈,4
제2대,곽의영,이동환,4
제4대,이응준,한희석,4
제헌,이재학,지대형,4
제3대,신현확,이재학,4
제2대,김정식,김종순,4
제4대,손창환,한희석,4
제2대,김동성,윤성순,4
제4대,김장섭,박충모,4
제4대,문종두,최재유,4
제3대,김종신,정해영,4
제4대,구흥남,이사형,4
제4대,이재학,주병환,4
제4대,윤명운,이태용,4
제4대,김두진,김석진,4
제3대,이선근,최순주,4
제4대,신규식,신현확,4
제4대,임철호,주금용,4
제3대,김동성,최순주,4
제4대,정재완,최용근,4
제4대,김두진,이응준,4
제헌,신성균,정해준,4
제3대,이재학,정재완,4
제헌,김갑수,신익희,4
제헌,서우석,윤병구,4
제4대,김병윤,이태용,4
제4대,이만우,진석중,4
제4대,구용서,안용대,4
제4대,강명현,권중돈,4
제4대,권병호,유성권,4
제2대,박영출,최헌길,4
제3대,천병규,최용근,4
제2대,윤치영,최성웅,4
제3대,박영종,최용근,4
제헌,박순석,진헌식,4
제4대,김재곤,이정용,4
제2대,김우성,장택상,4
제4대,김원만,서정귀,4
제헌,장홍염,정광호,4
제2대,곽의영,소선규,4
제4대,오범수,최용근,4
제4대,문종두,유태영,4
제4대,김형돈,민장식,4
제4대,민관식,최정우,4
제4대,민장식,이태용,4
제4대,양일동,정재완,4
제4대,박덕영,이정휴,4
제4대,김상도,한근조,4
제3대,김춘호,소선규,4
제4대,김원규,이근상,4
제3대,박영종,신의식,4
제2대,김석명,장택상,4
제헌,박기운,윤치영,4
제2대,안용대,윤길중,4
제4대,계광순,김일환,4
제4대,김종철,조한백,4
제4대,강영훈,전성천,4
제4대,박철웅,윤택중,4
제4대,김의준,정문흠,4
제4대,김동욱,임철호,4
제헌,신익희,이병국,4
제4대,반재현,최병환,4
제3대,김영찬,김원태,4
제4대,그것은,유영준,4
제헌,권태희,조종승,4
제3대,곽상훈,전만중,4
제3대,소선규,최세황,4
제4대,진형하,허형구,4
제4대,김두일,조영규,4
제4대,김선기,원용석,4
제4대,오임근,윤형남,4
제4대,신현확,이근직,4
제3대,장석윤,조경규,4
제3대,유옥우,함두영,4
제4대,강영훈,안균섭,4
제4대,정규상,한희석,4
제3대,조경규,조남수,4
제3대,이동희,정명섭,4
제3대,곽의영,김판술,4
제3대,박흥규,이선근,4
제헌,신광균,유진오,4
제4대,이종수,전영석,4
제3대,양일동,조순,4
제3대,민관식,이형모,4
제헌,노일환,황희찬,4
제3대,신용욱,이기붕,4
제4대,이존화,한상봉,4
제헌,김철,서우석,4
제3대,김치영,김현철,4
제헌,박해정,정준,4
제3대,나희집,이기붕,4
제헌,장병만,장홍염,4
제4대,김동욱,김상도,4
제헌,박기운,장병만,4
제4대,김공평,우희창,4
제4대,강태호,황성수,4
제헌,유성갑,이진수,4
제헌,김옥주,유성갑,4
제3대,남송학,이재학,4
제2대,구영숙,장택상,4
제헌,박찬현,조종승,4
제3대,김한기,이태용,4
제헌,김동원,지대형,4
제헌,김우식,홍성하,4
제2대,강창용,신익희,4
제헌,김동원,전진한,4
제3대,인태식,정해영,4
제4대,이창우,홍길선,4
제2대,류홍,지청천,4
제3대,김선태,백남식,4
제헌,김수선,조한백,4
제4대,김의창,진석중,4
제헌,박순석,백관수,4
제헌,권태희,진헌식,4
제헌,류성갑,서상일,4
제헌,김상돈,이석주,4
제헌,백관수,차윤홍,4
제헌,나용균,이재학,4
제헌,김병회,이석주,4
제3대,서임수,조경규,4
제3대,박순석,소선규,4
제헌,김철,이정래,4
제헌,김상돈,윤재욱,4
제4대,김두진,정규상,4
제3대,정존수,최순주,4
제4대,김석진,이재형,4
제4대,이재현,최재유,4
제4대,유영준,홍범희,4
제4대,김동순,김학준,4
제4대,김순희,윤명운,4
제4대,윤대은,정성태,4
제헌,서우석,이원홍,4
제헌,김웅진,조국현,4
제3대,곽의영,현석호,4
제4대,이영희,조영규,4
제헌,박순석,이강우,4
제4대,서범석,조재천,4
제4대,김주묵,박상길,4
제3대,김종신,양일동,4
제4대,류청,최규하,4
제4대,김선우,류순식,4
제헌,김웅진,황호현,4
제헌,나용균,서정희,4
제4대,김의창,이두형,4
제헌,유진홍,최운교,4
제4대,김의택,이기붕,4
제2대,윤치영,허증수,4
제4대,박흥규,최하영,4
제3대,김달호,최규남,4
제헌,김재학,백관수,4
제3대,이석기,하을춘,4
제4대,김봉렬,윤택선,4
제4대,박병배,이효,4
제4대,류진산,서상준,4
제4대,이철승,홍진기,4
제4대,김원규,함성용,4
제헌,김유택,홍성하,4
제헌,서우석,이문원,4
제4대,김진만,정영기,4
제헌,김수선,서상일,4
제3대,김달수,이기붕,4
제4대,신두영,정남택,4
제4대,김장섭,이재학,4
제3대,장영근,정명섭,4
제3대,최병국,황성수,4
제4대,정성태,현영일,4
제4대,송인상,최인규,4
제3대,박정근,양영주,4
제2대,김봉조,엄상섭,4
제4대,박만원,이기붕,4
제4대,권택상,민관식,4
제헌,조영규,황병규,4
제헌,김수선,정준,4
제4대,서정귀,이동세,4
제헌,장병만,조국현,4
제헌,윤치영,이요한,4
제헌,김병회,김상돈,4
제2대,곽의영,박영출,4
제4대,박흥규,윤우경,4
제2대,김인선,윤치영,4
제4대,김상도,조인구,4
제3대,이기붕,하을춘,4
제헌,권승렬,백관수,4
제4대,서범석,이철승,4
제4대,김송환,이영언,4
제4대,김상도,김정환,4
제3대,박세경,박흥규,4
제3대,권택상,최용근,4
제헌,신상학,홍성하,4
제3대,김대식,이철승,4
제헌,김동원,홍길선,4
제4대,나상근,서정귀,4
제헌,김웅진,유성갑,4
제3대,김동조,조경규,4
제헌,강욱중,조국현,4
제4대,임철호,조일환,4
제헌,김영동,조헌영,4
제3대,윤용구,조경규,4
제4대,박덕영,이필호,4
제3대,나희집,함두영,4
제4대,이성호,이철승,4
제4대,김상도,이은태,4
제4대,김재곤,이종남,4
제4대,박충모,진형하,4
제헌,서용길,이진수,4
제헌,류래완,신익희,4
제헌,노일환,서우석,4
제2대,김양수,변영태,4
제4대,김정열,허윤수,4
제헌,김웅진,이구수,4
제4대,오범수,최정우,4
제4대,신현확,이갑식,4
제3대,유옥우,조영규,4
제헌,박순석,박해정,4
제3대,구흥남,김상돈,4
제4대,나판수,임철호,4
제3대,김성복,조영규,4
제4대,김일환,안균섭,4
제3대,갈홍기,박영종,4
제4대,김두진,김상도,4
제헌,김상돈,이승만,4
제4대,김석진,나상근,4
제헌,이호석,장병만,4
제헌,윤치영,조정환,4
제4대,송영주,이상용,4
제3대,민관식,박정근,4
제헌,서우석,이재학,4
제헌,김명동,이석주,4
제4대,박찬현,이기붕,4
제4대,박순석,한희석,4
제2대,김준연,조봉암,4
제4대,김정렴,박해정,4
제3대,백남식,정성태,4
제4대,임철호,장경근,4
제3대,이형진,최영철,4
제3대,김정렬,조영규,4
제4대,김응순,이만우,4
제4대,이병하,이재학,4
제4대,김원규,신언한,4
제4대,김상돈,최세황,4
제4대,민한기,박순석,4
제헌,김명동,김웅진,4
제4대,이재학,주금용,4
제4대,박충모,임철호,4
제헌,강기문,김약수,4
제헌,강욱중,서우석,4
제헌,윤재욱,이정래,4
제헌,곽상훈,김철,4
제헌,박찬현,오석주,4
제3대,양일동,이선근,4
제4대,나판수,박용록,4
제헌,신상학,이성학,4
제3대,박흥규,이중재,4
제헌,박찬현,이주형,4
제3대,전상요,최순주,4
제3대,염우량,정명섭,4
제헌,강욱중,이재형,4
제4대,윤대은,정명섭,4
제3대,김병윤,백남식,4
제4대,박만원,한근조,4
제헌,박기운,정준,4
제3대,안동준,최순주,4
제헌,김웅진,서우석,4
제헌,나용균,이진수,4
제4대,이종남,임문석,4
제헌,서우석,홍성하,4
제2대,강창용,장택상,4
제4대,민병기,유봉순,4
제4대,구용서,이철승,4
제헌,장홍염,진헌식,4
제4대,김석진,이호진,4
제4대,김인권,김장섭,4
제4대,임철호,홍봉진,4
제헌,윤치영,이종선,4
제3대,김병로,조경규,4
제헌,신상학,장병만,4
제4대,유성권,홍범희,4
제헌,이승만,이청천,4
제4대,김정렴,이재형,4
제2대,서상환,엄상섭,4
제4대,김정렬,신영주,4
제헌,나용균,이석주,4
제헌,김웅진,오택렬,4
제3대,이기붕,최영철,4
제3대,송방용,최용근,4
제3대,양일동,조영규,4
제4대,이종수,최용근,4
제헌,오용국,조영규,4
제3대,박재홍,홍창섭,4
제4대,장택상,최규남,4
제헌,강욱중,조영규,4
제3대,이근직,이재학,4
제헌,권태희,조영규,4
제3대,정재설,조만종,4
제2대,장택상,조정환,4
제헌,유진오,장기영,4
제4대,변진갑,정운갑,4
제헌,김익기,신익희,4
제4대,김상돈,손도심,4
제4대,장경근,한희석,4
제3대,이기붕,조용순,4
제3대,조순,천세기,4
제3대,유옥우,정규상,4
제4대,박현숙,하태환,4
제헌,김약수,배헌,4
제4대,김원만,주금용,4
제3대,도진희,조영규,4
제4대,윤유선,이형모,4
제3대,박종길,이재학,4
제3대,윤재욱,이기붕,4
제4대,김봉규,류순식,4
제헌,김교현,김재학,4
제헌,서상일,서우석,4
제헌,신익희,이상돈,4
제3대,이충환,장택상,4
제3대,양일동,이봉희,4
제2대,박기배,장택상,4
제3대,민관식,윤재욱,4
제헌,신성균,이정래,4
제3대,김의택,양일동,4
제3대,조정환,황성수,4
제헌,김약수,신방현,4
제4대,이근직,조영규,4
제헌,김우식,이문원,4
제헌,박순석,정광호,4
제헌,박준,정준,4
제4대,김원규,신두영,4
제4대,강태호,류순식,4
제3대,서정학,송방용,4
제3대,이형진,황성수,4
제4대,박철웅,정의필,4
제3대,이기붕,조정환,4
제4대,이상현,황숙현,4
제4대,원용석,이한빈,4
제4대,김석진,최원구,4
제헌,장병만,정해준,4
제헌,김명동,노일환,4
제4대,김선태,최규옥,4
제4대,곽의영,이재학,4
제2대,김정식,오의관,4
제3대,민영남,최순주,4
제헌,배중혁,조봉암,4
제4대,이병하,한희석,4
제헌,백성욱,신익희,4
제헌,김광준,김상돈,4
제4대,김정열,최용근,4
제헌,이석주,이원홍,4
제헌,신성균,정광호,4
제4대,김종대,오범수,4
제3대,류지원,최순주,4
제4대,정중섭,정현팔,4
제2대,남송학,윤길중,4
제2대,서상덕,장택상,4
제헌,윤치영,한통숙,4
제2대,이갑성,조봉암,4
제3대,송방용,이종림,4
제헌,노진설,서우석,4
제2대,류덕천,신익희,4
제4대,김술남,이은태,4
제4대,이갑도,정중섭,4
제4대,신현확,임문석,4
제4대,김원규,김의창,4
제2대,이갑성,장택상,4
제2대,서장주,조봉암,4
제3대,송우범,유옥우,4
제2대,장택상,전진한,4
제3대,민관식,이태용,4
제3대,유옥우,이태용,4
제3대,원용석,정성태,4
제4대,이덕영,한광석,4
제4대,김정열,유옥우,4
제4대,김신서,김종철,4
제4대,조순,최정우,4
제4대,고담용,유봉순,4
제4대,민장식,임철호,4
제헌,이병관,황두연,4
제4대,김응주,전효섭,4
제헌,박우경,조규갑,4
제3대,김기철,황성수,4
제4대,명주덕,손문경,4
제4대,원용석,조병옥,4
제헌,김준연,이인,4
제4대,김상돈,백선엽,4
제헌,서우석,유성갑,4
제4대,강용옥,이형모,4
제4대,김정렴,이갑식,4
제2대,윤치영,정문흠,4
제3대,이정휴,조경규,4
제4대,박병배,한광석,4
제헌,김철,진헌식,4
제3대,이재학,정대천,4
제4대,김창규,유용식,4
제4대,김일환,유승준,4
제헌,이영준,정광호,4
제헌,이성득,진헌식,4
제헌,김수선,이병관,4
제3대,송방용,조영규,4
제3대,이태용,정재완,4
제4대,윤택중,임철호,4
제3대,최순주,황경수,4
제4대,권복인,이영희,4
제4대,서정학,이옥동,4
제2대,이석기,조주영,4
제헌,박찬현,황호현,4
제3대,강세형,양일동,4
제3대,안준기,정준,4
제3대,유태영,정명섭,4
제4대,김정렬,이필호,4
제4대,박충모,오재영,4
제3대,이기붕,이정희,4
제헌,박기운,조국현,4
제4대,김의창,전효섭,4
제헌,김동준,김약수,4
제4대,이존일,한광석,4
제헌,오용국,조헌영,4
제4대,서임수,최세황,4
제4대,송인상,진형하,4
제2대,노기용,엄상섭,4
제4대,이재학,이종준,4
제4대,권오종,서임수,4
제헌,박찬현,조한백,4
제헌,서우석,이성득,4
제4대,오임근,이재학,4
제4대,박철웅,임철호,4
제3대,박만원,박정근,4
제4대,엄상섭,최인규,4
제3대,송방용,정준모,4
제3대,박흥규,임철호,4
제3대,박영종,정재설,4
제헌,박순석,이승만,4
제헌,김봉조,정광호,4
제4대,전성천,정남택,4
제헌,권태희,이영준,4
제헌,권태희,황호현,4
제4대,박종식,정대천,4
제헌,이문원,이진수,4
제4대,문봉제,박흥규,4
제헌,오석주,오택렬,4
제헌,이인,홍범희,4
제3대,박해정,정준,4
제2대,박철웅,장택상,4
제3대,곽상훈,김재곤,4
제헌,이순탁,홍성하,4
제3대,조영규,천병규,4
제헌,김준연,박순석,4
제헌,김병로,김약수,4
제4대,주병환,최인규,4
제3대,이재학,최하영,4
제2대,김태선,조봉암,4
제헌,노일환,서용길,4
제헌,이강우,이진수,4
제4대,박찬현,이재학,4
제3대,박순석,이철승,4
제3대,손도심,최순주,4
제헌,김영동,홍성하,4
제3대,소선규,이호,4
제4대,권성기,김원규,4
제4대,박영교,최인규,4
제3대,김종신,윤우경,4
제4대,박해정,홍진기,4
제4대,국쾌남,나상근,4
제4대,오범수,이성호,4
제헌,김인식,서용길,4
제4대,김두진,최하영,4
제4대,류지원,이정휴,4
제헌,조영규,홍성하,4
제4대,김훈,한희석,4
제2대,박영출,조광섭,4
제4대,이갑식,이종준,4
제헌,김영기,최운교,4
제4대,김일환,조한백,4
제3대,민관식,정성태,4
제헌,신익희,이요한,4
제3대,김종갑,황성수,4
제4대,김종대,박만원,4
제4대,강영훈,성원경,4
제4대,이재현,황호현,4
제4대,서범석,손도심,4
제3대,이철승,조영규,4
제헌,서이환,조국현,4
제헌,장홍염,조국현,4
제4대,이근상,전성천,4
제헌,박해정,신성균,4
제3대,이충환,최규남,4
제3대,임우영,최순주,4
제4대,정재완,한희석,4
제헌,김상돈,조국현,4
제3대,김원태,박흥규,4
제4대,김규진,민관식,4
제헌,정도영,조헌영,4
제2대,신중목,윤치영,4
제4대,김학준,임철호,4
제3대,박순석,유옥우,4
제헌,윤병구,최운교,4
제4대,김원전,이종남,4
제4대,서임수,조일재,4
제3대,안준기,황성수,4
제4대,류근창,박덕영,4
제3대,류순식,박영종,4
제4대,김도연,정영기,4
제4대,김상도,박해정,4
제2대,박철웅,이호,4
제2대,김정기,조봉암,4
제4대,이재형,지창하,4
제4대,박병배,이익흥,4
제헌,신익희,윤영선,4
제4대,권성기,김두진,4
제4대,송원영,전영석,4
제4대,이철승,전봉희,4
제4대,나상근,한희석,4
제4대,김정권,신영주,4
제2대,장택상,정운근,4
제2대,신익희,윤인상,4
제헌,김광준,지대형,4
제3대,송우범,조경규,4
제헌,정광호,홍성하,4
제4대,송인상,천병규,4
제2대,김수학,윤치영,4
제4대,박상운,최석림,4
제4대,김두일,박순석,4
제헌,조헌영,지대형,4
제3대,정갑주,황성수,4
제4대,박순천,이재학,4
제3대,김재황,이기붕,4
제3대,김의택,황성수,4
제4대,김일환,이재학,4
제3대,이성주,하을춘,4
제3대,민관식,양일동,4
제4대,류청,이재학,4
제4대,이철승,이호진,4
제3대,곽상훈,윤만석,4
제4대,김대식,이철승,4
제4대,김원전,천병규,4
제3대,김영찬,조영규,4
제4대,김공평,박충모,4
제3대,신태권,오임근,4
제4대,유승준,이기붕,4
제4대,류홍,한희석,4
제헌,김병회,김수선,4
제헌,곽상훈,김광준,4
제4대,안균섭,주영복,4
제헌,김옥주,신현돈,4
제4대,류진산,박순석,4
제4대,손문경,이성우,4
제4대,이원장,최세황,4
제헌,박순석,최운교,4
제4대,송영주,임차주,4
제3대,김동욱,정상열,4
제헌,김재학,유진오,4
제3대,오영재,이태용,4
제3대,박영종,황남팔,4
제3대,문봉제,박해정,4
제3대,박정근,함두영,4
제4대,송인상,한희석,4
제헌,김상돈,정해준,4
제헌,김동원,김유택,4
제4대,문종두,유성권,4
제3대,이철승,함두영,4
제4대,임철호,지영진,4
제3대,김영선,김일환,4
제3대,조경규,함재훈,4
제헌,김약수,이병국,4
제2대,이한창,조봉암,4
제3대,박만원,정세환,4
제헌,김상돈,조헌영,4
제3대,강성태,최순주,4
제4대,안춘생,유성권,4
제2대,신익희,양병일,4
제4대,오범수,이원장,4
제헌,김옥주,신상학,4
제2대,곽의영,백남식,4
제4대,김병윤,박철웅,4
제3대,곽상훈,손원일,4
제4대,강성태,안용대,4
제2대,엄상섭,조광섭,4
제3대,나희집,박정근,4
제4대,유성권,전형산,4
제4대,김정렬,민관식,4
제3대,김일환,이기붕,4
제2대,민의원,조중서,4
제3대,박흥규,신행용,4
제헌,강욱중,김수선,4
제4대,김원전,오임근,4
제4대,김동석,이재학,4
제3대,김판술,이태용,4
제3대,곽상훈,박정근,4
제4대,이재형,임철호,4
제3대,김일,황성수,4
제헌,김철수,조종승,4
제4대,박창화,윤용구,4
제4대,김두진,안희경,4
제3대,이영섭,황성수,4
제4대,박종식,정준모,4
제4대,류진산,장택상,4
제헌,김옥주,김인식,4
제4대,김종대,이형모,4
제헌,박우경,이정래,4
제3대,신각휴,이중재,4
제4대,김두진,이재학,4
제4대,정대천,조호갑,4
제헌,조헌영,홍희종,4
제4대,김도연,김재곤,4
제헌,김봉조,김약수,4
제3대,박영종,정해영,4
제2대,이도영,조봉암,4
제헌,이승만,홍희종,4
제헌,장병만,진헌식,4
제헌,오택렬,윤치영,4
제3대,김현철,황경수,4
제3대,이기붕,정존수,4
제4대,손문경,양일동,4
제4대,강영훈,신영주,4
제4대,김규성,나판수,4
제헌,백관수,신성균,4
제헌,이성학,조헌영,4
제4대,장병균,홍범희,4
제3대,정기원,황성수,4
제4대,이양수,임문석,4
제2대,고병간,조봉암,4
제4대,이용범,최용근,4
제헌,권승열,유진오,4
제4대,김석진,오임근,4
제헌,정도영,조영규,4
제4대,이병하,전창희,4
제4대,손문경,최세황,4
제3대,조용순,한동석,4
제헌,서용길,홍성하,4
제헌,서상일,조국현,4
제4대,구봉회,진형하,4
제헌,김옥주,김용재,4
제4대,김주묵,민병기,4
제4대,손재형,임철호,4
제4대,박병배,이정휴,4
제4대,김두진,이상용,4
제3대,양영주,양일동,4
제3대,김정렬,김종신,4
제4대,류순식,이명선,4
제3대,박영종,조병문,4
제3대,양영주,정운갑,4
제4대,김동욱,최정우,4
제헌,나용균,서우석,4
제4대,류진산,류홍,4
제4대,정세환,최용근,4
제헌,이성득,조영규,4
제4대,박영교,송원영,4
제헌,김준연,백관수,4
제2대,신익희,이종순,4
제3대,김두진,조정환,4
제3대,김성복,이기붕,4
제2대,백락준,조봉암,4
제헌,김병회,지대형,4
제3대,이충환,한희석,4
제4대,김일환,정영기,4
제헌,권태희,김철,4
제3대,이충환,최규옥,4
제헌,김문평,조헌영,4
제헌,김병회,김영기,4
제3대,윤우경,이철승,4
제4대,이성우,이영준,4
제4대,윤용구,이상현,4
제4대,엄상섭,홍진기,4
제4대,강영훈,서임수,4
제4대,윤병구,한희석,4
제2대,윤치영,최재유,4
제3대,김일환,유옥우,4
제헌,김형원,신익희,4
제헌,김옥주,박찬현,4
제헌,민경식,조헌영,4
제3대,박흥규,이봉희,4
제4대,정성태,최규하,4
제4대,김주묵,서범석,4
제4대,나용균,한희석,4
제2대,노기용,백두진,4
제4대,국회의사,권오종,4
제4대,고담용,김정열,4
제3대,이동환,이형모,4
제4대,성원경,이필호,4
제헌,장희창,홍성하,4
제4대,류순석,박순석,4
제4대,이재학,인태식,4
제3대,양일동,최병권,4
제4대,신언한,엄상섭,4
제헌,김우식,오석주,4
제4대,박만원,진형하,4
제3대,김동욱,함두영,4
제3대,오형근,최용근,4
제4대,박충모,서범석,4
제헌,강기문,이강우,4
제4대,김준연,이기붕,4
제헌,강욱중,윤치영,4
제4대,박종표,이병하,4
제3대,이재학,정규상,4
제헌,김동원,류래완,4
제4대,서범석,이정용,4
제3대,김일,이재학,4
제헌,오택관,조한백,4
제4대,권성기,원용석,4
제4대,이강학,정중섭,4
제2대,이진수,최국현,4
제4대,이존화,한희석,4
제4대,김상도,안균섭,4
제4대,이필호,홍범희,4
제3대,이형모,정기원,4
제4대,임철호,조종호,4
제4대,김원만,문봉제,4
제3대,김정호,장덕창,4
제헌,김명동,윤병구,4
제헌,신상학,최헌길,4
제헌,권태희,박해극,4
제헌,정도영,조국현,4
제헌,권병로,윤치영,4
제3대,이영희,조영규,4
제4대,김상도,박창화,4
제헌,김경도,박순석,4
제2대,서상권,조봉암,4
제4대,정재설,한희석,4
제4대,이종우,이철승,4
