Assembly_Num,Id,Party,Speaker_Type,Primary_Role,Speech_Count,Total_Chars,First_Speech_Date,Keyword_Total,Boundary_Per_1k_Chars
제3대,김도연,민주국민당,의원,의원,105,203686,1954-06-22,53,0.093
제3대,유옥우,자유당,의원,위원,454,337324,1954-07-13,50,0.074
제3대,류진산,미상/직책자,정부/기타 직책자,의원,231,381850,1954-08-07,49,0.102
제3대,박해정,무소속,의원,의원,144,221710,1954-06-16,48,0.072
제3대,이선근,미상/직책자,정부/기타 직책자,문교부장관,48,196773,1954-07-10,47,0.102
제3대,최재유,미상/직책자,정부/기타 직책자,보건사회부장관,63,92731,1955-03-08,46,0.054
제3대,이중재,미상/직책자,정부/기타 직책자,재무부장관,150,152788,1954-07-13,45,0.046
제3대,김재곤,자유당,의원,의원,26,67052,1954-08-20,45,0.149
제3대,이호,미상/직책자,정부/기타 직책자,법무부장관,172,205487,1954-07-16,44,0.175
제3대,김선태,무소속,의원,의원,106,305166,1954-07-15,44,0.062
제3대,이기붕,자유당,의원,의장,2426,460107,1954-06-09,43,0.024
제3대,양영주,자유당,의원,위원,201,194839,1954-06-24,42,0.067
제3대,김상도,자유당,의원,의원,141,284488,1954-06-16,42,0.098
제3대,조정환,미상/직책자,정부/기타 직책자,외무부장관서리,105,88596,1955-10-15,42,0.237
제3대,임철호,미상/직책자,정부/기타 직책자,농림부장관,105,130644,1955-02-28,42,0.031
제3대,김홍식,자유당,의원,의원,54,253114,1954-07-12,41,0.063
제3대,양일동,무소속,의원,위원,476,269827,1954-06-18,40,0.059
제3대,문봉제,미상/직책자,정부/기타 직책자,교통부장관,107,118523,1955-05-28,39,0.051
제3대,조병문,자유당,의원,농림위원장,251,209578,1954-06-18,39,0.048
제3대,곽의영,자유당,의원,의원,139,227729,1954-06-10,39,0.035
제3대,전진한,무소속,의원,의원,12,52359,1954-07-01,38,0.458
제3대,백남식,무소속,의원,위원장대리,478,228141,1954-07-01,38,0.048
제3대,이영희,자유당,의원,의원,79,153892,1954-08-27,38,0.117
제3대,김정호,자유당,의원,의원,54,97308,1955-01-22,37,0.113
제3대,김동욱,무소속,의원,의원,135,180996,1954-07-01,37,0.077
제3대,황성수,자유당,의원,부의장,1049,302300,1954-06-10,36,0.103
제3대,최갑환,무소속,의원,의원,63,106480,1954-06-18,36,0.019
제3대,강성태,미상/직책자,정부/기타 직책자,상공부장관,61,115861,1954-07-16,35,0.043
제3대,김만기,미상/직책자,정부/기타 직책자,재무부사세국장,29,16799,1955-06-07,35,0.0
제3대,신정호,무소속,의원,위원,122,123836,1955-06-10,35,0.162
제3대,황경수,자유당,의원,위원,89,109661,1954-06-18,34,0.073
제3대,김두한,무소속,의원,의원,62,58710,1954-07-15,33,0.187
제3대,한희석,자유당,의원,내무위원장,123,192993,1954-06-11,33,0.166
제3대,최규남,미상/직책자,정부/기타 직책자,문교부장관,45,49984,1956-06-13,32,0.0
제3대,손도심,자유당,의원,의원,71,189282,1954-07-12,32,0.116
제3대,박흥규,자유당,의원,위원장대리,515,154983,1954-08-11,31,0.052
제3대,정상열,자유당,의원,위원,249,125057,1954-10-05,30,0.104
제3대,김성삼,자유당,의원,의원,26,75715,1955-01-17,30,0.066
제3대,윤치영,국민당,의원,의원,36,101136,1954-11-04,29,0.208
제3대,최용근,자유당,의원,위원장,97,54332,1956-07-11,29,0.313
제3대,윤보선,민주국민당,의원,의원,16,67034,1954-07-16,28,0.104
제3대,정해영,자유당,의원,위원,182,123633,1954-07-16,28,0.032
제3대,김달호,무소속,의원,의원,150,195601,1954-09-27,28,0.087
제3대,우만형,미상/직책자,정부/기타 직책자,내무부차관,23,27129,1954-07-01,28,0.0
제3대,민영남,무소속,의원,위원,99,156737,1954-06-24,28,0.064
제3대,강승구,무소속,의원,의원,57,119624,1954-08-30,27,0.084
제3대,한동석,자유당,의원,위원,238,186469,1954-06-22,27,0.08
제3대,조순,자유당,의원,운영위원장,281,211563,1954-06-10,27,0.052
제3대,김동조,미상/직책자,정부/기타 직책자,외무부차관,19,14878,1955-07-18,27,0.739
제3대,신도성,민주국민당,의원,의원,28,106470,1954-06-10,27,0.15
제3대,박영출,자유당,의원,의원,175,138863,1954-06-10,27,0.137
제3대,정성태,무소속,의원,위원,106,100203,1954-09-25,26,0.14
제3대,김익기,자유당,의원,의원,34,42729,1954-07-08,26,0.117
제3대,이존화,자유당,의원,의원,67,97905,1954-06-18,25,0.102
제3대,이태용,자유당,의원,위원,320,195518,1954-10-07,25,0.031
제3대,육완국,무소속,의원,의원,17,27654,1955-01-19,25,0.036
제3대,윤만석,자유당,의원,법제사법위원장,174,167767,1954-06-24,25,0.089
제3대,김철안,자유당,의원,의원,71,126862,1954-07-14,24,0.087
제3대,김의택,무소속,의원,위원,90,153082,1954-08-11,24,0.065
제3대,장택상,무소속,의원,의원,85,93629,1954-06-10,24,0.192
제3대,이성주,자유당,의원,의원,17,127488,1956-11-28,23,0.18
제3대,변영태,미상/직책자,정부/기타 직책자,국무총리,77,162411,1954-06-30,23,0.068
제3대,정재설,미상/직책자,정부/기타 직책자,농림부장관,41,65026,1957-06-19,23,0.062
제3대,배응도,미상/직책자,정부/기타 직책자,상공부차관,24,56694,1954-07-15,23,0.035
제3대,이인,국민당,의원,의원,84,139566,1954-06-11,23,0.129
제3대,신규식,무소속,의원,의원,119,141815,1954-06-18,23,0.056
제3대,김준연,민주국민당,의원,의원,60,119141,1954-06-10,22,0.109
제3대,이정희,자유당,의원,의원,13,68119,1954-07-16,22,0.088
제3대,홍창섭,자유당,의원,농림위원장,170,255236,1954-06-10,21,0.02
제3대,최병국,자유당,의원,의원,31,105445,1954-06-10,20,0.161
제3대,윤재욱,무소속,의원,국방위원장대리,94,111794,1954-12-06,20,0.027
제3대,권택상,미상/직책자,정부/기타 직책자,재무부사세국장,37,12999,1956-07-12,20,0.077
제3대,서임수,미상/직책자,정부/기타 직책자,총무국장,53,95980,1955-05-30,20,0.031
제3대,박순석,자유당,의원,의원,111,76887,1954-07-01,19,0.182
제3대,신행용,무소속,의원,위원,80,79055,1954-07-14,18,0.076
제3대,정규상,자유당,의원,위원,72,65162,1954-09-20,18,0.138
제3대,박세경,자유당,의원,법제사법위원장,108,115596,1954-07-13,18,0.078
제3대,조만종,자유당,의원,위원,97,68875,1954-12-20,18,0.102
제3대,김용우,미상/직책자,정부/기타 직책자,국방부장관,70,118052,1954-06-17,18,0.025
제3대,박용익,무소속,의원,위원장,611,61901,1954-09-27,18,0.065
제3대,김두진,무소속,의원,위원,71,66500,1954-07-13,18,0.06
제3대,이익흥,미상/직책자,정부/기타 직책자,내무부장관,112,107874,1956-05-26,17,0.102
제3대,최영철,무소속,의원,위원,29,49061,1954-10-27,16,0.041
제3대,오임근,미상/직책자,정부/기타 직책자,예산국장,261,112259,1955-05-05,16,0.027
제3대,윤제술,무소속,의원,의원,21,64292,1954-07-10,16,0.187
제3대,김영환,미상/직책자,정부/기타 직책자,재무부차관,1,7635,1955-10-15,16,1.834
제3대,김종신,자유당,의원,위원장,660,128607,1954-10-29,16,0.054
제3대,김진만,자유당,의원,위원,46,35713,1954-09-22,16,0.168
제3대,김일,자유당,의원,의원,48,62827,1954-11-30,16,0.223
제3대,김춘호,자유당,의원,의원,121,124067,1954-06-10,15,0.048
제3대,정재완,무소속,의원,의원,29,48599,1954-06-22,15,0.082
제3대,문종두,무소속,의원,의원,24,48408,1954-09-24,15,0.227
제3대,신의식,자유당,의원,위원,76,51112,1954-08-07,15,0.039
제3대,정존수,자유당,의원,법제사법위원장대리,98,76239,1954-09-27,14,0.118
제3대,신각휴,민주국민당,의원,위원,50,51415,1954-10-05,14,0.175
제3대,이근직,미상/직책자,정부/기타 직책자,내무부장관,49,68221,1957-10-14,14,0.103
제3대,이종림,미상/직책자,정부/기타 직책자,교통부장관,57,89645,1954-10-18,14,0.022
제3대,최병권,자유당,의원,위원,45,32701,1954-07-15,14,0.031
제3대,곽상훈,무소속,의원,부의장,889,210690,1954-06-09,14,0.052
제3대,김형근,미상/직책자,정부/기타 직책자,내무부장관,74,86233,1954-08-07,14,0.093
제3대,김의준,무소속,의원,의원,54,84726,1954-06-10,14,0.059
제3대,손권배,자유당,의원,위원,20,33511,1954-12-06,13,0.03
제3대,김한기,미상/직책자,정부/기타 직책자,전문위원,123,57785,1954-10-05,13,0.069
제3대,김영삼,자유당,의원,의원,63,106054,1954-10-18,13,0.094
제3대,김법린,자유당,의원,문교위원장,31,54428,1954-11-01,13,0.129
제3대,임차주,자유당,의원,의원,6,19610,1955-05-03,13,0.204
제3대,김달수,자유당,의원,위원,41,32412,1954-08-07,12,0.062
제3대,손원일,미상/직책자,정부/기타 직책자,국방부장관,20,52359,1954-07-15,12,0.115
제3대,김지태,자유당,의원,의원,5,12089,1954-09-20,12,0.0
제3대,구흥남,자유당,의원,위원,82,72607,1954-11-02,12,0.083
제3대,김수선,무소속,의원,의원,9,34857,1954-10-17,12,0.287
제3대,함두영,자유당,의원,위원,191,128732,1954-11-08,12,0.062
제3대,윤인상,미상/직책자,정부/기타 직책자,재무부차관,58,52890,1955-11-15,12,0.038
제3대,강세형,무소속,의원,의원,99,97434,1954-07-08,12,0.123
제3대,천세기,무소속,의원,의원,63,80378,1954-07-12,12,0.087
제3대,이석기,무소속,의원,의원,63,53893,1955-07-31,12,0.056
제3대,이형진,자유당,의원,위원,138,48873,1954-10-15,11,0.082
제3대,성원경,자유당,의원,의원,21,77853,1955-06-03,11,0.09
제3대,나창헌,자유당,의원,의원,13,33597,1954-12-14,11,0.149
제3대,김정열,미상/직책자,정부/기타 직책자,국방부장관,48,29755,1957-07-30,11,0.101
제3대,신두영,미상/직책자,정부/기타 직책자,국무원사무국장,10,15190,1957-12-20,11,0.0
제3대,정형모,미상/직책자,정부/기타 직책자,전문위원,7,2442,1957-04-23,11,0.0
제3대,윤병호,무소속,의원,의원,24,70874,1954-12-24,10,0.099
제3대,안동준,자유당,의원,의원,24,53058,1954-06-24,10,0.113
제3대,김기철,자유당,의원,위원,30,36684,1955-05-24,10,0.136
제3대,이갑식,무소속,의원,상공위원장,26,64118,1954-12-18,10,0.0
제3대,서동진,민주국민당,의원,의원,40,116526,1954-07-10,10,0.034
제3대,이영섭,자유당,의원,의원,30,40077,1954-06-22,10,0.075
제3대,유완창,미상/직책자,정부/기타 직책자,부흥부장관,71,44447,1955-02-28,10,0.067
제3대,나희집,자유당,의원,위원,134,113945,1954-09-03,9,0.009
제3대,권오종,국민회,의원,위원,15,12136,1955-06-17,9,0.165
제3대,백한성,미상/직책자,정부/기타 직책자,내무부장관,47,90606,1954-07-15,9,0.066
제3대,김정렬,미상/직책자,정부/기타 직책자,국방부장관,16,27573,1957-07-11,9,0.036
제3대,류순식,미상/직책자,정부/기타 직책자,의원,33,45168,1954-08-09,9,0.133
제3대,함상훈,미상/직책자,정부/기타 직책자,증인,2,14958,1954-11-05,8,0.401
제3대,이형모,자유당,의원,위원,183,90779,1954-10-15,8,0.033
제3대,정긍모,미상/직책자,정부/기타 직책자,해군참모총장,9,4790,1957-10-09,8,0.418
제3대,고광만,미상/직책자,정부/기타 직책자,문교부차관,6,20659,1957-01-17,8,0.145
제3대,구용서,미상/직책자,정부/기타 직책자,산업은행총재,42,42438,1954-09-01,8,0.047
제3대,하태환,무소속,의원,위원,38,24787,1956-01-25,8,0.121
제3대,최하영,미상/직책자,정부/기타 직책자,심계원장,19,27481,1955-07-16,7,0.073
제3대,오림근,미상/직책자,정부/기타 직책자,기획처예산국장,49,14955,1954-10-05,7,0.067
제3대,최창섭,자유당,의원,의원,21,25498,1954-11-25,7,0.235
제3대,이영언,자유당,의원,상공위원장,54,28536,1954-10-09,7,0.245
제3대,김병순,자유당,의원,의원,3,7102,1954-09-13,7,0.0
제3대,백선엽,미상/직책자,정부/기타 직책자,육군참모총장,7,7276,1957-10-07,7,0.0
제3대,갈홍기,미상/직책자,정부/기타 직책자,공보실장,37,14416,1954-10-20,7,0.069
제3대,최정우,미상/직책자,정부/기타 직책자,사무총장,40,37882,1955-01-25,6,0.026
제3대,김의창,미상/직책자,정부/기타 직책자,체신부차관,31,17482,1954-12-21,6,0.172
제3대,권중돈,무소속,의원,의원,67,50512,1954-06-10,6,0.099
제3대,김재황,무소속,의원,의원,18,48171,1955-03-28,6,0.062
제3대,이용범,자유당,의원,의원,6,7625,1954-09-03,6,0.0
제3대,김성호,자유당,의원,의원,27,33706,1954-06-11,6,0.178
제3대,신효선,미상/직책자,정부/기타 직책자,보건사회부차관,12,24287,1956-07-06,6,0.0
제3대,김창규,미상/직책자,정부/기타 직책자,공군참모차장,3,1806,1957-10-10,6,0.0
제3대,류지원,미상/직책자,정부/기타 직책자,국방위원장,54,38545,1954-06-28,6,0.104
제3대,배영호,미상/직책자,정부/기타 직책자,법무부차관,12,23463,1956-06-30,6,0.085
제3대,신익희,민주국민당,의원,의원,8,31457,1954-06-10,6,0.191
제3대,김치영,미상/직책자,정부/기타 직책자,전매청장,37,25129,1954-09-25,6,0.04
제3대,신태권,자유당,의원,위원,89,78435,1954-08-18,6,0.064
제3대,이응준,미상/직책자,정부/기타 직책자,체신부장관,47,25302,1955-09-21,6,0.04
제3대,조용순,미상/직책자,정부/기타 직책자,법무부장관,60,69234,1954-07-15,6,0.029
제3대,최천,민주국민당,의원,의원,12,24366,1954-07-14,6,0.0
제3대,신현확,미상/직책자,정부/기타 직책자,부흥부차관,10,12432,1956-01-07,5,0.0
제3대,도진희,자유당,의원,의원,64,51341,1954-07-13,5,0.058
제3대,염우량,자유당,의원,의원,54,67775,1954-08-06,5,0.015
제3대,윤일상,자유당,의원,위원,19,24751,1955-06-06,5,0.081
제3대,윤우경,미상/직책자,정부/기타 직책자,구황실총무국장,21,23643,1955-06-02,5,0.127
제3대,김용택,미상/직책자,정부/기타 직책자,사회부차관,6,2792,1954-10-18,5,0.0
제3대,강경옥,자유당,의원,의원,41,54395,1954-06-28,5,0.092
제3대,정갑주,자유당,의원,의원,45,41500,1954-06-10,5,0.12
제3대,손창환,미상/직책자,정부/기타 직책자,보건사회부장관,14,21405,1957-06-19,5,0.047
제3대,원용석,미상/직책자,정부/기타 직책자,기획처장,62,52259,1954-07-13,5,0.057
제3대,권성기,미상/직책자,정부/기타 직책자,농림부차관,49,28962,1955-12-15,5,0.069
제3대,오재경,미상/직책자,정부/기타 직책자,공보실장,15,15268,1956-12-16,5,0.196
제3대,서인홍,무소속,의원,위원,52,37051,1954-12-27,5,0.108
제3대,전상요,무소속,의원,의원,9,11921,1954-06-09,5,0.419
제3대,임흥순,무소속,의원,의원,29,30299,1954-06-18,5,0.165
제3대,김선우,자유당,의원,의원,14,20898,1954-10-29,4,0.144
제3대,정기원,자유당,의원,외무위원장,53,51518,1955-03-31,4,0.019
제3대,최규옥,미상/직책자,정부/기타 직책자,농림부장관,27,52674,1954-07-13,4,0.019
제3대,박기운,제헌국회호헌동지회,의원,의원,9,18351,1955-04-23,4,0.218
제3대,김창수,자유당,의원,의원,4,21368,1956-09-12,4,0.094
제3대,석상옥,미상/직책자,정부/기타 직책자,교통부차관,5,1900,1957-07-04,4,0.0
제3대,박종길,무소속,의원,위원,52,37461,1955-03-29,4,0.053
제3대,이종수,무소속,의원,위원장대리,105,36087,1955-05-19,4,0.028
제3대,박철재,미상/직책자,정부/기타 직책자,문교부기술교육국장,12,8718,1957-04-23,4,0.0
제3대,김종갑,미상/직책자,정부/기타 직책자,국방부차관,11,17412,1956-07-09,4,0.115
제3대,하을춘,무소속,의원,위원장,61,44035,1954-10-15,4,0.091
제3대,김형덕,자유당,의원,의원,7,16742,1954-10-28,4,0.119
제3대,김영준,미상/직책자,정부/기타 직책자,산림국장,3,3245,1955-06-03,3,0.308
제3대,이치영,미상/직책자,정부/기타 직책자,재무부이재국장,24,10851,1955-05-28,3,0.092
제3대,조남수,자유당,의원,의원,2,3382,1955-06-03,3,0.0
제3대,홍진기,미상/직책자,정부/기타 직책자,해무청장,12,10655,1955-03-09,3,0.0
제3대,송경섭,자유당,의원,의원,42,31325,1954-12-20,3,0.096
제3대,권병호,미상/직책자,정부/기타 직책자,총무국장,3,26429,1955-02-11,3,0.0
제3대,이열모,미상/직책자,정부/기타 직책자,재무부이재국장,89,29986,1956-07-11,3,0.0
제3대,강봉옥,자유당,의원,의원,5,13152,1955-11-05,3,0.152
제3대,안정근,미상/직책자,정부/기타 직책자,전매청장,27,18370,1955-06-07,3,0.0
제3대,김종규,자유당,의원,문교위원장,26,29766,1954-09-27,2,0.034
제3대,박천일,미상/직책자,정부/기타 직책자,검찰국장,1,2039,1955-07-16,2,0.49
제3대,신용욱,자유당,의원,위원,32,29648,1954-09-20,2,0.034
제3대,김보영,자유당,의원,의원,4,8429,1955-05-30,2,0.119
제3대,이광,미상/직책자,정부/기타 직책자,체신부장관,6,9915,1955-04-27,2,0.202
제3대,남흥우,미상/직책자,정부/기타 직책자,전문위원,22,15514,1954-10-05,2,0.064
제3대,김병로,미상/직책자,정부/기타 직책자,전대법원장,2,18335,1957-11-06,2,0.109
제3대,이남신,미상/직책자,정부/기타 직책자,농림부축정국장,4,1774,1956-07-20,2,0.0
제3대,박도언,미상/직책자,정부/기타 직책자,전매청총무국장,49,9496,1954-09-25,2,0.0
제3대,유진산,무소속,의원,위원,16,26647,1954-07-15,2,0.075
제3대,유태영,미상/직책자,정부/기타 직책자,전문위원,8,8233,1957-07-08,2,0.0
제3대,장덕창,미상/직책자,정부/기타 직책자,공군참모총장,5,1474,1957-10-10,2,0.0
제3대,정진욱,미상/직책자,정부/기타 직책자,보건사회부차관,5,5292,1955-06-29,2,0.0
제3대,최세황,미상/직책자,정부/기타 직책자,국방부차관,14,15742,1957-08-09,2,0.0
제3대,김윤기,미상/직책자,정부/기타 직책자,교통부차관,32,21756,1954-08-27,2,0.092
제3대,이우줄,미상/직책자,정부/기타 직책자,의원,5,22229,1954-11-19,2,0.0
제3대,민복기,미상/직책자,정부/기타 직책자,해무청장,26,7307,1955-05-30,2,0.0
제3대,김택술,무소속,의원,의원,1,1819,1955-03-17,2,1.1
제3대,손석두,자유당,의원,재정경제위원장대리,44,23878,1955-07-31,1,0.042
제3대,김신서,미상/직책자,정부/기타 직책자,재무부세관국장,6,1290,1956-07-12,1,0.775
제3대,김철주,무소속,의원,의원,4,3303,1954-08-07,1,0.303
제3대,오재영,무소속,의원,의원,4,9346,1955-10-05,1,0.107
제3대,신태익,미상/직책자,정부/기타 직책자,법제실장,7,12181,1954-07-15,1,0.082
제3대,김영주,미상/직책자,정부/기타 직책자,외무부정무국장,6,988,1957-06-24,1,0.0
제3대,신하균,민주당,의원,의원,5,14747,1956-09-10,1,0.068
제3대,김지준,자유당,의원,위원,33,10774,1954-09-25,1,0.0
제3대,김유택,미상/직책자,정부/기타 직책자,한은총재,2,11585,1954-11-02,1,0.086
제3대,정문흠,자유당,의원,임시의장,41,10401,1954-06-29,1,0.096
제3대,이정휴,자유당,의원,의원,3,4886,1955-06-10,1,0.0
제3대,최인규,미상/직책자,정부/기타 직책자,외자청장,11,7390,1956-02-04,1,0.135
제3대,신언한,미상/직책자,정부/기타 직책자,형정국장,2,1260,1955-07-16,1,0.0
제3대,김준환,미상/직책자,정부/기타 직책자,관재국장,47,13880,1955-06-01,1,0.0
제3대,서극형,미상/직책자,정부/기타 직책자,전문위원,6,5024,1956-07-12,1,0.0
제3대,최재호,미상/직책자,정부/기타 직책자,체신부차관,3,1328,1956-12-15,1,0.753
제3대,오영재,미상/직책자,정부/기타 직책자,부흥부차관,21,11442,1955-05-26,1,0.087
제3대,한성수,미상/직책자,정부/기타 직책자,법원행정처장,16,7738,1955-05-28,1,0.129
제3대,임우영,국민회,의원,의원,3,4952,1954-09-27,1,0.202
제3대,김병윤,미상/직책자,정부/기타 직책자,농림부농정국장,33,22582,1955-01-26,1,0.044
제3대,송우범,자유당,의원,위원장,56,10994,1955-11-01,1,0.091
제3대,김익로,미상/직책자,정부/기타 직책자,의원,23,19259,1954-12-06,1,0.052
제3대,고재필,미상/직책자,정부/기타 직책자,민의원법제조사국장,1,2230,1957-12-22,1,0.448
제3대,지덕영,미상/직책자,정부/기타 직책자,상역국장,2,1894,1955-07-19,1,0.528
제3대,이봉희,미상/직책자,정부/기타 직책자,농림부양정국장,39,11873,1956-01-28,1,0.084
제3대,쟈부라키,미상/직책자,정부/기타 직책자,의원,1,2689,1955-12-08,1,0.372
제3대,민문기,미상/직책자,정부/기타 직책자,법원행정처차장,5,5267,1956-12-12,1,0.19
제3대,김해림,미상/직책자,정부/기타 직책자,내무부토목국장,5,724,1955-06-03,1,0.0
제3대,김익노,자유당,의원,의원,1,1394,1954-12-04,0,0.0
제3대,최윤기,미상/직책자,정부/기타 직책자,외자청관리국장,1,530,1956-02-08,0,0.0
제3대,지창하,미상/직책자,정부/기타 직책자,체신부경리국장,12,545,1957-12-04,0,0.0
제3대,김봉관,미상/직책자,정부/기타 직책자,양정국장,1,66,1955-06-04,0,0.0
제3대,조응천,미상/직책자,정부/기타 직책자,체신부차관,2,2040,1957-04-04,0,0.0
제3대,김병구,미상/직책자,정부/기타 직책자,양정국장,5,806,1954-09-28,0,0.0
제3대,손노티,미상/직책자,정부/기타 직책자,외자구매처장,2,1462,1954-10-18,0,0.0
제3대,장석윤,무소속,의원,의원,3,3275,1954-10-08,0,0.0
제3대,박상운,미상/직책자,정부/기타 직책자,상공부전기국장,3,839,1956-01-07,0,0.0
제3대,김종대,미상/직책자,정부/기타 직책자,재무부이재국장,1,374,1957-12-27,0,0.0
제3대,조인상,미상/직책자,정부/기타 직책자,위원,1,91,1954-10-17,0,0.0
제3대,이근칠,미상/직책자,정부/기타 직책자,문교부고등교육국장,2,545,1955-06-06,0,0.0
제3대,강명옥,미상/직책자,정부/기타 직책자,법무부법제실장,1,849,1957-12-13,0,0.0
제3대,유태식,미상/직책자,정부/기타 직책자,위원,1,53,1954-09-25,0,0.0
제3대,김영상,국민회,의원,의원,2,1525,1956-07-27,0,0.0
제3대,김우동,무소속,의원,위원,6,4881,1956-07-19,0,0.0
제3대,박술음,미상/직책자,정부/기타 직책자,사회부장관,3,4073,1954-07-15,0,0.0
제3대,이창규,미상/직책자,정부/기타 직책자,사세청장,1,2233,1955-07-20,0,0.0
제3대,강종무,미상/직책자,정부/기타 직책자,농림부농지관리국장,8,2724,1956-02-03,0,0.0
제3대,숫자적인,미상/직책자,정부/기타 직책자,부흥부기획국장,1,493,1955-05-27,0,0.0
제3대,강인택,미상/직책자,정부/기타 직책자,감찰위원장,2,1645,1954-07-15,0,0.0
제3대,전만중,자유당,의원,의원,3,3045,1954-07-14,0,0.0
제3대,김대식,미상/직책자,정부/기타 직책자,해병대사령관,7,5520,1957-10-09,0,0.0
제3대,노진설,미상/직책자,정부/기타 직책자,심계원장,10,4183,1954-09-01,0,0.0
제3대,이동희,미상/직책자,정부/기타 직책자,교통부경리국장,4,933,1957-06-26,0,0.0
제3대,민한기,미상/직책자,정부/기타 직책자,내무부토목국장,1,901,1957-11-18,0,0.0
제3대,정갑식,미상/직책자,정부/기타 직책자,의원,1,596,1954-06-10,0,0.0
제3대,김두환,미상/직책자,정부/기타 직책자,의원,1,430,1956-02-21,0,0.0
제3대,김철,무소속,의원,의원,1,600,1957-10-15,0,0.0
제3대,함재훈,자유당,의원,의원,3,2941,1956-10-08,0,0.0
제3대,최경남,미상/직책자,정부/기타 직책자,국방부경리국장,4,915,1956-02-09,0,0.0
제3대,백선진,미상/직책자,정부/기타 직책자,국방부관리국장,1,382,1956-12-15,0,0.0
제3대,톤당,미상/직책자,정부/기타 직책자,고등교육국장,1,211,1955-05-28,0,0.0
제3대,배응식,미상/직책자,정부/기타 직책자,상공부차관,1,4611,1954-09-03,0,0.0
제3대,이재곤,미상/직책자,정부/기타 직책자,체신부전무국장,5,1139,1957-12-04,0,0.0
제3대,표는,미상/직책자,정부/기타 직책자,상임위원장,1,904,1956-12-31,0,0.0
제3대,박종만,미상/직책자,정부/기타 직책자,사무총장,6,836,1954-06-09,0,0.0
제3대,송문경,미상/직책자,정부/기타 직책자,의원,1,1499,1955-04-23,0,0.0
제3대,김석호,무소속,의원,의원,3,5111,1955-07-27,0,0.0
제3대,이규성,미상/직책자,정부/기타 직책자,공군본부군수국장,1,706,1957-10-10,0,0.0
제3대,유지원,자유당,의원,의원,2,2910,1954-09-24,0,0.0
제3대,윤택선,미상/직책자,정부/기타 직책자,전문위원,5,1007,1957-12-03,0,0.0
제3대,한미,미상/직책자,정부/기타 직책자,부흥부기획국장,1,81,1955-07-16,0,0.0
제3대,이동환,미상/직책자,정부/기타 직책자,전문위원,15,4043,1955-03-08,0,0.0
제3대,조병욱,미상/직책자,정부/기타 직책자,서울대학교교학국장,1,1058,1957-12-21,0,0.0
제3대,윤용구,자유당,의원,의원,3,7017,1954-12-02,0,0.0
제3대,장영근,무소속,의원,위원,2,38,1957-12-04,0,0.0
제3대,황병수,미상/직책자,정부/기타 직책자,의원,1,1077,1954-06-11,0,0.0
제3대,강영직,미상/직책자,정부/기타 직책자,교통부공전국장,1,418,1957-06-26,0,0.0
제3대,길경복,미상/직책자,정부/기타 직책자,서울특별시경찰국장,1,1406,1957-07-05,0,0.0
제3대,김호직,미상/직책자,정부/기타 직책자,문교부차관,3,2090,1955-12-09,0,0.0
제3대,손문경,자유당,의원,의원,9,8529,1954-06-11,0,0.0
제3대,염우양,미상/직책자,정부/기타 직책자,의원,1,394,1954-10-18,0,0.0
제3대,참의원,미상/직책자,정부/기타 직책자,의원,1,9,1956-03-27,0,0.0
제3대,지영진,무소속,의원,위원,7,4061,1954-10-15,0,0.0
제3대,김장흥,미상/직책자,정부/기타 직책자,치안국장,1,837,1955-07-18,0,0.0
제3대,오형근,자유당,의원,위원,14,4277,1955-07-08,0,0.0
제3대,정낙훈,미상/직책자,정부/기타 직책자,농림부장관,3,2053,1955-09-23,0,0.0
제3대,헤어지고,미상/직책자,정부/기타 직책자,의원,1,67,1958-02-22,0,0.0
제3대,이용철,미상/직책자,정부/기타 직책자,재무부관재국장,2,1010,1957-11-25,0,0.0
제3대,최수주,미상/직책자,정부/기타 직책자,부의장,1,24,1954-08-18,0,0.0
제3대,최문흠,미상/직책자,정부/기타 직책자,임시의장,1,281,1954-12-06,0,0.0
제3대,이것은,미상/직책자,정부/기타 직책자,문화국장,1,38,1955-05-28,0,0.0
제3대,이종태,미상/직책자,정부/기타 직책자,전매청총무국장,1,245,1956-12-21,0,0.0
제3대,회의록,미상/직책자,정부/기타 직책자,부의장,1,51,1957-10-14,0,0.0
제3대,이상룡,미상/직책자,정부/기타 직책자,내무부차관,1,309,1957-03-07,0,0.0
제3대,유정식,미상/직책자,정부/기타 직책자,전매청연초국장,1,1011,1956-07-20,0,0.0
제3대,임석무,미상/직책자,정부/기타 직책자,법무부차관,7,10997,1955-10-20,0,0.0
제3대,손준현,자유당,의원,의원,3,954,1956-10-04,0,0.0
제3대,이순용,미상/직책자,정부/기타 직책자,외자청장,7,1079,1955-06-01,0,0.0
제3대,김동성,미상/직책자,정부/기타 직책자,증인,2,1622,1954-11-05,0,0.0
제3대,이호진,미상/직책자,정부/기타 직책자,의사국장,1,1382,1956-06-18,0,0.0
제3대,안준기,자유당,의원,의원,23,21037,1956-01-13,0,0.0
제3대,이규석,미상/직책자,정부/기타 직책자,농림부양정국장,3,700,1955-04-27,0,0.0
제3대,이영의,미상/직책자,정부/기타 직책자,의원,1,15,1955-06-08,0,0.0
제3대,김선택,미상/직책자,정부/기타 직책자,위원,1,657,1957-12-28,0,0.0
제3대,김원규,자유당,의원,의원,6,20193,1956-12-29,0,0.0
제3대,박도수,미상/직책자,정부/기타 직책자,농림부양정국장,1,3086,1956-10-22,0,0.0
