Assembly_Num,Session_No,Party,Technology,Income,Labor,Immigration,Migration,Foreigner,Total_Chars,Speech_Count,Distinct_Speakers,Start_Date,Dev,Bnd,Technology_1k,Income_1k,Labor_1k,Immigration_1k,Migration_1k,Foreigner_1k,Id
제2대,12,대한국민당,14,18,22,32,11,10,378028,752,17,1951-12-21,54,53,0.03703429375601807,0.047615520543451806,0.05819674733088554,0.08464981429946988,0.02909837366544277,0.026453066968584335,제2대-S012|대한국민당
제2대,12,무소속,41,79,102,87,39,7,982290,873,82,1951-12-21,222,133,0.04173920125421209,0.08042431461177453,0.10383898848608862,0.0885685490028403,0.03970314265644565,0.007126205092182553,제2대-S012|무소속
제2대,12,중앙불교위원회,0,0,0,3,0,0,12686,8,1,1952-02-15,0,3,0.0,0.0,0.0,0.23648116033422673,0.0,0.0,제2대-S012|중앙불교위원회
제2대,13,자유당,0,0,0,1,0,0,15514,6,2,1952-07-12,0,1,0.0,0.0,0.0,0.06445790898543251,0.0,0.0,제2대-S013|자유당
제2대,13,조선민주당,0,0,7,0,0,0,2017,3,1,1952-07-03,7,0,0.0,0.0,3.4705007436787305,0.0,0.0,0.0,제2대-S013|조선민주당
제2대,13,대한국민당,3,0,11,6,1,1,165461,481,12,1952-07-03,14,8,0.01813116081735273,0.0,0.06648092299696,0.03626232163470546,0.00604372027245091,0.00604372027245091,제2대-S013|대한국민당
제2대,13,민주국민당,0,41,3,5,8,0,234395,378,9,1952-07-03,44,13,0.0,0.17491840696260585,0.012798907826532136,0.021331513044220225,0.03413042087075236,0.0,제2대-S013|민주국민당
제2대,13,일민국락부,1,0,1,0,0,0,18799,12,2,1952-07-03,2,0,0.05319431884674717,0.0,0.05319431884674717,0.0,0.0,0.0,제2대-S013|일민국락부
제2대,13,무소속,6,8,22,11,11,4,355043,380,51,1952-07-01,36,26,0.016899361485791863,0.022532481981055816,0.06196432544790349,0.030982162723951746,0.030982162723951746,0.011266240990527908,제2대-S013|무소속
제2대,13,대한청년단,4,0,9,0,0,0,21239,23,5,1952-07-03,13,0,0.18833278402937992,0.0,0.4237487640661048,0.0,0.0,0.0,제2대-S013|대한청년단
제2대,13,대한독립촉성국민회,0,2,0,3,1,1,28295,37,5,1952-07-03,2,5,0.0,0.0706838664074925,0.0,0.10602579961123873,0.03534193320374625,0.03534193320374625,제2대-S013|대한독립촉성국민회
제2대,14,대한노동총연맹,0,0,29,0,0,0,2211,1,1,1952-11-25,29,0,0.0,0.0,13.116236996834012,0.0,0.0,0.0,제2대-S014|대한노동총연맹
제2대,14,대한청년단,2,1,8,0,2,0,14862,12,6,1952-10-25,11,2,0.13457139012245997,0.06728569506122999,0.5382855604898399,0.0,0.13457139012245997,0.0,제2대-S014|대한청년단
제2대,14,민주국민당,11,188,0,3,7,4,176600,246,10,1952-10-15,199,14,0.0622876557191393,1.0645526613816536,0.0,0.016987542468856174,0.03963759909399773,0.022650056625141562,제2대-S014|민주국민당
제2대,14,대한국민당,9,124,9,6,6,0,324903,903,17,1952-10-16,142,12,0.027700575248612663,0.38165237009199665,0.027700575248612663,0.018467050165741773,0.018467050165741773,0.0,제2대-S014|대한국민당
제2대,14,조선민주당,0,0,0,0,0,0,5771,6,1,1952-10-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제2대-S014|조선민주당
제2대,14,무소속,31,56,11,11,22,5,614423,421,63,1952-10-16,98,38,0.05045384043240569,0.09114242142628125,0.017902975637305245,0.017902975637305245,0.03580595127461049,0.00813771619877511,제2대-S014|무소속
제2대,14,대한독립촉성국민회,0,0,0,0,0,0,20612,30,5,1952-10-18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제2대-S014|대한독립촉성국민회
제2대,14,자유당,0,0,0,0,0,0,7003,6,2,1952-11-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제2대-S014|자유당
제2대,14,일민국락부,1,0,0,0,0,0,30564,11,2,1952-10-16,1,0,0.03271823059808925,0.0,0.0,0.0,0.0,0.0,제2대-S014|일민국락부
제2대,15,중앙불교위원회,0,0,0,0,1,0,6172,4,1,1953-02-26,0,1,0.0,0.0,0.0,0.0,0.16202203499675957,0.0,제2대-S015|중앙불교위원회
제2대,15,대한독립촉성국민회,2,0,18,2,1,0,22902,40,6,1953-01-21,20,3,0.08732861758798358,0.0,0.7859575582918522,0.08732861758798358,0.04366430879399179,0.0,제2대-S015|대한독립촉성국민회
제2대,15,대한청년단,2,0,54,0,2,0,38897,40,8,1952-12-23,56,2,0.051417847134740464,0.0,1.3882818726379926,0.0,0.051417847134740464,0.0,제2대-S015|대한청년단
제2대,15,대한노동총연맹,0,0,512,0,1,0,37948,42,1,1953-01-16,512,1,0.0,0.0,13.49214714872984,0.0,0.02635184989986297,0.0,제2대-S015|대한노동총연맹
제2대,15,일민국락부,2,1,148,1,2,0,38714,27,2,1952-12-22,151,3,0.05166089786640492,0.02583044893320246,3.822906442113964,0.02583044893320246,0.05166089786640492,0.0,제2대-S015|일민국락부
제2대,15,조선민주당,1,0,83,0,2,0,24550,25,1,1953-01-14,84,2,0.04073319755600814,0.0,3.380855397148676,0.0,0.08146639511201628,0.0,제2대-S015|조선민주당
제2대,15,대한국민당,45,14,702,11,6,14,714457,1743,16,1952-12-22,761,31,0.062984896221886,0.019595301046808976,0.9825643810614215,0.01539630796534991,0.008397986162918132,0.019595301046808976,제2대-S015|대한국민당
제2대,15,무소속,60,29,1393,14,36,13,1198889,1111,74,1952-12-22,1482,63,0.050046334564751195,0.02418906170629641,1.161909067478307,0.011677478065108613,0.03002780073885072,0.010843372489029425,제2대-S015|무소속
제2대,15,민주국민당,7,4,424,3,9,0,252183,479,12,1952-12-20,435,12,0.027757620458159354,0.01586149740466249,1.6813187248942236,0.011896123053496865,0.0356883691604906,0.0,제2대-S015|민주국민당
제2대,15,자유당,0,0,0,0,0,0,18517,14,3,1953-03-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제2대-S015|자유당
제2대,16,일민국락부,3,0,0,0,0,4,11309,10,2,1953-06-13,3,4,0.2652754443363693,0.0,0.0,0.0,0.0,0.3537005924484924,제2대-S016|일민국락부
제2대,16,대한청년단,7,1,0,1,3,0,36144,34,7,1953-06-08,8,4,0.1936697653829128,0.027667109340416114,0.0,0.027667109340416114,0.08300132802124834,0.0,제2대-S016|대한청년단
제2대,16,대한노동총연맹,0,0,1,0,0,0,3722,2,1,1953-07-23,1,0,0.0,0.0,0.2686727565824826,0.0,0.0,0.0,제2대-S016|대한노동총연맹
제2대,16,대한국민당,31,1,14,5,18,3,421969,1543,18,1953-06-03,46,26,0.07346511236607428,0.002369842334389493,0.033177792681452906,0.011849211671947467,0.042657162019010875,0.007109527003168479,제2대-S016|대한국민당
제2대,16,대한독립촉성국민회,0,0,0,1,1,0,22628,49,3,1953-06-04,0,2,0.0,0.0,0.0,0.044193035177656007,0.044193035177656007,0.0,제2대-S016|대한독립촉성국민회
제2대,16,대한부인회,0,0,0,0,0,0,3599,4,1,1953-07-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제2대-S016|대한부인회
제2대,16,자유당,0,0,0,0,0,0,5163,4,2,1953-06-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제2대-S016|자유당
제2대,16,민주국민당,2,0,10,6,6,0,108416,119,12,1953-06-10,12,12,0.01844746162927981,0.0,0.09223730814639905,0.055342384887839435,0.055342384887839435,0.0,제2대-S016|민주국민당
제2대,16,조선민주당,1,0,8,0,2,0,18368,22,1,1953-06-30,9,2,0.05444250871080139,0.0,0.4355400696864111,0.0,0.10888501742160278,0.0,제2대-S016|조선민주당
제2대,16,무소속,41,38,22,18,30,9,842593,869,66,1953-06-04,101,57,0.04865931713175875,0.04509887929284957,0.026109877485333964,0.021362627033455064,0.035604378389091765,0.010681313516727532,제2대-S016|무소속
제2대,16,중앙불교위원회,0,1,0,0,1,0,9573,7,1,1953-06-05,1,1,0.0,0.10446046171524079,0.0,0.0,0.10446046171524079,0.0,제2대-S016|중앙불교위원회
제2대,17,무소속,18,2,4,18,5,1,418952,470,53,1953-11-11,24,24,0.04296434913784873,0.004773816570872081,0.009547633141744161,0.04296434913784873,0.011934541427180203,0.0023869082854360403,제2대-S017|무소속
제2대,17,민주국민당,0,1,0,4,2,0,98922,239,9,1953-11-10,1,6,0.0,0.01010897474778108,0.0,0.04043589899112432,0.02021794949556216,0.0,제2대-S017|민주국민당
제2대,17,대한국민당,3,0,1,8,2,0,128795,541,11,1953-11-11,4,10,0.02329282969059358,0.0,0.007764276563531193,0.06211421250824954,0.015528553127062385,0.0,제2대-S017|대한국민당
제2대,17,대한독립촉성국민회,0,0,0,0,0,0,5381,11,3,1953-11-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제2대-S017|대한독립촉성국민회
제2대,17,자유당,0,0,0,3,0,0,12549,6,1,1953-11-20,0,3,0.0,0.0,0.0,0.2390628735357399,0.0,0.0,제2대-S017|자유당
제2대,17,조선민주당,0,0,0,0,0,0,4198,5,1,1953-11-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제2대-S017|조선민주당
제2대,17,중앙불교위원회,0,0,0,0,0,0,4267,3,1,1953-11-17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제2대-S017|중앙불교위원회
제2대,17,일민국락부,1,0,0,0,0,0,4618,4,2,1953-11-16,1,0,0.21654395842355997,0.0,0.0,0.0,0.0,0.0,제2대-S017|일민국락부
제2대,17,대한청년단,2,0,4,2,0,0,16971,9,3,1953-11-13,6,2,0.11784809380708267,0.0,0.23569618761416533,0.11784809380708267,0.0,0.0,제2대-S017|대한청년단
제2대,18,민주국민당,20,278,8,11,15,3,315001,440,12,1953-12-21,306,29,0.06349186193059705,0.882536880835299,0.025396744772238817,0.03492052406182838,0.047618896447947784,0.009523779289589557,제2대-S018|민주국민당
제2대,18,대한노동총연맹,0,0,3,0,0,0,6631,1,1,1954-03-02,3,0,0.0,0.0,0.4524204494043131,0.0,0.0,0.0,제2대-S018|대한노동총연맹
제2대,18,대한국민당,78,14,46,12,16,13,428926,702,15,1953-12-22,138,41,0.18184954980579401,0.03263966278565533,0.10724460629572467,0.027976853816276,0.03730247175503467,0.030308258300965667,제2대-S018|대한국민당
제2대,18,대한청년단,0,0,0,1,0,0,12948,7,3,1954-01-08,0,1,0.0,0.0,0.0,0.07723200494284832,0.0,0.0,제2대-S018|대한청년단
제2대,18,조선민주당,0,0,1,1,0,0,6119,4,1,1954-01-23,1,1,0.0,0.0,0.16342539630658603,0.16342539630658603,0.0,0.0,제2대-S018|조선민주당
제2대,18,자유당,0,0,0,1,0,0,7701,3,1,1954-01-08,0,1,0.0,0.0,0.0,0.1298532658096351,0.0,0.0,제2대-S018|자유당
제2대,18,무소속,23,53,13,26,37,2,611723,678,55,1953-12-22,89,65,0.037598717066384624,0.08664052193558194,0.02125144877665218,0.04250289755330436,0.06048489267201004,0.003269453657946489,제2대-S018|무소속
제2대,18,대한독립촉성국민회,0,0,2,1,2,0,7527,13,2,1953-12-26,2,3,0.0,0.0,0.26571011026969577,0.13285505513484788,0.26571011026969577,0.0,제2대-S018|대한독립촉성국민회
제2대,18,일민국락부,0,0,0,0,0,0,9951,6,2,1953-12-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제2대-S018|일민국락부
제3대,19,민주국민당,71,31,15,56,30,1,841096,459,15,1954-06-10,117,87,0.0844136697832352,0.03685667272225763,0.017833873897866594,0.06657979588536861,0.03566774779573319,0.0011889249265244395,제3대-S019|민주국민당
제3대,19,국민회,0,0,0,0,0,0,2228,2,1,1954-09-27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제3대-S019|국민회
제3대,19,무소속,83,43,50,66,43,13,1226153,1966,48,1954-06-09,176,122,0.06769138924750827,0.03506903298364886,0.040777945329824254,0.05382688783536802,0.03506903298364886,0.010602265785754305,제3대-S019|무소속
제3대,19,국민당,8,6,0,9,8,0,125112,57,3,1954-06-11,14,17,0.06394270733422854,0.0479570305006714,0.0,0.0719355457510071,0.06394270733422854,0.0,제3대-S019|국민당
제3대,19,자유당,234,430,122,130,136,13,2732541,3613,95,1954-06-09,786,279,0.08563457968242745,0.15736268916001628,0.04464708855237671,0.04757476649023747,0.04977052494363305,0.004757476649023747,제3대-S019|자유당
제3대,20,민주국민당,42,9,11,13,17,6,425357,295,12,1955-03-03,62,36,0.09874058731841724,0.02115869728251798,0.02586063001196642,0.030562562741414858,0.03996642820031174,0.01410579818834532,제3대-S020|민주국민당
제3대,20,제헌국회호헌동지회,0,0,0,1,1,1,8613,5,1,1955-04-23,0,3,0.0,0.0,0.0,0.11610356437942645,0.11610356437942645,0.11610356437942645,제3대-S020|제헌국회호헌동지회
제3대,20,호헌동지회,0,0,0,0,0,0,10555,4,1,1955-04-29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제3대-S020|호헌동지회
제3대,20,자유당,234,98,97,67,93,20,2877858,5826,92,1955-02-21,429,180,0.08131047466553248,0.03405310477445377,0.033705624113489964,0.023281204284575543,0.03231570146963471,0.0069496132192762815,제3대-S020|자유당
제3대,20,국민당,1,0,1,3,2,0,39744,27,3,1955-03-05,2,5,0.025161030595813205,0.0,0.025161030595813205,0.07548309178743962,0.05032206119162641,0.0,제3대-S020|국민당
제3대,20,무소속,46,30,34,29,24,1,925005,1118,50,1955-02-22,110,54,0.049729460921832856,0.032432257122934474,0.03675655807265907,0.03135118188550332,0.025945805698347577,0.001081075237431149,제3대-S020|무소속
제3대,21,자유당,91,75,39,63,64,16,2349790,4282,86,1955-09-15,205,143,0.0387268649538895,0.031917745841117715,0.016597227837381212,0.026810906506538883,0.027236476451087118,0.0068091191127717795,제3대-S021|자유당
제3대,21,무소속,37,22,8,17,21,5,771994,776,45,1955-09-16,67,43,0.04792783363601272,0.028497630810602154,0.010362774840218966,0.022020896535465302,0.027202283955574783,0.006476734275136854,제3대-S021|무소속
제3대,21,민주국민당,13,20,10,34,14,1,491958,311,12,1955-09-16,43,49,0.0264250200220344,0.040653876956976004,0.020326938478488002,0.0691115908268592,0.028457713869883203,0.0020326938478488,제3대-S021|민주국민당
제3대,21,국민당,0,0,1,5,1,1,85281,40,3,1955-10-07,1,7,0.0,0.0,0.011725941299937852,0.05862970649968926,0.011725941299937852,0.011725941299937852,제3대-S021|국민당
제3대,22,국민당,5,0,22,10,2,0,109134,51,3,1956-02-27,27,12,0.04581523631498891,0.0,0.20158703978595122,0.09163047262997782,0.018326094525995564,0.0,제3대-S022|국민당
제3대,22,무소속,61,79,55,94,45,16,1419698,2112,49,1956-02-21,195,155,0.0429668845064232,0.05564563731159725,0.038740633571365174,0.0662112646492423,0.03169688201293514,0.011270002493488052,제3대-S022|무소속
제3대,22,민주국민당,20,58,8,41,26,3,716131,516,13,1956-02-21,86,70,0.027927851189237726,0.08099076844878939,0.011171140475695089,0.057252094937937335,0.036306206546009044,0.004189177678385659,제3대-S022|민주국민당
제3대,22,자유당,171,556,195,105,132,60,3603794,5911,101,1956-02-20,922,297,0.04744999297962092,0.15428184851853352,0.05410964111711158,0.029135960601521616,0.036628064756198606,0.016649120343726637,제3대-S022|자유당
제3대,23,자유당,44,17,11,19,33,13,619859,715,48,1957-01-10,72,65,0.07098388504482471,0.027425591949136817,0.017745971261206177,0.03065213217844703,0.053237913783618536,0.020972511490516394,제3대-S023|자유당
제3대,23,국민당,0,0,0,0,0,0,7481,9,3,1957-01-18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제3대-S023|국민당
제3대,23,무소속,33,0,3,8,13,0,202826,104,28,1957-01-11,36,21,0.16270103438415193,0.0,0.014791003125831993,0.03944267500221865,0.06409434687860531,0.0,제3대-S023|무소속
제3대,23,민주국민당,2,0,0,10,4,1,112261,43,8,1957-01-12,2,15,0.017815626085639715,0.0,0.0,0.08907813042819858,0.03563125217127943,0.008907813042819858,제3대-S023|민주국민당
제3대,24,민주국민당,2,6,6,5,5,0,131058,59,8,1957-03-06,14,10,0.015260419051107145,0.04578125715332143,0.04578125715332143,0.03815104762776786,0.03815104762776786,0.0,제3대-S024|민주국민당
제3대,24,무소속,11,10,7,13,16,1,349965,286,34,1957-03-06,28,30,0.03143171460003143,0.028574286000028575,0.020002000200020003,0.03714657180003715,0.045718857600045716,0.0028574286000028573,제3대-S024|무소속
제3대,24,국민당,1,0,0,0,1,0,13781,4,2,1957-03-06,1,1,0.07256367462448299,0.0,0.0,0.0,0.07256367462448299,0.0,제3대-S024|국민당
제3대,24,민주당,0,0,0,0,0,0,10462,1,1,1957-04-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제3대-S024|민주당
제3대,24,제헌국회호헌동지회,0,0,0,0,0,0,3506,1,1,1957-03-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제3대-S024|제헌국회호헌동지회
제3대,24,자유당,37,14,26,42,30,1,930554,970,57,1957-03-05,77,73,0.03976126049643546,0.015044801268921524,0.0279403452137114,0.045134403806764575,0.032238859861974695,0.0010746286620658232,제3대-S024|자유당
제3대,25,민주국민당,10,6,16,14,14,1,318167,170,12,1957-06-03,32,29,0.031430035170209356,0.018858021102125613,0.050288056272334965,0.0440020492382931,0.0440020492382931,0.0031430035170209353,제3대-S025|민주국민당
제3대,25,국민회,0,0,0,1,0,0,2834,2,2,1957-06-26,0,1,0.0,0.0,0.0,0.35285815102328866,0.0,0.0,제3대-S025|국민회
제3대,25,국민당,3,0,0,1,0,0,25299,19,3,1957-06-07,3,1,0.11858176212498517,0.0,0.0,0.03952725404166173,0.0,0.0,제3대-S025|국민당
제3대,25,자유당,84,13,51,57,51,6,1256099,1767,81,1957-05-15,148,114,0.06687370979516742,0.010349502706394958,0.04060189523278022,0.04537858878957789,0.04060189523278022,0.0047766935567976725,제3대-S025|자유당
제3대,25,제헌국회호헌동지회,0,0,0,1,0,0,6232,3,1,1957-06-13,0,1,0.0,0.0,0.0,0.16046213093709882,0.0,0.0,제3대-S025|제헌국회호헌동지회
제3대,25,무소속,42,18,16,32,30,2,685026,585,41,1957-06-03,76,64,0.061311541459740215,0.026276374911317235,0.023356777698948655,0.04671355539789731,0.043793958185528725,0.002919597212368582,제3대-S025|무소속
제3대,26,무소속,78,153,14,95,40,1,984387,1182,45,1957-09-03,245,136,0.07923712929975711,0.1554266767033697,0.014222048848674352,0.09650676004457596,0.04063442528192673,0.001015860632048168,제3대-S026|무소속
제3대,26,국민당,10,0,0,5,3,0,41924,31,3,1957-09-03,10,8,0.23852685812422478,0.0,0.0,0.11926342906211239,0.07155805743726744,0.0,제3대-S026|국민당
제3대,26,국민회,7,0,0,2,0,0,12600,14,2,1957-12-03,7,2,0.5555555555555556,0.0,0.0,0.15873015873015872,0.0,0.0,제3대-S026|국민회
제3대,26,민주당,0,0,0,0,0,0,2954,2,1,1957-10-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,제3대-S026|민주당
제3대,26,민주국민당,21,35,9,36,11,0,372589,255,12,1957-09-05,65,47,0.05636237248013226,0.0939372874668871,0.024155302491485255,0.09662120996594102,0.02952314748959309,0.0,제3대-S026|민주국민당
제3대,26,자유당,175,135,56,229,102,18,2656850,4264,85,1957-09-02,366,349,0.06586747464102226,0.050812051865931455,0.021077591885127124,0.08619229538739484,0.038391328076481546,0.006774940248790861,제3대-S026|자유당
제3대,27,무소속,15,1,0,5,5,0,139512,70,16,1958-02-06,16,10,0.10751763289179425,0.007167842192786284,0.0,0.03583921096393142,0.03583921096393142,0.0,제3대-S027|무소속
제3대,27,국민당,5,0,1,0,2,0,18836,9,3,1958-02-07,6,2,0.2654491399447866,0.0,0.05308982798895732,0.0,0.10617965597791464,0.0,제3대-S027|국민당
제3대,27,민주국민당,0,0,4,3,4,0,39285,21,8,1958-02-07,4,7,0.0,0.0,0.10182003309151076,0.07636502481863307,0.10182003309151076,0.0,제3대-S027|민주국민당
제3대,27,자유당,187,5,1,12,8,5,372160,521,38,1958-02-05,193,25,0.5024720550300945,0.013435081685296647,0.002687016337059329,0.03224419604471195,0.021496130696474634,0.013435081685296647,제3대-S027|자유당
제3대,28,자유당,0,1,0,0,0,0,3223,2,1,1958-05-21,1,0,0.0,0.31026993484331367,0.0,0.0,0.0,0.0,제3대-S028|자유당
