Assembly_Num,Speaker,Party,Speaker_Type,Primary_Role,Role_Groups,Speaker_Source,Speech_Count,Total_Chars,Share_of_Chars,Active_Sessions,First_Speech_Date,Last_Speech_Date,Technology,Income,Labor,Immigration,Migration,Foreigner,Discourse_Development,Discourse_Boundary,Keyword_Total,Development_Per_1k_Chars,Boundary_Per_1k_Chars,Keyword_Per_1k_Chars
제3대,고광만,미상/직책자,정부/기타 직책자,문교부차관,국무위원,learned,6,20659,0.0006,2,1957-01-17,1957-08-10,3,2,0,0,1,2,5,3,8,0.242,0.145,0.387
제3대,구용서,미상/직책자,정부/기타 직책자,산업은행총재,기타,learned,42,42438,0.00122,3,1954-09-01,1956-12-24,6,0,0,0,2,0,6,2,8,0.141,0.047,0.189
제3대,하태환,무소속,의원,위원,의원,member,38,24787,0.00071,4,1956-01-25,1957-12-29,5,0,0,1,2,0,5,3,8,0.202,0.121,0.323
제3대,최하영,미상/직책자,정부/기타 직책자,심계원장,기타,learned,19,27481,0.00079,4,1955-07-16,1957-12-14,5,0,0,1,1,0,5,2,7,0.182,0.073,0.255
제3대,오림근,미상/직책자,정부/기타 직책자,기획처예산국장,정부위원,learned,49,14955,0.00043,1,1954-10-05,1954-12-21,6,0,0,0,0,1,6,1,7,0.401,0.067,0.468
제3대,최창섭,자유당,의원,의원,미상; 위원장; 의원,member,21,25498,0.00073,5,1954-11-25,1957-07-08,0,0,1,3,2,1,1,6,7,0.039,0.235,0.275
제3대,이영언,자유당,의원,상공위원장,위원장; 의원,member,54,28536,0.00082,5,1954-10-09,1958-02-22,0,0,0,0,1,6,0,7,7,0.0,0.245,0.245
제3대,김병순,자유당,의원,의원,의원,member,3,7102,0.0002,3,1954-09-13,1958-02-18,7,0,0,0,0,0,7,0,7,0.986,0.0,0.986
제3대,백선엽,미상/직책자,정부/기타 직책자,육군참모총장,기타,learned,7,7276,0.00021,2,1957-10-07,1957-12-17,6,0,1,0,0,0,7,0,7,0.962,0.0,0.962
제3대,갈홍기,미상/직책자,정부/기타 직책자,공보실장,기타; 정부위원,learned,37,14416,0.00042,3,1954-10-20,1956-07-21,6,0,0,0,0,1,6,1,7,0.416,0.069,0.486
제3대,최정우,미상/직책자,정부/기타 직책자,사무총장,사무처,learned,40,37882,0.00109,8,1955-01-25,1958-04-07,4,1,0,1,0,0,5,1,6,0.132,0.026,0.158
제3대,김의창,미상/직책자,정부/기타 직책자,체신부차관,국무위원,learned,31,17482,0.0005,6,1954-12-21,1958-02-21,2,0,1,0,3,0,3,3,6,0.172,0.172,0.343
제3대,권중돈,무소속,의원,의원,의원,member,67,50512,0.00145,8,1954-06-10,1957-12-16,0,0,1,4,1,0,1,5,6,0.02,0.099,0.119
제3대,김재황,무소속,의원,의원,의원,member,18,48171,0.00139,3,1955-03-28,1957-10-14,3,0,0,2,0,1,3,3,6,0.062,0.062,0.125
제3대,이용범,자유당,의원,의원,의원,member,6,7625,0.00022,4,1954-09-03,1957-08-05,5,0,1,0,0,0,6,0,6,0.787,0.0,0.787
제3대,김성호,자유당,의원,의원,의원,member,27,33706,0.00097,6,1954-06-11,1957-08-10,0,0,0,4,1,1,0,6,6,0.0,0.178,0.178
제3대,신효선,미상/직책자,정부/기타 직책자,보건사회부차관,국무위원,learned,12,24287,0.0007,2,1956-07-06,1957-04-02,4,0,2,0,0,0,6,0,6,0.247,0.0,0.247
제3대,김창규,미상/직책자,정부/기타 직책자,공군참모차장,기타,learned,3,1806,0.00005,1,1957-10-10,1957-10-10,6,0,0,0,0,0,6,0,6,3.322,0.0,3.322
제3대,류지원,미상/직책자,정부/기타 직책자,국방위원장,위원장; 의원,learned,54,38545,0.00111,7,1954-06-28,1957-10-14,0,0,2,3,1,0,2,4,6,0.052,0.104,0.156
제3대,배영호,미상/직책자,정부/기타 직책자,법무부차관,국무위원,learned,12,23463,0.00068,3,1956-06-30,1957-11-06,3,0,1,1,1,0,4,2,6,0.17,0.085,0.256
제3대,신익희,민주국민당,의원,의원,의원,member,8,31457,0.00091,1,1954-06-10,1954-11-05,0,0,0,5,1,0,0,6,6,0.0,0.191,0.191
제3대,김치영,미상/직책자,정부/기타 직책자,전매청장,국무위원; 정부위원,learned,37,25129,0.00072,6,1954-09-25,1957-06-05,5,0,0,0,1,0,5,1,6,0.199,0.04,0.239
제3대,신태권,자유당,의원,위원,위원장; 의원,member,89,78435,0.00226,8,1954-08-18,1958-02-07,1,0,0,1,3,1,1,5,6,0.013,0.064,0.076
제3대,이응준,미상/직책자,정부/기타 직책자,체신부장관,국무위원,learned,47,25302,0.00073,3,1955-09-21,1957-12-04,4,1,0,0,1,0,5,1,6,0.198,0.04,0.237
제3대,조용순,미상/직책자,정부/기타 직책자,법무부장관,국무위원,learned,60,69234,0.00199,2,1954-07-15,1955-07-16,4,0,0,0,2,0,4,2,6,0.058,0.029,0.087
제3대,최천,민주국민당,의원,의원,의원,member,12,24366,0.0007,5,1954-07-14,1957-09-13,6,0,0,0,0,0,6,0,6,0.246,0.0,0.246
제3대,신현확,미상/직책자,정부/기타 직책자,부흥부차관,국무위원; 정부위원,learned,10,12432,0.00036,4,1956-01-07,1958-02-22,5,0,0,0,0,0,5,0,5,0.402,0.0,0.402
제3대,도진희,자유당,의원,의원,의원,member,64,51341,0.00148,4,1954-07-13,1956-03-02,1,1,0,1,2,0,2,3,5,0.039,0.058,0.097
제3대,염우량,자유당,의원,의원,의원,member,54,67775,0.00195,9,1954-08-06,1958-02-11,3,1,0,0,1,0,4,1,5,0.059,0.015,0.074
제3대,윤일상,자유당,의원,위원,위원장; 의원,member,19,24751,0.00071,5,1955-06-06,1957-12-30,3,0,0,0,1,1,3,2,5,0.121,0.081,0.202
제3대,윤우경,미상/직책자,정부/기타 직책자,구황실총무국장,정부위원,learned,21,23643,0.00068,4,1955-06-02,1957-12-20,2,0,0,0,1,2,2,3,5,0.085,0.127,0.211
제3대,김용택,미상/직책자,정부/기타 직책자,사회부차관,국무위원,learned,6,2792,0.00008,1,1954-10-18,1954-10-18,0,2,3,0,0,0,5,0,5,1.791,0.0,1.791
제3대,강경옥,자유당,의원,의원,위원장; 의원,member,41,54395,0.00157,7,1954-06-28,1957-09-17,0,0,0,2,1,2,0,5,5,0.0,0.092,0.092
제3대,정갑주,자유당,의원,의원,의원,member,45,41500,0.0012,5,1954-06-10,1957-09-03,0,0,0,2,3,0,0,5,5,0.0,0.12,0.12
제3대,손창환,미상/직책자,정부/기타 직책자,보건사회부장관,국무위원,learned,14,21405,0.00062,2,1957-06-19,1957-12-31,3,0,1,0,1,0,4,1,5,0.187,0.047,0.234
제3대,원용석,미상/직책자,정부/기타 직책자,기획처장,기타,member,62,52259,0.00151,1,1954-07-13,1954-12-18,1,1,0,0,1,2,2,3,5,0.038,0.057,0.096
제3대,권성기,미상/직책자,정부/기타 직책자,농림부차관,국무위원,learned,49,28962,0.00083,2,1955-12-15,1956-12-24,3,0,0,0,2,0,3,2,5,0.104,0.069,0.173
제3대,오재경,미상/직책자,정부/기타 직책자,공보실장,정부위원,learned,15,15268,0.00044,2,1956-12-16,1957-12-21,2,0,0,3,0,0,2,3,5,0.131,0.196,0.327
제3대,서인홍,무소속,의원,위원,의원,member,52,37051,0.00107,6,1954-12-27,1957-12-30,1,0,0,2,2,0,1,4,5,0.027,0.108,0.135
제3대,전상요,무소속,의원,의원,의원; 의장단,member,9,11921,0.00034,4,1954-06-09,1957-11-29,0,0,0,2,3,0,0,5,5,0.0,0.419,0.419
제3대,임흥순,무소속,의원,의원,의원,member,29,30299,0.00087,4,1954-06-18,1957-10-14,0,0,0,2,3,0,0,5,5,0.0,0.165,0.165
제3대,김선우,자유당,의원,의원,의원,member,14,20898,0.0006,5,1954-10-29,1957-12-29,1,0,0,0,3,0,1,3,4,0.048,0.144,0.191
제3대,정기원,자유당,의원,외무위원장,위원장; 의원,member,53,51518,0.00148,4,1955-03-31,1957-07-25,2,0,1,0,1,0,3,1,4,0.058,0.019,0.078
제3대,최규옥,미상/직책자,정부/기타 직책자,농림부장관,국무위원,member,27,52674,0.00152,1,1954-07-13,1954-12-16,3,0,0,0,1,0,3,1,4,0.057,0.019,0.076
제3대,박기운,제헌국회호헌동지회,의원,의원,의원,member,9,18351,0.00053,3,1955-04-23,1957-06-21,0,0,0,2,1,1,0,4,4,0.0,0.218,0.218
제3대,김창수,자유당,의원,의원,의원,member,4,21368,0.00062,2,1956-09-12,1957-01-30,1,0,1,0,2,0,2,2,4,0.094,0.094,0.187
제3대,석상옥,미상/직책자,정부/기타 직책자,교통부차관,국무위원,learned,5,1900,0.00005,2,1957-07-04,1957-12-07,4,0,0,0,0,0,4,0,4,2.105,0.0,2.105
제3대,박종길,무소속,의원,위원,위원장; 의원,member,52,37461,0.00108,5,1955-03-29,1957-12-31,1,0,1,1,0,1,2,2,4,0.053,0.053,0.107
제3대,이종수,무소속,의원,위원장대리,위원장; 의원,member,105,36087,0.00104,5,1955-05-19,1957-07-30,3,0,0,0,1,0,3,1,4,0.083,0.028,0.111
제3대,박철재,미상/직책자,정부/기타 직책자,문교부기술교육국장,정부위원,learned,12,8718,0.00025,1,1957-04-23,1957-04-23,4,0,0,0,0,0,4,0,4,0.459,0.0,0.459
제3대,김종갑,미상/직책자,정부/기타 직책자,국방부차관,국무위원,learned,11,17412,0.0005,2,1956-07-09,1957-07-16,2,0,0,0,2,0,2,2,4,0.115,0.115,0.23
제3대,하을춘,무소속,의원,위원장,위원장; 의원,member,61,44035,0.00127,8,1954-10-15,1958-02-21,0,0,0,1,3,0,0,4,4,0.0,0.091,0.091
제3대,김형덕,자유당,의원,의원,의원,member,7,16742,0.00048,3,1954-10-28,1956-01-11,0,0,2,0,2,0,2,2,4,0.119,0.119,0.239
제3대,김영준,미상/직책자,정부/기타 직책자,산림국장,정부위원,learned,3,3245,0.00009,2,1955-06-03,1956-12-18,2,0,0,1,0,0,2,1,3,0.616,0.308,0.924
제3대,이치영,미상/직책자,정부/기타 직책자,재무부이재국장,정부위원,learned,24,10851,0.00031,2,1955-05-28,1956-01-09,0,1,1,0,1,0,2,1,3,0.184,0.092,0.276
제3대,조남수,자유당,의원,의원,위원장; 의원,member,2,3382,0.0001,2,1955-06-03,1957-06-24,1,0,2,0,0,0,3,0,3,0.887,0.0,0.887
제3대,홍진기,미상/직책자,정부/기타 직책자,해무청장,국무위원; 정부위원,learned,12,10655,0.00031,6,1955-03-09,1958-02-22,3,0,0,0,0,0,3,0,3,0.282,0.0,0.282
제3대,송경섭,자유당,의원,의원,의원,member,42,31325,0.0009,8,1954-12-20,1957-12-02,0,0,0,1,2,0,0,3,3,0.0,0.096,0.096
제3대,권병호,미상/직책자,정부/기타 직책자,총무국장,정부위원,learned,3,26429,0.00076,1,1955-02-11,1955-02-11,0,1,2,0,0,0,3,0,3,0.114,0.0,0.114
제3대,이열모,미상/직책자,정부/기타 직책자,재무부이재국장,정부위원,learned,89,29986,0.00086,2,1956-07-11,1957-03-13,1,2,0,0,0,0,3,0,3,0.1,0.0,0.1
제3대,강봉옥,자유당,의원,의원,의원,member,5,13152,0.00038,3,1955-11-05,1957-07-13,1,0,0,2,0,0,1,2,3,0.076,0.152,0.228
제3대,안정근,미상/직책자,정부/기타 직책자,전매청장,정부위원,learned,27,18370,0.00053,4,1955-06-07,1957-12-24,3,0,0,0,0,0,3,0,3,0.163,0.0,0.163
제3대,김종규,자유당,의원,문교위원장,미상; 위원장; 의원,member,26,29766,0.00086,4,1954-09-27,1957-07-20,0,1,0,0,1,0,1,1,2,0.034,0.034,0.067
제3대,박천일,미상/직책자,정부/기타 직책자,검찰국장,정부위원,fallback,1,2039,0.00006,1,1955-07-16,1955-07-16,0,1,0,0,1,0,1,1,2,0.49,0.49,0.981
제3대,신용욱,자유당,의원,위원,의원,member,32,29648,0.00085,6,1954-09-20,1958-02-18,1,0,0,0,0,1,1,1,2,0.034,0.034,0.067
제3대,김보영,자유당,의원,의원,의원,member,4,8429,0.00024,2,1955-05-30,1957-07-24,1,0,0,1,0,0,1,1,2,0.119,0.119,0.237
제3대,이광,미상/직책자,정부/기타 직책자,체신부장관,국무위원,learned,6,9915,0.00029,1,1955-04-27,1955-07-20,0,0,0,0,2,0,0,2,2,0.0,0.202,0.202
제3대,남흥우,미상/직책자,정부/기타 직책자,전문위원,의원,learned,22,15514,0.00045,4,1954-10-05,1957-12-28,0,1,0,0,1,0,1,1,2,0.064,0.064,0.129
제3대,김병로,미상/직책자,정부/기타 직책자,전대법원장,기타; 위원장,learned,2,18335,0.00053,1,1957-11-06,1957-12-18,0,0,0,2,0,0,0,2,2,0.0,0.109,0.109
제3대,이남신,미상/직책자,정부/기타 직책자,농림부축정국장,정부위원,learned,4,1774,0.00005,1,1956-07-20,1956-07-20,2,0,0,0,0,0,2,0,2,1.127,0.0,1.127
제3대,박도언,미상/직책자,정부/기타 직책자,전매청총무국장,정부위원,learned,49,9496,0.00027,3,1954-09-25,1957-12-20,2,0,0,0,0,0,2,0,2,0.211,0.0,0.211
제3대,유진산,무소속,의원,위원,의원,member,16,26647,0.00077,1,1954-07-15,1954-12-06,0,0,0,2,0,0,0,2,2,0.0,0.075,0.075
제3대,유태영,미상/직책자,정부/기타 직책자,전문위원,의원,learned,8,8233,0.00024,2,1957-07-08,1957-12-06,1,0,1,0,0,0,2,0,2,0.243,0.0,0.243
제3대,장덕창,미상/직책자,정부/기타 직책자,공군참모총장,기타,learned,5,1474,0.00004,1,1957-10-10,1957-10-10,2,0,0,0,0,0,2,0,2,1.357,0.0,1.357
제3대,정진욱,미상/직책자,정부/기타 직책자,보건사회부차관,국무위원,learned,5,5292,0.00015,2,1955-06-29,1955-10-06,2,0,0,0,0,0,2,0,2,0.378,0.0,0.378
제3대,최세황,미상/직책자,정부/기타 직책자,국방부차관,국무위원,learned,14,15742,0.00045,2,1957-08-09,1957-12-17,2,0,0,0,0,0,2,0,2,0.127,0.0,0.127
제3대,김윤기,미상/직책자,정부/기타 직책자,교통부차관,국무위원,learned,32,21756,0.00063,4,1954-08-27,1957-03-09,0,0,0,0,1,1,0,2,2,0.0,0.092,0.092
제3대,이우줄,미상/직책자,정부/기타 직책자,의원,의원,fallback,5,22229,0.00064,3,1954-11-19,1955-10-12,1,0,1,0,0,0,2,0,2,0.09,0.0,0.09
제3대,민복기,미상/직책자,정부/기타 직책자,해무청장,정부위원,learned,26,7307,0.00021,1,1955-05-30,1955-07-19,1,1,0,0,0,0,2,0,2,0.274,0.0,0.274
제3대,김택술,무소속,의원,의원,의원,member,1,1819,0.00005,1,1955-03-17,1955-03-17,0,0,0,2,0,0,0,2,2,0.0,1.1,1.1
제3대,손석두,자유당,의원,재정경제위원장대리,위원장; 의원,member,44,23878,0.00069,4,1955-07-31,1957-11-25,0,0,0,0,1,0,0,1,1,0.0,0.042,0.042
제3대,김신서,미상/직책자,정부/기타 직책자,재무부세관국장,정부위원,learned,6,1290,0.00004,1,1956-07-12,1956-07-12,0,0,0,0,1,0,0,1,1,0.0,0.775,0.775
제3대,김철주,무소속,의원,의원,의원,member,4,3303,0.0001,2,1954-08-07,1957-09-03,0,0,0,0,0,1,0,1,1,0.0,0.303,0.303
제3대,오재영,무소속,의원,의원,의원,member,4,9346,0.00027,3,1955-10-05,1957-09-25,0,0,0,1,0,0,0,1,1,0.0,0.107,0.107
제3대,신태익,미상/직책자,정부/기타 직책자,법제실장,기타; 정부위원,learned,7,12181,0.00035,3,1954-07-15,1956-01-09,0,0,0,0,0,1,0,1,1,0.0,0.082,0.082
제3대,김영주,미상/직책자,정부/기타 직책자,외무부정무국장,정부위원,learned,6,988,0.00003,1,1957-06-24,1957-06-24,1,0,0,0,0,0,1,0,1,1.012,0.0,1.012
제3대,신하균,민주당,의원,의원,의원,member,5,14747,0.00042,3,1956-09-10,1957-10-17,0,0,0,1,0,0,0,1,1,0.0,0.068,0.068
제3대,김지준,자유당,의원,위원,의원,member,33,10774,0.00031,5,1954-09-25,1957-12-29,1,0,0,0,0,0,1,0,1,0.093,0.0,0.093
제3대,김유택,미상/직책자,정부/기타 직책자,한은총재,기타,learned,2,11585,0.00033,2,1954-11-02,1955-06-02,0,0,0,0,1,0,0,1,1,0.0,0.086,0.086
제3대,정문흠,자유당,의원,임시의장,의원; 의장단,member,41,10401,0.0003,7,1954-06-29,1958-02-11,0,0,0,0,1,0,0,1,1,0.0,0.096,0.096
제3대,이정휴,자유당,의원,의원,의원,member,3,4886,0.00014,3,1955-06-10,1957-09-25,0,0,1,0,0,0,1,0,1,0.205,0.0,0.205
제3대,최인규,미상/직책자,정부/기타 직책자,외자청장,정부위원,member,11,7390,0.00021,3,1956-02-04,1957-12-26,0,0,0,0,1,0,0,1,1,0.0,0.135,0.135
제3대,신언한,미상/직책자,정부/기타 직책자,형정국장,정부위원,learned,2,1260,0.00004,2,1955-07-16,1956-07-16,1,0,0,0,0,0,1,0,1,0.794,0.0,0.794
제3대,김준환,미상/직책자,정부/기타 직책자,관재국장,정부위원,learned,47,13880,0.0004,3,1955-06-01,1956-12-20,1,0,0,0,0,0,1,0,1,0.072,0.0,0.072
제3대,서극형,미상/직책자,정부/기타 직책자,전문위원,의원,learned,6,5024,0.00014,2,1956-07-12,1957-07-30,0,0,1,0,0,0,1,0,1,0.199,0.0,0.199
제3대,최재호,미상/직책자,정부/기타 직책자,체신부차관,국무위원,learned,3,1328,0.00004,1,1956-12-15,1956-12-15,0,0,0,0,1,0,0,1,1,0.0,0.753,0.753
제3대,오영재,미상/직책자,정부/기타 직책자,부흥부차관,국무위원,learned,21,11442,0.00033,2,1955-05-26,1956-02-16,0,0,0,0,1,0,0,1,1,0.0,0.087,0.087
제3대,한성수,미상/직책자,정부/기타 직책자,법원행정처장,기타; 의장단,learned,16,7738,0.00022,4,1955-05-28,1957-12-14,0,0,0,1,0,0,0,1,1,0.0,0.129,0.129
제3대,임우영,국민회,의원,의원,의원,member,3,4952,0.00014,2,1954-09-27,1957-07-09,0,0,0,1,0,0,0,1,1,0.0,0.202,0.202
제3대,김병윤,미상/직책자,정부/기타 직책자,농림부농정국장,국무위원; 정부위원,learned,33,22582,0.00065,6,1955-01-26,1958-02-18,0,0,0,0,1,0,0,1,1,0.0,0.044,0.044
제3대,송우범,자유당,의원,위원장,위원장; 의원,member,56,10994,0.00032,5,1955-11-01,1958-02-14,0,0,0,0,1,0,0,1,1,0.0,0.091,0.091
제3대,김익로,미상/직책자,정부/기타 직책자,의원,위원장; 의원,learned,23,19259,0.00055,6,1954-12-06,1957-04-17,0,0,0,0,1,0,0,1,1,0.0,0.052,0.052
제3대,고재필,미상/직책자,정부/기타 직책자,민의원법제조사국장,정부위원,learned,1,2230,0.00006,1,1957-12-22,1957-12-22,0,0,0,0,1,0,0,1,1,0.0,0.448,0.448
제3대,지덕영,미상/직책자,정부/기타 직책자,상역국장,정부위원,fallback,2,1894,0.00005,1,1955-07-19,1955-07-19,0,0,0,0,1,0,0,1,1,0.0,0.528,0.528
제3대,이봉희,미상/직책자,정부/기타 직책자,농림부양정국장,정부위원,learned,39,11873,0.00034,1,1956-01-28,1956-02-03,0,0,0,0,1,0,0,1,1,0.0,0.084,0.084
제3대,쟈부라키,미상/직책자,정부/기타 직책자,의원,의원,fallback,1,2689,0.00008,1,1955-12-08,1955-12-08,0,0,0,1,0,0,0,1,1,0.0,0.372,0.372
제3대,민문기,미상/직책자,정부/기타 직책자,법원행정처차장,기타,learned,5,5267,0.00015,1,1956-12-12,1956-12-12,0,0,0,0,1,0,0,1,1,0.0,0.19,0.19
제3대,김해림,미상/직책자,정부/기타 직책자,내무부토목국장,정부위원,learned,5,724,0.00002,2,1955-06-03,1956-12-14,1,0,0,0,0,0,1,0,1,1.381,0.0,1.381
제3대,김익노,자유당,의원,의원,의원,member,1,1394,0.00004,1,1954-12-04,1954-12-04,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,최윤기,미상/직책자,정부/기타 직책자,외자청관리국장,정부위원,learned,1,530,0.00002,1,1956-02-08,1956-02-08,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,지창하,미상/직책자,정부/기타 직책자,체신부경리국장,정부위원,learned,12,545,0.00002,1,1957-12-04,1957-12-04,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,김봉관,미상/직책자,정부/기타 직책자,양정국장,정부위원,learned,1,66,0.0,1,1955-06-04,1955-06-04,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,조응천,미상/직책자,정부/기타 직책자,체신부차관,국무위원,learned,2,2040,0.00006,2,1957-04-04,1957-12-14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,김병구,미상/직책자,정부/기타 직책자,양정국장,정부위원,learned,5,806,0.00002,1,1954-09-28,1954-09-28,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,손노티,미상/직책자,정부/기타 직책자,외자구매처장,기타,fallback,2,1462,0.00004,1,1954-10-18,1954-10-18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,장석윤,무소속,의원,의원,의원,member,3,3275,0.00009,2,1954-10-08,1955-07-25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,박상운,미상/직책자,정부/기타 직책자,상공부전기국장,정부위원,learned,3,839,0.00002,1,1956-01-07,1956-01-07,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,김종대,미상/직책자,정부/기타 직책자,재무부이재국장,정부위원,learned,1,374,0.00001,1,1957-12-27,1957-12-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,조인상,미상/직책자,정부/기타 직책자,위원,의원,fallback,1,91,0.0,1,1954-10-17,1954-10-17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,이근칠,미상/직책자,정부/기타 직책자,문교부고등교육국장,정부위원,fallback,2,545,0.00002,2,1955-06-06,1956-12-16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,강명옥,미상/직책자,정부/기타 직책자,법무부법제실장,정부위원,learned,1,849,0.00002,1,1957-12-13,1957-12-13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,유태식,미상/직책자,정부/기타 직책자,위원,의원,fallback,1,53,0.0,1,1954-09-25,1954-09-25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,김영상,국민회,의원,의원,의원,member,2,1525,0.00004,2,1956-07-27,1957-12-31,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,김우동,무소속,의원,위원,의원,member,6,4881,0.00014,2,1956-07-19,1957-07-23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,박술음,미상/직책자,정부/기타 직책자,사회부장관,국무위원,learned,3,4073,0.00012,1,1954-07-15,1955-01-15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,이창규,미상/직책자,정부/기타 직책자,사세청장,정부위원,fallback,1,2233,0.00006,1,1955-07-20,1955-07-20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,강종무,미상/직책자,정부/기타 직책자,농림부농지관리국장,정부위원,member,8,2724,0.00008,1,1956-02-03,1956-02-03,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,숫자적인,미상/직책자,정부/기타 직책자,부흥부기획국장,정부위원,fallback,1,493,0.00001,1,1955-05-27,1955-05-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,강인택,미상/직책자,정부/기타 직책자,감찰위원장,위원장,fallback,2,1645,0.00005,1,1954-07-15,1954-07-15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,전만중,자유당,의원,의원,의원,member,3,3045,0.00009,2,1954-07-14,1956-03-06,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,김대식,미상/직책자,정부/기타 직책자,해병대사령관,기타,learned,7,5520,0.00016,1,1957-10-09,1957-10-09,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,노진설,미상/직책자,정부/기타 직책자,심계원장,기타,learned,10,4183,0.00012,4,1954-09-01,1956-07-16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,이동희,미상/직책자,정부/기타 직책자,교통부경리국장,정부위원,learned,4,933,0.00003,2,1957-06-26,1957-12-07,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,민한기,미상/직책자,정부/기타 직책자,내무부토목국장,정부위원,fallback,1,901,0.00003,1,1957-11-18,1957-11-18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,정갑식,미상/직책자,정부/기타 직책자,의원,의원,fallback,1,596,0.00002,1,1954-06-10,1954-06-10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,김두환,미상/직책자,정부/기타 직책자,의원,의원,fallback,1,430,0.00001,1,1956-02-21,1956-02-21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,김철,무소속,의원,의원,의원,member,1,600,0.00002,1,1957-10-15,1957-10-15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,함재훈,자유당,의원,의원,의원,member,3,2941,0.00008,2,1956-10-08,1957-11-18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,최경남,미상/직책자,정부/기타 직책자,국방부경리국장,정부위원,learned,4,915,0.00003,2,1956-02-09,1956-07-21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,백선진,미상/직책자,정부/기타 직책자,국방부관리국장,정부위원,fallback,1,382,0.00001,1,1956-12-15,1956-12-15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,톤당,미상/직책자,정부/기타 직책자,고등교육국장,정부위원,fallback,1,211,0.00001,1,1955-05-28,1955-05-28,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,배응식,미상/직책자,정부/기타 직책자,상공부차관,국무위원,fallback,1,4611,0.00013,1,1954-09-03,1954-09-03,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,이재곤,미상/직책자,정부/기타 직책자,체신부전무국장,정부위원,learned,5,1139,0.00003,1,1957-12-04,1957-12-04,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,표는,미상/직책자,정부/기타 직책자,상임위원장,위원장,fallback,1,904,0.00003,1,1956-12-31,1956-12-31,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,박종만,미상/직책자,정부/기타 직책자,사무총장,사무처,learned,6,836,0.00002,1,1954-06-09,1954-06-17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,송문경,미상/직책자,정부/기타 직책자,의원,의원,fallback,1,1499,0.00004,1,1955-04-23,1955-04-23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,김석호,무소속,의원,의원,의원,member,3,5111,0.00015,2,1955-07-27,1956-07-07,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,이규성,미상/직책자,정부/기타 직책자,공군본부군수국장,정부위원,learned,1,706,0.00002,1,1957-10-10,1957-10-10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,유지원,자유당,의원,의원,위원장; 의원,member,2,2910,0.00008,1,1954-09-24,1954-09-24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,윤택선,미상/직책자,정부/기타 직책자,전문위원,의원,fallback,5,1007,0.00003,1,1957-12-03,1957-12-05,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,한미,미상/직책자,정부/기타 직책자,부흥부기획국장,정부위원,fallback,1,81,0.0,1,1955-07-16,1955-07-16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
제3대,이동환,미상/직책자,정부/기타 직책자,전문위원,의원,member,15,4043,0.00012,4,1955-03-08,1957-12-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
