Source,Target,Weight,Edge_Type
제2대-S009|무소속,제2대-S010|무소속,0.3639,temporal
제2대-S010|무소속,제2대-S011|무소속,0.747,temporal
제2대-S011|무소속,제2대-S012|무소속,0.6262,temporal
제2대-S012|무소속,제2대-S013|무소속,0.9433,temporal
제2대-S013|무소속,제2대-S014|무소속,0.6231,temporal
제2대-S014|무소속,제2대-S015|무소속,0.204,temporal
제2대-S015|무소속,제2대-S016|무소속,0.3646,temporal
제2대-S016|무소속,제2대-S017|무소속,0.75,temporal
제2대-S017|무소속,제2대-S018|무소속,0.6249,temporal
제2대-S007|민주국민당,제2대-S008|민주국민당,0.1991,temporal
제2대-S008|민주국민당,제2대-S009|민주국민당,,temporal
제2대-S009|민주국민당,제2대-S010|민주국민당,,temporal
제2대-S010|민주국민당,제2대-S011|민주국민당,0.9173,temporal
제2대-S011|민주국민당,제2대-S012|민주국민당,0.7716,temporal
제2대-S012|민주국민당,제2대-S013|민주국민당,0.649,temporal
제2대-S013|민주국민당,제2대-S014|민주국민당,0.9783,temporal
제2대-S014|민주국민당,제2대-S015|민주국민당,0.0113,temporal
제2대-S015|민주국민당,제2대-S016|민주국민당,0.7687,temporal
제2대-S016|민주국민당,제2대-S017|민주국민당,0.5922,temporal
제2대-S017|민주국민당,제2대-S018|민주국민당,0.2749,temporal
제2대-S007|대한국민당,제2대-S008|대한국민당,0.2667,temporal
제2대-S008|대한국민당,제2대-S009|대한국민당,0.2319,temporal
제2대-S009|대한국민당,제2대-S010|대한국민당,0.0477,temporal
제2대-S010|대한국민당,제2대-S011|대한국민당,0.5841,temporal
제2대-S011|대한국민당,제2대-S012|대한국민당,0.8257,temporal
제2대-S012|대한국민당,제2대-S013|대한국민당,0.8086,temporal
제2대-S013|대한국민당,제2대-S014|대한국민당,0.1037,temporal
제2대-S014|대한국민당,제2대-S015|대한국민당,0.0974,temporal
제2대-S015|대한국민당,제2대-S016|대한국민당,0.4175,temporal
제2대-S016|대한국민당,제2대-S017|대한국민당,0.5322,temporal
제2대-S017|대한국민당,제2대-S018|대한국민당,0.4879,temporal
제2대-S008|일민국락부,제2대-S010|일민국락부,0.1071,temporal
제2대-S010|일민국락부,제2대-S011|일민국락부,0.1557,temporal
제2대-S011|일민국락부,제2대-S012|일민국락부,0.6708,temporal
제2대-S012|일민국락부,제2대-S013|일민국락부,0.7071,temporal
제2대-S013|일민국락부,제2대-S014|일민국락부,0.7071,temporal
제2대-S014|일민국락부,제2대-S015|일민국락부,0.0135,temporal
제2대-S015|일민국락부,제2대-S016|일민국락부,0.0081,temporal
제2대-S016|일민국락부,제2대-S017|일민국락부,0.6,temporal
제2대-S017|일민국락부,제2대-S018|일민국락부,,temporal
제2대-S008|대한독립촉성국민회,제2대-S009|대한독립촉성국민회,,temporal
제2대-S009|대한독립촉성국민회,제2대-S010|대한독립촉성국민회,,temporal
제2대-S010|대한독립촉성국민회,제2대-S011|대한독립촉성국민회,0.8677,temporal
제2대-S011|대한독립촉성국민회,제2대-S012|대한독립촉성국민회,0.9701,temporal
제2대-S012|대한독립촉성국민회,제2대-S013|대한독립촉성국민회,0.5774,temporal
제2대-S013|대한독립촉성국민회,제2대-S014|대한독립촉성국민회,,temporal
제2대-S014|대한독립촉성국민회,제2대-S015|대한독립촉성국민회,,temporal
제2대-S015|대한독립촉성국민회,제2대-S016|대한독립촉성국민회,0.1162,temporal
제2대-S016|대한독립촉성국민회,제2대-S017|대한독립촉성국민회,,temporal
제2대-S017|대한독립촉성국민회,제2대-S018|대한독립촉성국민회,,temporal
제2대-S008|조선민주당,제2대-S010|조선민주당,0.1903,temporal
제2대-S010|조선민주당,제2대-S011|조선민주당,0.3889,temporal
제2대-S011|조선민주당,제2대-S012|조선민주당,0.5344,temporal
제2대-S012|조선민주당,제2대-S013|조선민주당,0.9997,temporal
제2대-S013|조선민주당,제2대-S014|조선민주당,,temporal
제2대-S014|조선민주당,제2대-S015|조선민주당,,temporal
제2대-S015|조선민주당,제2대-S016|조선민주당,0.97,temporal
제2대-S016|조선민주당,제2대-S017|조선민주당,,temporal
제2대-S017|조선민주당,제2대-S018|조선민주당,,temporal
제2대-S008|대한청년단,제2대-S010|대한청년단,,temporal
제2대-S010|대한청년단,제2대-S011|대한청년단,0.9051,temporal
제2대-S011|대한청년단,제2대-S012|대한청년단,0.2149,temporal
제2대-S012|대한청년단,제2대-S013|대한청년단,0.1,temporal
제2대-S013|대한청년단,제2대-S014|대한청년단,0.9507,temporal
제2대-S014|대한청년단,제2대-S015|대한청년단,0.9524,temporal
제2대-S015|대한청년단,제2대-S016|대한청년단,0.0477,temporal
제2대-S016|대한청년단,제2대-S017|대한청년단,0.4216,temporal
제2대-S017|대한청년단,제2대-S018|대한청년단,0.4082,temporal
제2대-S010|애국단체연합회,제2대-S011|애국단체연합회,,temporal
제2대-S010|중앙불교위원회,제2대-S011|중앙불교위원회,,temporal
제2대-S011|중앙불교위원회,제2대-S012|중앙불교위원회,0.5345,temporal
제2대-S012|중앙불교위원회,제2대-S015|중앙불교위원회,0.0,temporal
제2대-S015|중앙불교위원회,제2대-S016|중앙불교위원회,0.7071,temporal
제2대-S016|중앙불교위원회,제2대-S017|중앙불교위원회,,temporal
제2대-S010|대한부인회,제2대-S011|대한부인회,,temporal
제2대-S011|대한부인회,제2대-S012|대한부인회,,temporal
제2대-S012|대한부인회,제2대-S016|대한부인회,,temporal
제2대-S012|대한노동총연맹,제2대-S014|대한노동총연맹,1.0,temporal
제2대-S014|대한노동총연맹,제2대-S015|대한노동총연맹,1.0,temporal
제2대-S015|대한노동총연맹,제2대-S016|대한노동총연맹,1.0,temporal
제2대-S016|대한노동총연맹,제2대-S018|대한노동총연맹,1.0,temporal
제2대-S012|자유당,제2대-S013|자유당,0.7071,temporal
제2대-S013|자유당,제2대-S014|자유당,,temporal
제2대-S014|자유당,제2대-S015|자유당,,temporal
제2대-S015|자유당,제2대-S016|자유당,,temporal
제2대-S016|자유당,제2대-S017|자유당,,temporal
제2대-S017|자유당,제2대-S018|자유당,1.0,temporal
제3대-S019|민주국민당,제3대-S020|민주국민당,0.9294,temporal
제3대-S020|민주국민당,제3대-S021|민주국민당,0.6824,temporal
제3대-S021|민주국민당,제3대-S022|민주국민당,0.9215,temporal
제3대-S022|민주국민당,제3대-S023|민주국민당,0.6434,temporal
제3대-S023|민주국민당,제3대-S024|민주국민당,0.5993,temporal
제3대-S024|민주국민당,제3대-S025|민주국민당,0.9285,temporal
제3대-S025|민주국민당,제3대-S026|민주국민당,0.7754,temporal
제3대-S026|민주국민당,제3대-S027|민주국민당,0.522,temporal
제3대-S019|국민회,제3대-S025|국민회,,temporal
제3대-S025|국민회,제3대-S026|국민회,0.2747,temporal
제3대-S019|무소속,제3대-S020|무소속,0.9844,temporal
제3대-S020|무소속,제3대-S021|무소속,0.9408,temporal
제3대-S021|무소속,제3대-S022|무소속,0.8795,temporal
제3대-S022|무소속,제3대-S023|무소속,0.6206,temporal
제3대-S023|무소속,제3대-S024|무소속,0.7231,temporal
제3대-S024|무소속,제3대-S025|무소속,0.9581,temporal
제3대-S025|무소속,제3대-S026|무소속,0.7998,temporal
제3대-S026|무소속,제3대-S027|무소속,0.599,temporal
제3대-S019|국민당,제3대-S020|국민당,0.8413,temporal
제3대-S020|국민당,제3대-S021|국민당,0.8783,temporal
제3대-S021|국민당,제3대-S022|국민당,0.5648,temporal
제3대-S022|국민당,제3대-S023|국민당,,temporal
제3대-S023|국민당,제3대-S024|국민당,,temporal
제3대-S024|국민당,제3대-S025|국민당,0.6708,temporal
제3대-S025|국민당,제3대-S026|국민당,0.9561,temporal
제3대-S026|국민당,제3대-S027|국민당,0.8832,temporal
제3대-S019|자유당,제3대-S020|자유당,0.819,temporal
제3대-S020|자유당,제3대-S021|자유당,0.9426,temporal
제3대-S021|자유당,제3대-S022|자유당,0.8213,temporal
제3대-S022|자유당,제3대-S023|자유당,0.6523,temporal
제3대-S023|자유당,제3대-S024|자유당,0.8963,temporal
제3대-S024|자유당,제3대-S025|자유당,0.9734,temporal
제3대-S025|자유당,제3대-S026|자유당,0.8857,temporal
제3대-S026|자유당,제3대-S027|자유당,0.5826,temporal
제3대-S027|자유당,제3대-S028|자유당,0.0266,temporal
제3대-S020|제헌국회호헌동지회,제3대-S024|제헌국회호헌동지회,,temporal
제3대-S024|제헌국회호헌동지회,제3대-S025|제헌국회호헌동지회,,temporal
제3대-S024|민주당,제3대-S026|민주당,,temporal
제4대-S029|통일당,제4대-S030|통일당,0.9487,temporal
제4대-S029|무소속,제4대-S030|무소속,0.8935,temporal
제4대-S030|무소속,제4대-S031|무소속,,temporal
제4대-S031|무소속,제4대-S032|무소속,,temporal
제4대-S032|무소속,제4대-S033|무소속,0.4528,temporal
제4대-S033|무소속,제4대-S035|무소속,0.3962,temporal
제4대-S029|자유당,제4대-S030|자유당,0.976,temporal
제4대-S030|자유당,제4대-S031|자유당,0.8262,temporal
제4대-S031|자유당,제4대-S032|자유당,0.8272,temporal
제4대-S032|자유당,제4대-S033|자유당,0.9648,temporal
제4대-S033|자유당,제4대-S034|자유당,0.1643,temporal
제4대-S034|자유당,제4대-S035|자유당,0.7022,temporal
제4대-S029|민주당,제4대-S030|민주당,0.9797,temporal
제4대-S030|민주당,제4대-S031|민주당,0.6973,temporal
제4대-S031|민주당,제4대-S032|민주당,0.7623,temporal
제4대-S032|민주당,제4대-S033|민주당,0.8389,temporal
제4대-S033|민주당,제4대-S034|민주당,0.7107,temporal
제4대-S034|민주당,제4대-S035|민주당,0.7562,temporal
제헌-S001|대한독립촉성국민회,제헌-S002|대한독립촉성국민회,0.7298,temporal
제헌-S002|대한독립촉성국민회,제헌-S003|대한독립촉성국민회,0.6355,temporal
제헌-S003|대한독립촉성국민회,제헌-S004|대한독립촉성국민회,0.6503,temporal
제헌-S004|대한독립촉성국민회,제헌-S005|대한독립촉성국민회,0.2229,temporal
제헌-S005|대한독립촉성국민회,제헌-S006|대한독립촉성국민회,0.7792,temporal
제헌-S001|단민당,제헌-S003|단민당,0.8018,temporal
제헌-S003|단민당,제헌-S005|단민당,,temporal
제헌-S005|단민당,제헌-S006|단민당,,temporal
제헌-S001|대동청년당,제헌-S002|대동청년당,0.3931,temporal
제헌-S002|대동청년당,제헌-S003|대동청년당,0.6941,temporal
제헌-S003|대동청년당,제헌-S004|대동청년당,0.424,temporal
제헌-S004|대동청년당,제헌-S005|대동청년당,0.9808,temporal
제헌-S005|대동청년당,제헌-S006|대동청년당,0.9341,temporal
제헌-S001|조선민족청년단,제헌-S002|조선민족청년단,0.1006,temporal
제헌-S002|조선민족청년단,제헌-S003|조선민족청년단,,temporal
제헌-S003|조선민족청년단,제헌-S004|조선민족청년단,,temporal
제헌-S004|조선민족청년단,제헌-S005|조선민족청년단,0.9744,temporal
제헌-S005|조선민족청년단,제헌-S006|조선민족청년단,0.9563,temporal
제헌-S001|민족통일본부,제헌-S002|민족통일본부,,temporal
제헌-S002|민족통일본부,제헌-S003|민족통일본부,1.0,temporal
제헌-S003|민족통일본부,제헌-S004|민족통일본부,0.8944,temporal
제헌-S004|민족통일본부,제헌-S005|민족통일본부,,temporal
제헌-S001|교육협회,제헌-S002|교육협회,0.0,temporal
제헌-S002|교육협회,제헌-S003|교육협회,,temporal
제헌-S003|교육협회,제헌-S004|교육협회,,temporal
제헌-S004|교육협회,제헌-S005|교육협회,,temporal
제헌-S005|교육협회,제헌-S006|교육협회,,temporal
제헌-S001|대한여자국민당,제헌-S002|대한여자국민당,0.882,temporal
제헌-S002|대한여자국민당,제헌-S005|대한여자국민당,0.2558,temporal
제헌-S005|대한여자국민당,제헌-S006|대한여자국민당,0.1322,temporal
제헌-S001|조선공화당,제헌-S002|조선공화당,0.6724,temporal
제헌-S002|조선공화당,제헌-S003|조선공화당,,temporal
제헌-S001|무소속,제헌-S002|무소속,0.9295,temporal
제헌-S002|무소속,제헌-S003|무소속,0.6817,temporal
제헌-S003|무소속,제헌-S004|무소속,0.6345,temporal
제헌-S004|무소속,제헌-S005|무소속,0.7628,temporal
제헌-S005|무소속,제헌-S006|무소속,0.7717,temporal
제헌-S001|전도회,제헌-S002|전도회,,temporal
제헌-S002|전도회,제헌-S004|전도회,0.4472,temporal
제헌-S004|전도회,제헌-S005|전도회,,temporal
제헌-S005|전도회,제헌-S006|전도회,,temporal
제헌-S001|대한노동총연맹,제헌-S002|대한노동총연맹,0.0492,temporal
제헌-S002|대한노동총연맹,제헌-S004|대한노동총연맹,0.0294,temporal
제헌-S004|대한노동총연맹,제헌-S005|대한노동총연맹,0.9997,temporal
제헌-S001|한국민주당,제헌-S002|한국민주당,0.7849,temporal
제헌-S002|한국민주당,제헌-S003|한국민주당,0.3532,temporal
제헌-S003|한국민주당,제헌-S004|한국민주당,0.9788,temporal
제헌-S004|한국민주당,제헌-S005|한국민주당,0.3409,temporal
제헌-S005|한국민주당,제헌-S006|한국민주당,0.6149,temporal
제헌-S001|한국독립당,제헌-S002|한국독립당,,temporal
제헌-S002|한국독립당,제헌-S005|한국독립당,,temporal
제헌-S001|조선민주당,제헌-S002|조선민주당,,temporal
제헌-S002|조선민주당,제헌-S004|조선민주당,,temporal
제헌-S004|조선민주당,제헌-S006|조선민주당,1.0,temporal
제헌-S005|민주국민당,제헌-S006|민주국민당,,temporal
