Assembly_Num,Role_Group,Speaker,Technology,Income,Labor,Immigration,Migration,Foreigner,Discourse_Development,Discourse_Boundary,Keyword_Total,Speech_Count,Total_Chars,Primary_Role,Keyword_Per_1k_Chars,Development_Per_1k_Chars,Boundary_Per_1k_Chars,Share_of_Chars
제2대,국무위원,손원일,0,0,4,2,0,0,4,2,6,9,18560,국방부장관,0.323,0.216,0.108,0.00483
제2대,국무위원,홍헌표,3,0,0,0,3,0,3,3,6,53,56495,내무부차관,0.106,0.053,0.053,0.0147
제2대,정부위원,조중서,0,1,3,1,0,0,4,1,5,66,44979,총무국장,0.111,0.089,0.022,0.0117
제2대,국무위원,이내호,1,0,0,0,0,4,1,4,5,5,4340,상공부차관,1.152,0.23,0.922,0.00113
제2대,기타,이철원,0,0,0,1,2,1,0,4,4,4,24270,공보처장,0.165,0.0,0.165,0.00631
제2대,국무위원,장석윤,0,0,0,1,1,1,0,3,3,10,17413,내무부장관,0.172,0.0,0.172,0.00453
제2대,국무위원,강직순,2,0,0,0,1,0,2,1,3,8,9501,체신부차관,0.316,0.211,0.105,0.00247
제2대,국무위원,신성모,0,0,0,1,2,0,0,3,3,3,9911,국방부장관,0.303,0.0,0.303,0.00258
제2대,국무위원,김법린,2,0,0,1,0,0,2,1,3,16,27147,문교부장관,0.111,0.074,0.037,0.00706
제2대,국무위원,신태영,1,0,0,0,2,0,1,2,3,21,26129,국방부장관,0.115,0.038,0.077,0.0068
제2대,의원,김익로,0,0,0,1,1,0,0,2,2,55,28853,의원,0.069,0.0,0.069,0.00751
제2대,국무위원,함덕용,1,1,0,0,0,0,2,0,2,1,3485,상공부차관,0.574,0.574,0.0,0.00091
제2대,의원,정남상,2,0,0,0,0,0,2,0,2,1,1960,의원,1.02,1.02,0.0,0.00051
제2대,국무위원,이기붕,0,0,0,1,1,0,0,2,2,7,8617,국방부장관,0.232,0.0,0.232,0.00224
제2대,의원,이선교,1,0,1,0,0,0,2,0,2,1,9360,전문위원,0.214,0.214,0.0,0.00244
제2대,국무위원,백한성,0,1,0,1,0,0,1,1,2,29,35634,내무부장관,0.056,0.028,0.028,0.00927
제2대,국무위원,정준모,2,0,0,0,0,0,2,0,2,7,15601,보건부차관,0.128,0.128,0.0,0.00406
제2대,국무위원,강인택,0,0,0,1,1,0,0,2,2,2,3572,체신부장관,0.56,0.0,0.56,0.00093
제2대,위원장,업상섭,0,0,0,2,0,0,0,2,2,5,3003,법제사법위원장대리,0.666,0.0,0.666,0.00078
제2대,국무위원,주석균,1,0,1,0,0,0,2,0,2,6,9522,농림부차관,0.21,0.21,0.0,0.00248
제2대,국무위원,갈홍기,0,0,0,1,0,0,0,1,1,2,2945,외무부차관,0.34,0.0,0.34,0.00077
제2대,사무처,이수선,0,0,0,1,0,0,0,1,1,6,2685,사무총장,0.372,0.0,0.372,0.0007
제2대,국무위원,정재환,0,0,0,1,0,0,0,1,1,7,6780,법무부차관,0.147,0.0,0.147,0.00176
제2대,국무위원,이병호,1,0,0,0,0,0,1,0,1,18,18410,상공부차관,0.054,0.054,0.0,0.00479
제2대,국무위원,이순용,1,0,0,0,0,0,1,0,1,14,14420,내무부장관,0.069,0.069,0.0,0.00375
제2대,국무위원,김석명,0,0,0,1,0,0,0,1,1,14,8376,교통부차관,0.119,0.0,0.119,0.00218
제2대,의원,미국상원,0,1,0,0,0,0,1,0,1,2,3883,의원,0.258,0.258,0.0,0.00101
제2대,국무위원,진헌식,0,0,1,0,0,0,1,0,1,6,9176,내무부장관,0.109,0.109,0.0,0.00239
제2대,국무위원,안동혁,1,0,0,0,0,0,1,0,1,12,26720,상공부장관,0.037,0.037,0.0,0.00695
제2대,국무위원,김윤근,0,0,0,0,0,0,0,0,0,13,11854,법무부차관,0.0,0.0,0.0,0.00308
제2대,국무위원,백락준,0,0,0,0,0,0,0,0,0,2,3227,문교부장관,0.0,0.0,0.0,0.00084
제2대,국무위원,공진항,0,0,0,0,0,0,0,0,0,9,9814,농림부장관,0.0,0.0,0.0,0.00255
제2대,국무위원,이호,0,0,0,0,0,0,0,0,0,3,703,국방부차관,0.0,0.0,0.0,0.00018
제2대,의장단,심익희,0,0,0,0,0,0,0,0,0,1,13,의장,0.0,0.0,0.0,0.0
제2대,정부위원,인태식,0,0,0,0,0,0,0,0,0,2,773,관재청장,0.0,0.0,0.0,0.0002
제2대,의원,업상섭,0,0,0,0,0,0,0,0,0,1,386,의원,0.0,0.0,0.0,0.0001
제2대,위원장,류덕천,0,0,0,0,0,0,0,0,0,1,4845,농림위원장대리,0.0,0.0,0.0,0.00126
제2대,의장단,류테리오,0,0,0,0,0,0,0,0,0,1,4271,의장,0.0,0.0,0.0,0.00111
제2대,정부위원,장흥,0,0,0,0,0,0,0,0,0,1,1231,병무국장,0.0,0.0,0.0,0.00032
제2대,정부위원,허남수,0,0,0,0,0,0,0,0,0,22,1676,의사국장,0.0,0.0,0.0,0.00044
제2대,기타,구영숙,0,0,0,0,0,0,0,0,0,1,4614,대한적십자사총재,0.0,0.0,0.0,0.0012
제2대,의장단,운치영,0,0,0,0,0,0,0,0,0,1,29,부의장,0.0,0.0,0.0,0.00001
제2대,국무위원,강성태,0,0,0,0,0,0,0,0,0,14,19685,재무부차관,0.0,0.0,0.0,0.00512
제2대,기타,박종만,0,0,0,0,0,0,0,0,0,1,1487,사무처장,0.0,0.0,0.0,0.00039
제2대,위원장,대리,0,0,0,0,0,0,0,0,0,3,2807,재정경제위원장,0.0,0.0,0.0,0.00073
제2대,국무위원,변태영,0,0,0,0,0,0,0,0,0,1,1860,외무부장관,0.0,0.0,0.0,0.00048
제2대,위원장,김익로,0,0,0,0,0,0,0,0,0,1,255,농림위원장대리,0.0,0.0,0.0,0.00007
제2대,의장단,서상준,0,0,0,0,0,0,0,0,0,1,2842,의장국장,0.0,0.0,0.0,0.00074
제2대,국무위원,김태선,0,0,0,0,0,0,0,0,0,13,7647,내무부장관,0.0,0.0,0.0,0.00199
제2대,국무위원,서상권,0,0,0,0,0,0,0,0,0,3,1563,법무부장관,0.0,0.0,0.0,0.00041
제2대,기타,한동석,0,0,0,0,0,0,0,0,0,1,425,총무처장,0.0,0.0,0.0,0.00011
제2대,정부위원,이호진,0,0,0,0,0,0,0,0,0,2,1988,의사국장대리,0.0,0.0,0.0,0.00052
제2대,기타,코디어,0,0,0,0,0,0,0,0,0,1,4178,유엔사무차장,0.0,0.0,0.0,0.00109
제2대,의장단,민의원,0,0,0,0,0,0,0,0,0,2,1941,의장,0.0,0.0,0.0,0.00051
제2대,국무위원,황호연,0,0,0,0,0,0,0,0,0,1,8258,내무부차관,0.0,0.0,0.0,0.00215
제2대,의장단,조봉임,0,0,0,0,0,0,0,0,0,1,299,부의장,0.0,0.0,0.0,0.00008
제2대,의원,관상훈,0,0,0,0,0,0,0,0,0,1,31,의원,0.0,0.0,0.0,0.00001
제2대,기타,전규홍,0,0,0,0,0,0,0,0,0,1,882,총무처장,0.0,0.0,0.0,0.00023
제2대,기타,김병로,0,0,0,0,0,0,0,0,0,10,29170,대법원장,0.0,0.0,0.0,0.00759
제2대,국무위원,김의창,0,0,0,0,0,0,0,0,0,1,1142,체신부차관,0.0,0.0,0.0,0.0003
제2대,국무위원,윤인상,0,0,0,0,0,0,0,0,0,2,3553,상공부차관,0.0,0.0,0.0,0.00092
제2대,의원,노랜드,0,0,0,0,0,0,0,0,0,1,2073,의원,0.0,0.0,0.0,0.00054
제2대,의원,류덕천,0,0,0,0,0,0,0,0,0,1,1415,의원,0.0,0.0,0.0,0.00037
제2대,기타,갈홍기,0,0,0,0,0,0,0,0,0,1,149,공보처장,0.0,0.0,0.0,0.00004
제2대,의원,변집갑,0,0,0,0,0,0,0,0,0,1,854,의원,0.0,0.0,0.0,0.00022
제2대,국무위원,김형근,0,0,0,0,0,0,0,0,0,2,2216,내무부차관,0.0,0.0,0.0,0.00058
제2대,국무위원,허증수,0,0,0,0,0,0,0,0,0,3,703,문교부차관,0.0,0.0,0.0,0.00018
제2대,국무위원,장기영,0,0,0,0,0,0,0,0,0,5,2361,체신부장관,0.0,0.0,0.0,0.00061
제2대,의원,김종희,0,0,0,0,0,0,0,0,0,1,732,의원,0.0,0.0,0.0,0.00019
제2대,국무위원,구영숙,0,0,0,0,0,0,0,0,0,2,3630,보건부장관,0.0,0.0,0.0,0.00094
제2대,국무위원,이종림,0,0,0,0,0,0,0,0,0,1,570,교통부장관,0.0,0.0,0.0,0.00015
제2대,의원,김상덕,0,0,0,0,0,0,0,0,0,1,6,의원,0.0,0.0,0.0,0.0
제2대,의원,권병로,0,0,0,0,0,0,0,0,0,1,1464,의원,0.0,0.0,0.0,0.00038
제2대,국무위원,양성봉,0,0,0,0,0,0,0,0,0,3,2404,농림부장관,0.0,0.0,0.0,0.00063
제2대,국무위원,김준연,0,0,0,0,0,0,0,0,0,2,3962,법무부장관,0.0,0.0,0.0,0.00103
제2대,국무위원,오한영,0,0,0,0,0,0,0,0,0,1,1372,보건부장관,0.0,0.0,0.0,0.00036
제2대,국무위원,정진욱,0,0,0,0,0,0,0,0,0,1,195,보건부차관,0.0,0.0,0.0,0.00005
제2대,기타,노용호,0,0,0,0,0,0,0,0,0,1,3174,법원행정처장,0.0,0.0,0.0,0.00083
제2대,국무위원,한희석,0,0,0,0,0,0,0,0,0,2,2804,내무부차관,0.0,0.0,0.0,0.00073
제2대,국무위원,조정환,0,0,0,0,0,0,0,0,0,14,12806,외무부차관,0.0,0.0,0.0,0.00333
제2대,의원,신흥균,0,0,0,0,0,0,0,0,0,1,315,의원,0.0,0.0,0.0,0.00008
제2대,국무위원,고병간,0,0,0,0,0,0,0,0,0,2,4204,문교부차관,0.0,0.0,0.0,0.00109
제2대,기타,최석주,0,0,0,0,0,0,0,0,0,1,392,공보처차장,0.0,0.0,0.0,0.0001
제2대,기타,도마스,0,0,0,0,0,0,0,0,0,1,1667,미국뉴욕주지사,0.0,0.0,0.0,0.00043
제2대,의장단,싱익희,0,0,0,0,0,0,0,0,0,1,30,의장,0.0,0.0,0.0,0.00001
제2대,국무위원,홍진기,0,0,0,0,0,0,0,0,0,3,627,법무부차관,0.0,0.0,0.0,0.00016
제2대,정부위원,유완창,0,0,0,0,0,0,0,0,0,2,3253,관재청장,0.0,0.0,0.0,0.00085
제2대,위원장,노진설,0,0,0,0,0,0,0,0,0,5,10839,감찰위원장,0.0,0.0,0.0,0.00282
제2대,기타,김유택,0,0,0,0,0,0,0,0,0,2,4258,기획처차장,0.0,0.0,0.0,0.00111
제2대,기타,김우평,0,0,0,0,0,0,0,0,0,2,5872,외자구매처장,0.0,0.0,0.0,0.00153
제2대,의원,유홍,0,0,0,0,0,0,0,0,0,1,6,의원,0.0,0.0,0.0,0.0
제2대,국무위원,최순주,0,0,0,0,0,0,0,0,0,9,18601,재무부장관,0.0,0.0,0.0,0.00484
제2대,기타,한홍,0,0,0,0,0,0,0,0,0,1,1322,외자관리청차장,0.0,0.0,0.0,0.00034
제2대,의장단,신익히,0,0,0,0,0,0,0,0,0,1,68,의장,0.0,0.0,0.0,0.00002
제2대,기타,정운근,0,0,0,0,0,0,0,0,0,2,987,사무차장,0.0,0.0,0.0,0.00026
제2대,국무위원,박현숙,0,0,0,0,0,0,0,0,0,1,269,무임소장관,0.0,0.0,0.0,0.00007
제2대,국무위원,최재우,0,0,0,0,0,0,0,0,0,1,940,보건부장관,0.0,0.0,0.0,0.00024
제2대,국무위원,조병옥,0,0,0,0,0,0,0,0,0,2,5460,내무부장관,0.0,0.0,0.0,0.00142
제2대,의원,김종렬,0,0,0,0,0,0,0,0,0,1,644,의원,0.0,0.0,0.0,0.00017
제2대,국무위원,정준용,0,0,0,0,0,0,0,0,0,2,2052,보건부차관,0.0,0.0,0.0,0.00053
제2대,기타,정운갑,0,0,0,0,0,0,0,0,0,1,168,총무처장,0.0,0.0,0.0,0.00004
제2대,국무위원,서상환,0,0,0,0,0,0,0,0,0,24,42081,법무부장관,0.0,0.0,0.0,0.01095
제2대,국무위원,남봉순,0,0,0,0,0,0,0,0,0,1,171,농림부차관,0.0,0.0,0.0,0.00004
제2대,국무위원,민복기,0,0,0,0,0,0,0,0,0,5,11181,법무부차관,0.0,0.0,0.0,0.00291
제2대,의장단,조봉안,0,0,0,0,0,0,0,0,0,3,56,부의장,0.0,0.0,0.0,0.00001
제2대,국무위원,조희현,0,0,0,0,0,0,0,0,0,1,1728,재무부차관,0.0,0.0,0.0,0.00045
제3대,정부위원,서상준,65,18,64,14,13,10,147,37,184,504,883798,의사국장,0.208,0.166,0.042,0.13504
제3대,국무위원,김현철,37,73,2,9,15,0,112,24,136,331,418124,재무부장관,0.325,0.268,0.057,0.06388
제3대,국무위원,김영찬,7,99,2,2,8,12,108,22,130,145,227614,재무부차관,0.571,0.474,0.097,0.03478
제3대,국무위원,송인상,52,30,7,0,1,0,89,1,90,36,83346,부흥부장관,1.08,1.068,0.012,0.01273
제3대,국무위원,천병규,11,59,1,2,13,0,71,15,86,231,171092,재무부차관,0.503,0.415,0.088,0.02614
제3대,국무위원,정운갑,48,1,5,2,4,1,54,7,61,134,220548,농림부장관,0.277,0.245,0.032,0.0337
제3대,국무위원,김원태,32,0,2,13,10,3,34,26,60,137,291977,농림부차관,0.205,0.116,0.089,0.04461
제3대,국무위원,김일환,53,0,1,1,3,0,54,4,58,89,112655,상공부장관,0.515,0.479,0.036,0.01721
제3대,국무위원,이선근,27,0,0,12,6,2,27,20,47,48,196773,문교부장관,0.239,0.137,0.102,0.03006
제3대,국무위원,최재유,26,0,15,0,2,3,41,5,46,63,92731,보건사회부장관,0.496,0.442,0.054,0.01417
제3대,국무위원,이중재,12,24,2,3,3,1,38,7,45,150,152788,재무부장관,0.295,0.249,0.046,0.02334
제3대,국무위원,이호,8,0,0,13,23,0,8,36,44,172,205487,법무부장관,0.214,0.039,0.175,0.0314
제3대,의원,류진산,8,1,0,22,11,2,9,35,44,225,355508,의원,0.124,0.025,0.098,0.05432
제3대,국무위원,조정환,21,0,0,12,2,7,21,21,42,105,88596,외무부장관서리,0.474,0.237,0.237,0.01354
제3대,국무위원,임철호,35,1,2,1,2,1,38,4,42,105,130644,농림부장관,0.321,0.291,0.031,0.01996
제3대,정부위원,김만기,1,34,0,0,0,0,35,0,35,29,16799,재무부사세국장,2.083,2.083,0.0,0.00257
제3대,국무위원,강성태,28,2,0,1,3,1,30,5,35,61,115861,상공부장관,0.302,0.259,0.043,0.0177
제3대,국무위원,최규남,32,0,0,0,0,0,32,0,32,45,49984,문교부장관,0.64,0.64,0.0,0.00764
제3대,국무위원,우만형,28,0,0,0,0,0,28,0,28,17,21779,내무부차관,1.286,1.286,0.0,0.00333
제3대,국무위원,김동조,13,0,2,9,2,0,15,11,26,12,10215,외무부차관,2.545,1.468,1.077,0.00156
제3대,국무위원,문봉제,20,2,0,0,2,1,22,3,25,66,99159,교통부장관,0.252,0.222,0.03,0.01515
제3대,국무위원,배응도,21,0,0,0,2,0,21,2,23,24,56694,상공부차관,0.406,0.37,0.035,0.00866
제3대,국무위원,변영태,8,1,3,3,6,2,12,11,23,77,162411,국무총리,0.142,0.074,0.068,0.02481
제3대,국무위원,정재설,13,6,0,2,2,0,19,4,23,41,65026,농림부장관,0.354,0.292,0.062,0.00994
제3대,정부위원,서임수,9,4,4,0,0,3,17,3,20,53,95980,총무국장,0.208,0.177,0.031,0.01466
제3대,정부위원,권택상,0,19,0,0,0,1,19,1,20,37,12999,재무부사세국장,1.539,1.462,0.077,0.00199
제3대,국무위원,김용우,14,0,1,0,2,1,15,3,18,67,116936,국방부장관,0.154,0.128,0.026,0.01787
제3대,국무위원,이익흥,4,0,2,8,1,2,6,11,17,112,107874,내무부장관,0.158,0.056,0.102,0.01648
제3대,기타,김영찬,1,16,0,0,0,0,17,0,17,3,3828,한국은행부총재,4.441,4.441,0.0,0.00058
제3대,국무위원,김영환,0,2,0,0,2,12,2,14,16,1,7635,재무부차관,2.096,0.262,1.834,0.00117
제3대,정부위원,오임근,7,6,0,0,3,0,13,3,16,261,112259,예산국장,0.143,0.116,0.027,0.01715
제3대,국무위원,이종림,9,0,3,0,1,1,12,2,14,57,89645,교통부장관,0.156,0.134,0.022,0.0137
제3대,정부위원,문봉제,11,0,0,0,1,2,11,3,14,41,19364,국무원사무국장,0.723,0.568,0.155,0.00296
제3대,국무위원,김형근,3,1,2,6,2,0,6,8,14,74,86233,내무부장관,0.162,0.07,0.093,0.01318
제3대,국무위원,이근직,5,2,0,2,3,2,7,7,14,49,68221,내무부장관,0.205,0.103,0.103,0.01042
제3대,의원,김한기,9,0,0,1,2,1,9,4,13,123,57785,전문위원,0.225,0.156,0.069,0.00883
제3대,국무위원,손원일,5,0,1,3,3,0,6,6,12,20,52359,국방부장관,0.229,0.115,0.115,0.008
제3대,국무위원,윤인상,1,9,0,1,1,0,10,2,12,58,52890,재무부차관,0.227,0.189,0.038,0.00808
제3대,의원,정형모,11,0,0,0,0,0,11,0,11,7,2442,전문위원,4.505,4.505,0.0,0.00037
제3대,국무위원,김정열,1,7,0,0,3,0,8,3,11,48,29755,국방부장관,0.37,0.269,0.101,0.00455
제3대,정부위원,신두영,11,0,0,0,0,0,11,0,11,10,15190,국무원사무국장,0.724,0.724,0.0,0.00232
제3대,국무위원,유완창,5,2,0,0,3,0,7,3,10,71,44447,부흥부장관,0.225,0.157,0.067,0.00679
제3대,의원,류순식,1,0,2,3,1,2,3,6,9,32,43804,의원,0.205,0.068,0.137,0.00669
제3대,국무위원,백한성,2,0,1,3,3,0,3,6,9,47,90606,내무부장관,0.099,0.033,0.066,0.01384
제3대,국무위원,김정렬,8,0,0,0,1,0,8,1,9,16,27573,국방부장관,0.326,0.29,0.036,0.00421
제3대,기타,구용서,6,0,0,0,2,0,6,2,8,42,42438,산업은행총재,0.189,0.141,0.047,0.00648
제3대,국무위원,고광만,3,2,0,0,1,2,5,3,8,6,20659,문교부차관,0.387,0.242,0.145,0.00316
제3대,증인·참고인,함상훈,0,0,2,5,1,0,2,6,8,2,14958,증인,0.535,0.134,0.401,0.00229
제3대,기타,정긍모,6,0,0,0,2,0,6,2,8,9,4790,해군참모총장,1.67,1.253,0.418,0.00073
제3대,기타,최하영,5,0,0,1,1,0,5,2,7,19,27481,심계원장,0.255,0.182,0.073,0.0042
제3대,기타,백선엽,6,0,1,0,0,0,7,0,7,7,7276,육군참모총장,0.962,0.962,0.0,0.00111
제3대,정부위원,오림근,6,0,0,0,0,1,6,1,7,49,14955,기획처예산국장,0.468,0.401,0.067,0.00228
제3대,정부위원,갈홍기,6,0,0,0,0,1,6,1,7,33,13674,공보실장,0.512,0.439,0.073,0.00209
제3대,국무위원,김의창,2,0,1,0,3,0,3,3,6,31,17482,체신부차관,0.343,0.172,0.172,0.00267
제3대,국무위원,배영호,3,0,1,1,1,0,4,2,6,12,23463,법무부차관,0.256,0.17,0.085,0.00358
제3대,국무위원,신효선,4,0,2,0,0,0,6,0,6,12,24287,보건사회부차관,0.247,0.247,0.0,0.00371
제3대,사무처,최정우,4,1,0,1,0,0,5,1,6,40,37882,사무총장,0.158,0.132,0.026,0.00579
제3대,기타,김창규,6,0,0,0,0,0,6,0,6,3,1806,공군참모차장,3.322,3.322,0.0,0.00028
제3대,국무위원,이응준,4,1,0,0,1,0,5,1,6,47,25302,체신부장관,0.237,0.198,0.04,0.00387
제3대,국무위원,조용순,4,0,0,0,2,0,4,2,6,60,69234,법무부장관,0.087,0.058,0.029,0.01058
제3대,국무위원,김용택,0,2,3,0,0,0,5,0,5,6,2792,사회부차관,1.791,1.791,0.0,0.00043
제3대,국무위원,권성기,3,0,0,0,2,0,3,2,5,49,28962,농림부차관,0.173,0.104,0.069,0.00443
제3대,국무위원,김치영,4,0,0,0,1,0,4,1,5,12,7593,부흥부차관,0.659,0.527,0.132,0.00116
제3대,정부위원,윤우경,2,0,0,0,1,2,2,3,5,21,23643,구황실총무국장,0.211,0.085,0.127,0.00361
제3대,위원장,류진산,1,0,0,4,0,0,1,4,5,6,26342,내무위원장대리,0.19,0.038,0.152,0.00402
제3대,기타,원용석,1,1,0,0,1,2,2,3,5,62,52259,기획처장,0.096,0.038,0.057,0.00798
제3대,정부위원,오재경,2,0,0,3,0,0,2,3,5,15,15268,공보실장,0.327,0.131,0.196,0.00233
제3대,국무위원,손창환,3,0,1,0,1,0,4,1,5,14,21405,보건사회부장관,0.234,0.187,0.047,0.00327
제3대,국무위원,최규옥,3,0,0,0,1,0,3,1,4,27,52674,농림부장관,0.076,0.057,0.019,0.00805
제3대,국무위원,석상옥,4,0,0,0,0,0,4,0,4,5,1900,교통부차관,2.105,2.105,0.0,0.00029
제3대,정부위원,박철재,4,0,0,0,0,0,4,0,4,12,8718,문교부기술교육국장,0.459,0.459,0.0,0.00133
제3대,기타,정운갑,4,0,0,0,0,0,4,0,4,1,1437,총무처장,2.784,2.784,0.0,0.00022
제3대,국무위원,김종갑,2,0,0,0,2,0,2,2,4,11,17412,국방부차관,0.23,0.115,0.115,0.00266
제3대,정부위원,김영준,2,0,0,1,0,0,2,1,3,3,3245,산림국장,0.924,0.616,0.308,0.0005
제3대,정부위원,권병호,0,1,2,0,0,0,3,0,3,3,26429,총무국장,0.114,0.114,0.0,0.00404
제3대,정부위원,신현확,3,0,0,0,0,0,3,0,3,1,897,상공부공업국장,3.344,3.344,0.0,0.00014
제3대,정부위원,홍진기,3,0,0,0,0,0,3,0,3,10,10122,해무청장,0.296,0.296,0.0,0.00155
제3대,정부위원,이열모,1,2,0,0,0,0,3,0,3,89,29986,재무부이재국장,0.1,0.1,0.0,0.00458
제3대,정부위원,안정근,3,0,0,0,0,0,3,0,3,27,18370,전매청장,0.163,0.163,0.0,0.00281
제3대,의원,류지원,0,0,2,1,0,0,2,1,3,18,18734,의원,0.16,0.107,0.053,0.00286
제3대,위원장,류지원,0,0,0,2,1,0,0,3,3,36,19811,국방위원장,0.151,0.0,0.151,0.00303
제3대,정부위원,이치영,0,1,1,0,1,0,2,1,3,24,10851,재무부이재국장,0.276,0.184,0.092,0.00166
제3대,국무위원,최세황,2,0,0,0,0,0,2,0,2,14,15742,국방부차관,0.127,0.127,0.0,0.00241
제3대,의원,이우줄,1,0,1,0,0,0,2,0,2,5,22229,의원,0.09,0.09,0.0,0.0034
제3대,의원,유태영,1,0,1,0,0,0,2,0,2,8,8233,전문위원,0.243,0.243,0.0,0.00126
제3대,국무위원,이광,0,0,0,0,2,0,0,2,2,6,9915,체신부장관,0.202,0.0,0.202,0.00151
제3대,기타,장덕창,2,0,0,0,0,0,2,0,2,5,1474,공군참모총장,1.357,1.357,0.0,0.00023
제3대,국무위원,신현확,2,0,0,0,0,0,2,0,2,9,11535,부흥부차관,0.173,0.173,0.0,0.00176
제3대,정부위원,민복기,1,1,0,0,0,0,2,0,2,26,7307,해무청장,0.274,0.274,0.0,0.00112
제3대,정부위원,이남신,2,0,0,0,0,0,2,0,2,4,1774,농림부축정국장,1.127,1.127,0.0,0.00027
제3대,정부위원,박천일,0,1,0,0,1,0,1,1,2,1,2039,검찰국장,0.981,0.49,0.49,0.00031
제3대,의원,남흥우,0,1,0,0,1,0,1,1,2,22,15514,전문위원,0.129,0.064,0.064,0.00237
제3대,위원장,김병로,0,0,0,2,0,0,0,2,2,1,16538,법전편찬위원장,0.121,0.0,0.121,0.00253
제3대,정부위원,박도언,2,0,0,0,0,0,2,0,2,49,9496,전매청총무국장,0.211,0.211,0.0,0.00145
제3대,국무위원,정진욱,2,0,0,0,0,0,2,0,2,5,5292,보건사회부차관,0.378,0.378,0.0,0.00081
제3대,국무위원,김윤기,0,0,0,0,1,1,0,2,2,32,21756,교통부차관,0.092,0.0,0.092,0.00332
제3대,기타,한성수,0,0,0,1,0,0,0,1,1,14,6942,법원행정처장,0.144,0.0,0.144,0.00106
제3대,의원,쟈부라키,0,0,0,1,0,0,0,1,1,1,2689,의원,0.372,0.0,0.372,0.00041
제3대,정부위원,김준환,1,0,0,0,0,0,1,0,1,47,13880,관재국장,0.072,0.072,0.0,0.00212
제3대,정부위원,김치영,1,0,0,0,0,0,1,0,1,25,17536,전매청장,0.057,0.057,0.0,0.00268
제3대,국무위원,최재호,0,0,0,0,1,0,0,1,1,3,1328,체신부차관,0.753,0.0,0.753,0.0002
제3대,기타,김유택,0,0,0,0,1,0,0,1,1,2,11585,한은총재,0.086,0.0,0.086,0.00177
제3대,정부위원,김해림,1,0,0,0,0,0,1,0,1,5,724,내무부토목국장,1.381,1.381,0.0,0.00011
제3대,국무위원,오영재,0,0,0,0,1,0,0,1,1,21,11442,부흥부차관,0.087,0.0,0.087,0.00175
제3대,의원,서극형,0,0,1,0,0,0,1,0,1,6,5024,전문위원,0.199,0.199,0.0,0.00077
제3대,정부위원,이봉희,0,0,0,0,1,0,0,1,1,39,11873,농림부양정국장,0.084,0.0,0.084,0.00181
제3대,정부위원,신언한,1,0,0,0,0,0,1,0,1,2,1260,법무부형정국장,0.794,0.794,0.0,0.00019
제3대,정부위원,김신서,0,0,0,0,1,0,0,1,1,6,1290,재무부세관국장,0.775,0.0,0.775,0.0002
제3대,의원,김익로,0,0,0,0,1,0,0,1,1,17,13856,의원,0.072,0.0,0.072,0.00212
제3대,기타,민문기,0,0,0,0,1,0,0,1,1,5,5267,법원행정처차장,0.19,0.0,0.19,0.0008
제3대,정부위원,지덕영,0,0,0,0,1,0,0,1,1,2,1894,상역국장,0.528,0.0,0.528,0.00029
제3대,정부위원,김병윤,0,0,0,0,1,0,0,1,1,19,6356,농림부농정국장,0.157,0.0,0.157,0.00097
제3대,기타,송인상,0,0,0,1,0,0,0,1,1,14,6994,한국은행부총재,0.143,0.0,0.143,0.00107
제3대,정부위원,고재필,0,0,0,0,1,0,0,1,1,1,2230,민의원법제조사국장,0.448,0.0,0.448,0.00034
제3대,정부위원,최인규,0,0,0,0,1,0,0,1,1,11,7390,외자청장,0.135,0.0,0.135,0.00113
제3대,정부위원,김영주,1,0,0,0,0,0,1,0,1,6,988,외무부정무국장,1.012,1.012,0.0,0.00015
제3대,정부위원,김동조,1,0,0,0,0,0,1,0,1,7,4663,외무부정무국장,0.214,0.214,0.0,0.00071
제3대,정부위원,신태익,0,0,0,0,0,1,0,1,1,5,3711,법제실장,0.269,0.0,0.269,0.00057
제3대,정부위원,한미,0,0,0,0,0,0,0,0,0,1,81,부흥부기획국장,0.0,0.0,0.0,0.00001
제3대,정부위원,이재곤,0,0,0,0,0,0,0,0,0,5,1139,체신부전무국장,0.0,0.0,0.0,0.00017
제3대,증인·참고인,김동성,0,0,0,0,0,0,0,0,0,2,1622,증인,0.0,0.0,0.0,0.00025
제3대,정부위원,강영직,0,0,0,0,0,0,0,0,0,1,418,교통부공전국장,0.0,0.0,0.0,0.00006
제3대,정부위원,정영기,0,0,0,0,0,0,0,0,0,1,1340,광무국장,0.0,0.0,0.0,0.0002
제3대,의원,헤어지고,0,0,0,0,0,0,0,0,0,1,67,의원,0.0,0.0,0.0,0.00001
제3대,정부위원,최경남,0,0,0,0,0,0,0,0,0,4,915,국방부경리국장,0.0,0.0,0.0,0.00014
제3대,정부위원,김종대,0,0,0,0,0,0,0,0,0,1,374,재무부이재국장,0.0,0.0,0.0,0.00006
제3대,의원,유태식,0,0,0,0,0,0,0,0,0,1,53,위원,0.0,0.0,0.0,0.00001
제3대,정부위원,이동희,0,0,0,0,0,0,0,0,0,4,933,교통부경리국장,0.0,0.0,0.0,0.00014
제3대,국무위원,김호식,0,0,0,0,0,0,0,0,0,11,2740,문교부차관,0.0,0.0,0.0,0.00042
제3대,의원,박영배,0,0,0,0,0,0,0,0,0,1,135,전문위원,0.0,0.0,0.0,0.00002
제3대,의원,김선택,0,0,0,0,0,0,0,0,0,1,657,위원,0.0,0.0,0.0,0.0001
