Assembly_Num,Role_Group,Speaker,Technology,Income,Labor,Immigration,Migration,Foreigner,Discourse_Development,Discourse_Boundary,Keyword_Total,Speech_Count,Total_Chars,Primary_Role,Keyword_Per_1k_Chars,Development_Per_1k_Chars,Boundary_Per_1k_Chars,Share_of_Chars
제4대,증인·참고인,이종판,0,0,1,0,0,0,1,0,1,20,3895,증인,0.257,0.257,0.0,0.00049
제4대,기타,유재흥,0,0,0,0,1,0,0,1,1,7,4864,연합참모본부총장,0.206,0.0,0.206,0.00061
제4대,정부위원,안광호,0,0,0,0,1,0,0,1,1,10,3856,국방부관리국장,0.259,0.0,0.259,0.00048
제4대,정부위원,정경모,0,0,0,0,1,0,0,1,1,1,860,보건사회부약정국장,1.163,0.0,1.163,0.00011
제4대,증인·참고인,강지형,0,0,1,0,0,0,1,0,1,10,463,증인,2.16,2.16,0.0,0.00006
제4대,정부위원,박충훈,0,0,0,0,1,0,0,1,1,36,2544,육군본부경리국장,0.393,0.0,0.393,0.00032
제4대,기타,장덕창,1,0,0,0,0,0,1,0,1,11,8174,공군참모총장,0.122,0.122,0.0,0.00102
제4대,정부위원,최석,0,0,0,0,1,0,0,1,1,1,307,육군본부관리참모부장,3.257,0.0,3.257,0.00004
제4대,기타,김용택,1,0,0,0,0,0,1,0,1,1,150,육군본부군수참모부차장,6.667,6.667,0.0,0.00002
제4대,의원,이문세,0,0,1,0,0,0,1,0,1,2,2104,전문위원,0.475,0.475,0.0,0.00026
제4대,정부위원,박인순,1,0,0,0,0,0,1,0,1,1,1540,보건사회부부녀국장,0.649,0.649,0.0,0.00019
제4대,증인·참고인,최병용,0,0,1,0,0,0,1,0,1,6,1179,증인,0.848,0.848,0.0,0.00015
제4대,정부위원,이것은,1,0,0,0,0,0,1,0,1,5,393,육군본부인사국장,2.545,2.545,0.0,0.00005
제4대,증인·참고인,조호갑,0,0,1,0,0,0,1,0,1,27,1126,증인,0.888,0.888,0.0,0.00014
제4대,정부위원,최병환,0,1,0,0,0,0,1,0,1,19,22198,내무부지방국장,0.045,0.045,0.0,0.00278
제4대,정부위원,고재필,0,0,0,0,0,1,0,1,1,10,2929,법제조사국장,0.341,0.0,0.341,0.00037
제4대,기타,부산병기,1,0,0,0,0,0,1,0,1,5,340,기지사령부생산처장,2.941,2.941,0.0,0.00004
제4대,증인·참고인,이원,0,0,1,0,0,0,1,0,1,3,754,증인,1.326,1.326,0.0,0.00009
제4대,정부위원,이병학,0,0,0,0,1,0,0,1,1,1,3097,보건사회부방역국장,0.323,0.0,0.323,0.00039
제4대,증인·참고인,박주복,1,0,0,0,0,0,1,0,1,9,1001,증인,0.999,0.999,0.0,0.00013
제4대,정부위원,윤유선,0,0,1,0,0,0,1,0,1,4,2150,보건사회부의정국장,0.465,0.465,0.0,0.00027
제4대,정부위원,안춘생,1,0,0,0,0,0,1,0,1,17,2196,육군본부인사참모부장,0.455,0.455,0.0,0.00027
제4대,의원,이선교,0,0,0,0,1,0,0,1,1,6,2803,전문위원,0.357,0.0,0.357,0.00035
제4대,증인·참고인,강정규,1,0,0,0,0,0,1,0,1,28,2560,증인,0.391,0.391,0.0,0.00032
제4대,정부위원,김신서,1,0,0,0,0,0,1,0,1,15,6721,재무부세관국장,0.149,0.149,0.0,0.00084
제4대,기타,이호상,0,0,0,0,1,0,0,1,1,59,13106,농업은행부총재,0.076,0.0,0.076,0.00164
제4대,증인·참고인,김경술,0,1,0,0,0,0,1,0,1,56,12395,증인,0.081,0.081,0.0,0.00155
제4대,정부위원,이상훈,0,0,0,0,1,0,0,1,1,19,2928,교통부육운국장,0.342,0.0,0.342,0.00037
제4대,기타,한성수,1,0,0,0,0,0,1,0,1,8,9099,법원행정처장,0.11,0.11,0.0,0.00114
제4대,정부위원,오길영,0,0,0,0,1,0,0,1,1,17,1654,교통부경리국장,0.605,0.0,0.605,0.00021
제4대,의원,박영빈,0,0,0,0,1,0,0,1,1,1,26,전문위원,38.462,0.0,38.462,0.0
제4대,증인·참고인,신용권,0,0,1,0,0,0,1,0,1,5,596,증인,1.678,1.678,0.0,0.00007
제4대,정부위원,이것을,1,0,0,0,0,0,1,0,1,2,265,해병대사령부군수국장,3.774,3.774,0.0,0.00003
제4대,정부위원,지당한,0,0,0,0,0,0,0,0,0,1,174,국방부경리국장,0.0,0.0,0.0,0.00002
제4대,의원,권중섭,0,0,0,0,0,0,0,0,0,1,29,위원,0.0,0.0,0.0,0.0
제4대,기타,육본에서,0,0,0,0,0,0,0,0,0,1,35,경상북도병사구사령관,0.0,0.0,0.0,0.0
제4대,기타,아직까지,0,0,0,0,0,0,0,0,0,1,15,부산경비사령관,0.0,0.0,0.0,0.0
제4대,증인·참고인,최유영,0,0,0,0,0,0,0,0,0,4,2135,증인,0.0,0.0,0.0,0.00027
제4대,정부위원,김정렴,0,0,0,0,0,0,0,0,0,9,3885,재무부이재국장,0.0,0.0,0.0,0.00049
제4대,정부위원,아닙니다,0,0,0,0,0,0,0,0,0,1,53,해병대사령부인사국장,0.0,0.0,0.0,0.00001
제4대,증인·참고인,변재준,0,0,0,0,0,0,0,0,0,3,355,증인,0.0,0.0,0.0,0.00004
제4대,정부위원,주로,0,0,0,0,0,0,0,0,0,2,184,육군본부작전교육국장,0.0,0.0,0.0,0.00002
제4대,정부위원,아직,0,0,0,0,0,0,0,0,0,1,106,육군본부보도실장,0.0,0.0,0.0,0.00001
제4대,기타,황인표,0,0,0,0,0,0,0,0,0,3,395,경상북도병사구사령관,0.0,0.0,0.0,0.00005
제4대,정부위원,이동희,0,0,0,0,0,0,0,0,0,61,9746,교통부경리국장,0.0,0.0,0.0,0.00122
제4대,기타,나빠질,0,0,0,0,0,0,0,0,0,1,19,경상북도병사구사령관,0.0,0.0,0.0,0.0
제4대,증인·참고인,조래운,0,0,0,0,0,0,0,0,0,14,547,증인,0.0,0.0,0.0,0.00007
제4대,기타,대강,0,0,0,0,0,0,0,0,0,1,22,경기병사구사령관,0.0,0.0,0.0,0.0
제4대,기타,없습니다,0,0,0,0,0,0,0,0,0,4,47,부산경비사령관,0.0,0.0,0.0,0.00001
제4대,기타,김희찬,0,0,0,0,0,0,0,0,0,4,303,국방위원회간사,0.0,0.0,0.0,0.00004
제4대,증인·참고인,김우창,0,0,0,0,0,0,0,0,0,1,25,증인,0.0,0.0,0.0,0.0
제4대,증인·참고인,구봉회,0,0,0,0,0,0,0,0,0,4,2135,증인,0.0,0.0,0.0,0.00027
제4대,정부위원,김신단,0,0,0,0,0,0,0,0,0,1,806,재무부관재국장,0.0,0.0,0.0,0.0001
제4대,정부위원,육해공군,0,0,0,0,0,0,0,0,0,1,86,국방부총무국장대리,0.0,0.0,0.0,0.00001
제4대,기타,작년에,0,0,0,0,0,0,0,0,0,1,132,해군함대사령관,0.0,0.0,0.0,0.00002
제4대,증인·참고인,임봉순,0,0,0,0,0,0,0,0,0,30,1930,증인,0.0,0.0,0.0,0.00024
제4대,의원,박명길,0,0,0,0,0,0,0,0,0,1,26,위원,0.0,0.0,0.0,0.0
제4대,정부위원,젯트기를,0,0,0,0,0,0,0,0,0,1,44,공군사관학교정보국장,0.0,0.0,0.0,0.00001
제4대,의원,박병호,0,0,0,0,0,0,0,0,0,1,10,위원,0.0,0.0,0.0,0.0
제4대,증인·참고인,여덕만,0,0,0,0,0,0,0,0,0,19,502,증인,0.0,0.0,0.0,0.00006
제4대,정부위원,과거에는,0,0,0,0,0,0,0,0,0,1,85,국방부경리국장,0.0,0.0,0.0,0.00001
제4대,국무위원,김영찬,0,0,0,0,0,0,0,0,0,1,214,상공부장관,0.0,0.0,0.0,0.00003
제4대,기타,박기희,0,0,0,0,0,0,0,0,0,1,189,농업은행총재,0.0,0.0,0.0,0.00002
제4대,기타,유경인,0,0,0,0,0,0,0,0,0,24,1440,공군본부인사차장,0.0,0.0,0.0,0.00018
제4대,기타,이덕영,0,0,0,0,0,0,0,0,0,2,252,공군기술교육단인사처장,0.0,0.0,0.0,0.00003
제4대,정부위원,적이,0,0,0,0,0,0,0,0,0,1,1145,육군본부정보국장,0.0,0.0,0.0,0.00014
제4대,국무위원,박도언,0,0,0,0,0,0,0,0,0,2,1472,농림부차관,0.0,0.0,0.0,0.00018
제4대,증인·참고인,정금체,0,0,0,0,0,0,0,0,0,23,576,증인,0.0,0.0,0.0,0.00007
제4대,기타,모르는,0,0,0,0,0,0,0,0,0,1,5,충청남도지구병사구사령관,0.0,0.0,0.0,0.0
제4대,정부위원,외무부의,0,0,0,0,0,0,0,0,0,1,84,국방부총무국장대리,0.0,0.0,0.0,0.00001
제4대,기타,영달,0,0,0,0,0,0,0,0,0,1,13,경기병사구사령관,0.0,0.0,0.0,0.0
제4대,정부위원,강봉수,0,0,0,0,0,0,0,0,0,1,1751,보건사회부원호국장,0.0,0.0,0.0,0.00022
제4대,정부위원,감시는,0,0,0,0,0,0,0,0,0,1,169,해군본부관리참모부장,0.0,0.0,0.0,0.00002
제4대,증인·참고인,전창희,0,0,0,0,0,0,0,0,0,43,7265,증인,0.0,0.0,0.0,0.00091
제4대,정부위원,지금까지,0,0,0,0,0,0,0,0,0,1,93,국방부경리국장,0.0,0.0,0.0,0.00001
제4대,의원,이상룡,0,0,0,0,0,0,0,0,0,3,1141,위원,0.0,0.0,0.0,0.00014
제4대,기타,작년,0,0,0,0,0,0,0,0,0,1,20,부산경비사령관,0.0,0.0,0.0,0.0
제4대,정부위원,전봉희,0,0,0,0,0,0,0,0,0,9,1256,공군본부정보국장,0.0,0.0,0.0,0.00016
제4대,증인·참고인,김형대,0,0,0,0,0,0,0,0,0,32,3608,증인,0.0,0.0,0.0,0.00045
제4대,기타,김영찬,0,0,0,0,0,0,0,0,0,4,1649,한국산업은행총재,0.0,0.0,0.0,0.00021
제4대,기타,업자가,0,0,0,0,0,0,0,0,0,1,137,육군본부조달차장,0.0,0.0,0.0,0.00002
제4대,의원,윤영구,0,0,0,0,0,0,0,0,0,6,153,전문위원,0.0,0.0,0.0,0.00002
제4대,미상,이성호,0,0,0,0,0,0,0,0,0,87,3578,"",0.0,0.0,0.0,0.00045
제4대,증인·참고인,김준기,0,0,0,0,0,0,0,0,0,10,736,증인,0.0,0.0,0.0,0.00009
제4대,기타,없었지요,0,0,0,0,0,0,0,0,0,1,8,경기병사구사령관,0.0,0.0,0.0,0.0
제4대,기타,그다음에,0,0,0,0,0,0,0,0,0,1,480,육군특무부대내정처장,0.0,0.0,0.0,0.00006
제4대,정부위원,김영관,0,0,0,0,0,0,0,0,0,4,412,해군본부인사국장,0.0,0.0,0.0,0.00005
제4대,정부위원,시행령에,0,0,0,0,0,0,0,0,0,1,140,육군본부인사국장,0.0,0.0,0.0,0.00002
제4대,정부위원,이재곤,0,0,0,0,0,0,0,0,0,2,414,체신부전무국장,0.0,0.0,0.0,0.00005
제4대,의원,이두형,0,0,0,0,0,0,0,0,0,3,1440,위원,0.0,0.0,0.0,0.00018
제4대,정부위원,내년에,0,0,0,0,0,0,0,0,0,1,12,공군본부경리국장,0.0,0.0,0.0,0.0
제4대,정부위원,거기서,0,0,0,0,0,0,0,0,0,1,14,육군본부보도실장,0.0,0.0,0.0,0.0
제4대,정부위원,이영우,0,0,0,0,0,0,0,0,0,6,595,해병대사령부작전교육국장,0.0,0.0,0.0,0.00007
제4대,정부위원,여기에,0,0,0,0,0,0,0,0,0,2,245,국방부경리국장,0.0,0.0,0.0,0.00003
제4대,정부위원,함성용,0,0,0,0,0,0,0,0,0,14,1612,외자청관리국장,0.0,0.0,0.0,0.0002
제4대,기타,그것은,0,0,0,0,0,0,0,0,0,5,514,병기기지사령부부사령관,0.0,0.0,0.0,0.00006
제4대,증인·참고인,고철환,0,0,0,0,0,0,0,0,0,24,659,증인,0.0,0.0,0.0,0.00008
제4대,정부위원,저희가,0,0,0,0,0,0,0,0,0,2,399,해군본부관리참모부장,0.0,0.0,0.0,0.00005
제4대,기타,저도,0,0,0,0,0,0,0,0,0,1,28,해군함대사령관,0.0,0.0,0.0,0.0
제4대,정부위원,대개,0,0,0,0,0,0,0,0,0,2,325,수로국장,0.0,0.0,0.0,0.00004
제4대,증인·참고인,주영택,0,0,0,0,0,0,0,0,0,4,356,증인,0.0,0.0,0.0,0.00004
제4대,기타,지금까지,0,0,0,0,0,0,0,0,0,1,201,진해해군통제사령관,0.0,0.0,0.0,0.00003
제4대,정부위원,공군에서,0,0,0,0,0,0,0,0,0,1,98,공군작전참모부장,0.0,0.0,0.0,0.00001
제4대,증인·참고인,박계진,0,0,0,0,0,0,0,0,0,15,1695,증인,0.0,0.0,0.0,0.00021
제4대,증인·참고인,최재섭,0,0,0,0,0,0,0,0,0,40,1730,증인,0.0,0.0,0.0,0.00022
제4대,기타,저희들이,0,0,0,0,0,0,0,0,0,1,22,인천경비부사령관,0.0,0.0,0.0,0.0
제4대,정부위원,발행하지,0,0,0,0,0,0,0,0,0,1,24,수로국장,0.0,0.0,0.0,0.0
제4대,정부위원,다른,0,0,0,0,0,0,0,0,0,2,42,해군본부인사국장,0.0,0.0,0.0,0.00001
제4대,증인·참고인,김봉진,0,0,0,0,0,0,0,0,0,25,3118,증인,0.0,0.0,0.0,0.00039
제4대,기타,최응복,0,0,0,0,0,0,0,0,0,13,2302,서울특별시부시장,0.0,0.0,0.0,0.00029
제4대,정부위원,김응순,0,0,0,0,0,0,0,0,0,3,860,해무청해운국장,0.0,0.0,0.0,0.00011
제4대,기타,이것이,0,0,0,0,0,0,0,0,0,1,184,공군본부정보차장,0.0,0.0,0.0,0.00002
제4대,정부위원,차가,0,0,0,0,0,0,0,0,0,1,214,육군본부인사국장,0.0,0.0,0.0,0.00003
제4대,기타,총액이,0,0,0,0,0,0,0,0,0,1,26,해병진해기지사령관,0.0,0.0,0.0,0.0
제4대,증인·참고인,이필재,0,0,0,0,0,0,0,0,0,17,1979,증인,0.0,0.0,0.0,0.00025
제4대,정부위원,그런,0,0,0,0,0,0,0,0,0,1,29,수로국장,0.0,0.0,0.0,0.0
제4대,정부위원,어디를,0,0,0,0,0,0,0,0,0,1,222,육군본부군수국장,0.0,0.0,0.0,0.00003
제4대,정부위원,수로여비,0,0,0,0,0,0,0,0,0,1,18,수로국장,0.0,0.0,0.0,0.0
제4대,증인·참고인,이은철,0,0,0,0,0,0,0,0,0,21,981,증인,0.0,0.0,0.0,0.00012
제4대,기타,말씀하신,0,0,0,0,0,0,0,0,0,1,634,의무기지사령관,0.0,0.0,0.0,0.00008
제4대,기타,정홍섭,0,0,0,0,0,0,0,0,0,12,2014,사무차장,0.0,0.0,0.0,0.00025
제4대,정부위원,도망자에,0,0,0,0,0,0,0,0,0,1,28,해병대사령부인사국장,0.0,0.0,0.0,0.0
제4대,기타,아마,0,0,0,0,0,0,0,0,0,1,22,진해해군통제부사령관,0.0,0.0,0.0,0.0
제4대,기타,총장,0,0,0,0,0,0,0,0,0,1,79,교육총본부부총장,0.0,0.0,0.0,0.00001
제4대,증인·참고인,정현팔,0,0,0,0,0,0,0,0,0,12,1902,증인,0.0,0.0,0.0,0.00024
제4대,기타,봉급,0,0,0,0,0,0,0,0,0,1,25,해군본부경비부사령관,0.0,0.0,0.0,0.0
제4대,기타,그래서,0,0,0,0,0,0,0,0,0,1,105,병기기지사령부부사령관,0.0,0.0,0.0,0.00001
제4대,증인·참고인,신정강,0,0,0,0,0,0,0,0,0,21,642,증인,0.0,0.0,0.0,0.00008
제4대,의원,이수용,0,0,0,0,0,0,0,0,0,44,1151,전문위원,0.0,0.0,0.0,0.00014
제4대,기타,감사한,0,0,0,0,0,0,0,0,0,1,451,진해해군통제사령관,0.0,0.0,0.0,0.00006
제4대,정부위원,솔직히,0,0,0,0,0,0,0,0,0,2,117,육군본부군수국장,0.0,0.0,0.0,0.00001
제4대,정부위원,대략,0,0,0,0,0,0,0,0,0,1,31,공군작전참모부장,0.0,0.0,0.0,0.0
제4대,증인·참고인,김화수,0,0,0,0,0,0,0,0,0,35,2551,증인,0.0,0.0,0.0,0.00032
제4대,기타,조태준,0,0,0,0,0,0,0,0,0,12,701,공군기술교육단경리처장,0.0,0.0,0.0,0.00009
제4대,정부위원,제가,0,0,0,0,0,0,0,0,0,2,288,해병대사령부군수국장,0.0,0.0,0.0,0.00004
제4대,기타,그렇지,0,0,0,0,0,0,0,0,0,1,149,충청남도지구병사구사령관,0.0,0.0,0.0,0.00002
제4대,정부위원,이종우,0,0,0,0,0,0,0,0,0,19,1045,연합참모본부장,0.0,0.0,0.0,0.00013
제4대,증인·참고인,김성립,0,0,0,0,0,0,0,0,0,14,2084,증인,0.0,0.0,0.0,0.00026
제4대,증인·참고인,허형구,0,0,0,0,0,0,0,0,0,26,4548,증인,0.0,0.0,0.0,0.00057
제4대,증인·참고인,김무신,0,0,0,0,0,0,0,0,0,8,1643,증인,0.0,0.0,0.0,0.00021
제4대,위원장,류지원,0,0,0,0,0,0,0,0,0,88,15294,위원장,0.0,0.0,0.0,0.00191
제4대,기타,김일병,0,0,0,0,0,0,0,0,0,1,438,해군참모차장,0.0,0.0,0.0,0.00005
제4대,정부위원,그것이,0,0,0,0,0,0,0,0,0,1,122,육군본부작전교육국장,0.0,0.0,0.0,0.00002
제4대,증인·참고인,주희국,0,0,0,0,0,0,0,0,0,50,2928,증인,0.0,0.0,0.0,0.00037
제4대,의원,나상한,0,0,0,0,0,0,0,0,0,1,40,위원,0.0,0.0,0.0,0.00001
제4대,기타,정정해서,0,0,0,0,0,0,0,0,0,1,10,부산경비사령관,0.0,0.0,0.0,0.0
제4대,정부위원,현시학,0,0,0,0,0,0,0,0,0,2,414,해군본부작전참모부장,0.0,0.0,0.0,0.00005
제4대,기타,이두황,0,0,0,0,0,0,0,0,0,93,9010,전남지구병사구사령관,0.0,0.0,0.0,0.00113
제4대,기타,박숙희,0,0,0,0,0,0,0,0,0,10,3805,농업은행총재,0.0,0.0,0.0,0.00048
제4대,정부위원,작년도,0,0,0,0,0,0,0,0,0,1,105,육군특무부대경리실장,0.0,0.0,0.0,0.00001
제4대,정부위원,윤대은,0,0,0,0,0,0,0,0,0,10,1742,체신부전무국장,0.0,0.0,0.0,0.00022
제4대,증인·참고인,강태호,0,0,0,0,0,0,0,0,0,17,4296,증인,0.0,0.0,0.0,0.00054
제4대,증인·참고인,박세현,0,0,0,0,0,0,0,0,0,9,2666,증인,0.0,0.0,0.0,0.00033
제4대,기타,김이호,0,0,0,0,0,0,0,0,0,1,22,공군기술교육단군수처장,0.0,0.0,0.0,0.0
제4대,정부위원,김창우,0,0,0,0,0,0,0,0,0,1,265,한국운수외자부장,0.0,0.0,0.0,0.00003
제4대,증인·참고인,박용록,0,0,0,0,0,0,0,0,0,17,2580,증인,0.0,0.0,0.0,0.00032
제4대,기타,재료비는,0,0,0,0,0,0,0,0,0,1,9,육군병기기지사령관,0.0,0.0,0.0,0.0
제4대,정부위원,이진호,0,0,0,0,0,0,0,0,0,1,476,의사국장,0.0,0.0,0.0,0.00006
제4대,정부위원,강명옥,0,0,0,0,0,0,0,0,0,11,4658,법무부법제실장,0.0,0.0,0.0,0.00058
제4대,정부위원,박병권,0,0,0,0,0,0,0,0,0,1,294,육군본부관리부장,0.0,0.0,0.0,0.00004
제4대,기타,상신한,0,0,0,0,0,0,0,0,0,1,86,경상남도지구병사구사령관,0.0,0.0,0.0,0.00001
제4대,증인·참고인,최영빈,0,0,0,0,0,0,0,0,0,8,321,증인,0.0,0.0,0.0,0.00004
제4대,기타,잘하고,0,0,0,0,0,0,0,0,0,1,23,진해해군통제사령관,0.0,0.0,0.0,0.0
제4대,국무위원,정동기,0,0,0,0,0,0,0,0,0,1,91,국방장관,0.0,0.0,0.0,0.00001
제4대,정부위원,강호륜,0,0,0,0,0,0,0,0,0,7,1072,공군본부작전국장,0.0,0.0,0.0,0.00013
제4대,기타,금년에,0,0,0,0,0,0,0,0,0,2,94,부산경비사령관,0.0,0.0,0.0,0.00001
제4대,정부위원,재정법에,0,0,0,0,0,0,0,0,0,1,31,해군본부함정국장,0.0,0.0,0.0,0.0
제4대,국무위원,박종권,0,0,0,0,0,0,0,0,0,1,1035,재무부차관,0.0,0.0,0.0,0.00013
제4대,정부위원,이것이,0,0,0,0,0,0,0,0,0,1,36,해병대사령부군수국장,0.0,0.0,0.0,0.0
제4대,기타,연천의,0,0,0,0,0,0,0,0,0,1,63,육군본부조달차장,0.0,0.0,0.0,0.00001
제4대,정부위원,육대이상,0,0,0,0,0,0,0,0,0,1,8,국방부총무국장대리,0.0,0.0,0.0,0.0
제4대,증인·참고인,성원경,0,0,0,0,0,0,0,0,0,13,297,증인,0.0,0.0,0.0,0.00004
제4대,증인·참고인,차형기,0,0,0,0,0,0,0,0,0,33,1555,증인,0.0,0.0,0.0,0.00019
제4대,의원,이태준,0,0,0,0,0,0,0,0,0,2,3467,전문위원,0.0,0.0,0.0,0.00043
제4대,기타,부산에,0,0,0,0,0,0,0,0,0,1,18,부산경비사령관,0.0,0.0,0.0,0.0
제4대,기타,항만과는,0,0,0,0,0,0,0,0,0,1,107,병기기지사령부부사령관,0.0,0.0,0.0,0.00001
제4대,기타,사금만을,0,0,0,0,0,0,0,0,0,1,38,충청남도지구병사구사령관,0.0,0.0,0.0,0.0
제4대,정부위원,가격은,0,0,0,0,0,0,0,0,0,1,23,육군본부군수국장,0.0,0.0,0.0,0.0
제4대,기타,국방부와,0,0,0,0,0,0,0,0,0,1,31,경상북도병사구사령관,0.0,0.0,0.0,0.0
제4대,증인·참고인,이종시,0,0,0,0,0,0,0,0,0,10,489,증인,0.0,0.0,0.0,0.00006
제4대,정부위원,최남규,0,0,0,0,0,0,0,0,0,14,13237,경상남도경찰국장,0.0,0.0,0.0,0.00166
제4대,정부위원,김형일,0,0,0,0,0,0,0,0,0,1,1147,연합참모본부장,0.0,0.0,0.0,0.00014
제4대,정부위원,그중에서,0,0,0,0,0,0,0,0,0,1,445,육군본부군수국장,0.0,0.0,0.0,0.00006
제4대,기타,많이,0,0,0,0,0,0,0,0,0,1,5,경기병사구사령관,0.0,0.0,0.0,0.0
제4대,정부위원,여기는,0,0,0,0,0,0,0,0,0,1,93,육군본부작전교육국장,0.0,0.0,0.0,0.00001
제4대,사무처,정홍섭,0,0,0,0,0,0,0,0,0,42,8049,사무총장대리,0.0,0.0,0.0,0.00101
제4대,의원,정대숙,0,0,0,0,0,0,0,0,0,2,436,전문위원,0.0,0.0,0.0,0.00005
제4대,기타,직접,0,0,0,0,0,0,0,0,0,1,42,육군병기기지사령관,0.0,0.0,0.0,0.00001
제4대,기타,강명현,0,0,0,0,0,0,0,0,0,8,951,육군특무부대특무처장,0.0,0.0,0.0,0.00012
제4대,증인·참고인,배경주,0,0,0,0,0,0,0,0,0,35,1078,증인,0.0,0.0,0.0,0.00013
제4대,기타,김수명,0,0,0,0,0,0,0,0,0,2,1868,육군의무교육기지사령관,0.0,0.0,0.0,0.00023
제4대,증인·참고인,박성희,0,0,0,0,0,0,0,0,0,3,253,증인,0.0,0.0,0.0,0.00003
제4대,증인·참고인,김술남,0,0,0,0,0,0,0,0,0,11,1378,증인,0.0,0.0,0.0,0.00017
제4대,증인·참고인,김남학,0,0,0,0,0,0,0,0,0,1,35,증인,0.0,0.0,0.0,0.0
제4대,의원,김희찬,0,0,0,0,0,0,0,0,0,1,17,전문위원,0.0,0.0,0.0,0.0
제4대,의원,정완영,0,0,0,0,0,0,0,0,0,13,5280,전문위원,0.0,0.0,0.0,0.00066
제4대,기타,재래의,0,0,0,0,0,0,0,0,0,1,38,경기병사구사령관,0.0,0.0,0.0,0.0
제4대,증인·참고인,이만호,0,0,0,0,0,0,0,0,0,47,3363,증인,0.0,0.0,0.0,0.00042
제4대,정부위원,부정을,0,0,0,0,0,0,0,0,0,1,34,국방부경리국장,0.0,0.0,0.0,0.0
제4대,기타,해군하고,0,0,0,0,0,0,0,0,0,1,15,의무기지사령관,0.0,0.0,0.0,0.0
제4대,기타,관재비,0,0,0,0,0,0,0,0,0,1,39,인천경비부사령관,0.0,0.0,0.0,0.0
제4대,정부위원,사실이,0,0,0,0,0,0,0,0,0,1,92,육군본부군수국장,0.0,0.0,0.0,0.00001
제4대,기타,이진갑,0,0,0,0,0,0,0,0,0,1,313,경북병사구사령관,0.0,0.0,0.0,0.00004
제4대,기타,자세한,0,0,0,0,0,0,0,0,0,1,98,진해해군통제사령관,0.0,0.0,0.0,0.00001
제4대,기타,그것을,0,0,0,0,0,0,0,0,0,1,32,인천경비부사령관,0.0,0.0,0.0,0.0
제4대,정부위원,그래서,0,0,0,0,0,0,0,0,0,2,191,육군본부인사국장,0.0,0.0,0.0,0.00002
제4대,정부위원,그것은,0,0,0,0,0,0,0,0,0,10,629,국방부경리국장,0.0,0.0,0.0,0.00008
제4대,정부위원,장경수,0,0,0,0,0,0,0,0,0,1,52,해군본부수로국장,0.0,0.0,0.0,0.00001
제4대,증인·참고인,이학만,0,0,0,0,0,0,0,0,0,21,858,증인,0.0,0.0,0.0,0.00011
제4대,정부위원,조인구,0,0,0,0,0,0,0,0,0,29,5133,내무부치안국장,0.0,0.0,0.0,0.00064
제4대,기타,옛날에는,0,0,0,0,0,0,0,0,0,1,53,경기병사구사령관,0.0,0.0,0.0,0.00001
제4대,기타,그런,0,0,0,0,0,0,0,0,0,5,339,육군본부조달차장,0.0,0.0,0.0,0.00004
제4대,기타,전부터,0,0,0,0,0,0,0,0,0,1,378,해병진해기지사령관,0.0,0.0,0.0,0.00005
제4대,정부위원,사령관의,0,0,0,0,0,0,0,0,0,1,36,해병대사령부인사국장,0.0,0.0,0.0,0.0
제4대,기타,현재,0,0,0,0,0,0,0,0,0,2,225,경상남도지구병사구사령관,0.0,0.0,0.0,0.00003
제4대,기타,박주희,0,0,0,0,0,0,0,0,0,2,1763,농업은행총재,0.0,0.0,0.0,0.00022
제4대,증인·참고인,곽근호,0,0,0,0,0,0,0,0,0,6,202,증인,0.0,0.0,0.0,0.00003
제4대,기타,죽게,0,0,0,0,0,0,0,0,0,1,4,부산경비사령관,0.0,0.0,0.0,0.0
제4대,증인·참고인,김치은,0,0,0,0,0,0,0,0,0,18,585,증인,0.0,0.0,0.0,0.00007
제4대,증인·참고인,최진국,0,0,0,0,0,0,0,0,0,21,2426,증인,0.0,0.0,0.0,0.0003
제4대,정부위원,최진복,0,0,0,0,0,0,0,0,0,4,566,군의학교군종실장,0.0,0.0,0.0,0.00007
제4대,증인·참고인,이명선,0,0,0,0,0,0,0,0,0,13,2104,증인,0.0,0.0,0.0,0.00026
제4대,증인·참고인,조신환,0,0,0,0,0,0,0,0,0,32,3580,증인,0.0,0.0,0.0,0.00045
제4대,기타,이것은,0,0,0,0,0,0,0,0,0,2,123,해군경비사령관,0.0,0.0,0.0,0.00002
제4대,증인·참고인,안여하,0,0,0,0,0,0,0,0,0,7,241,증인,0.0,0.0,0.0,0.00003
제4대,정부위원,부채는,0,0,0,0,0,0,0,0,0,1,6,육군특무부대경리실장,0.0,0.0,0.0,0.0
제4대,증인·참고인,손석래,0,0,0,0,0,0,0,0,0,190,8882,증인,0.0,0.0,0.0,0.00111
제4대,기타,저희들은,0,0,0,0,0,0,0,0,0,1,97,육군특무부대내정처장,0.0,0.0,0.0,0.00001
제4대,증인·참고인,이존일,0,0,0,0,0,0,0,0,0,8,2349,증인,0.0,0.0,0.0,0.00029
제4대,기타,저희는,0,0,0,0,0,0,0,0,0,1,86,병기기지사령부부사령관,0.0,0.0,0.0,0.00001
제4대,정부위원,김계원,0,0,0,0,0,0,0,0,0,1,42,육군본부정보참모부장,0.0,0.0,0.0,0.00001
제4대,정부위원,신응균,0,0,0,0,0,0,0,0,0,1,1713,육군본부행정참모부장,0.0,0.0,0.0,0.00021
