Speaker,전체발언,발전,경계,발전경계,관련발언,관련비중,정당,지역,성별,당선횟수,당선방법
장기영 의원,12,2,0,0,2,16.666666666666664,무소속,강원 영월,남,초선,지역구
최순주 의원,12,0,0,2,2,16.666666666666664,자유당,충북 영동,남,초선,지역구
81항공창관리과장 이원복,11,2,0,0,2,18.181818181818183,미상,미상,미상,미상,미상
김준연 의원(계속),11,0,2,0,2,18.181818181818183,통일당,전남 영암군,남,5선,지역구
엄상섭 위원(계속),11,2,0,0,2,18.181818181818183,민주당,서울 용산구갑,남,재선,지역구
위원장대리 황호현,11,2,0,0,2,18.181818181818183,무소속,강원 평창군,남,3선,지역구
제1조달근무대장 정찬주,11,2,0,0,2,18.181818181818183,미상,미상,미상,미상,미상
공군참모차장 김창규,10,2,0,0,2,20.0,미상,미상,미상,미상,미상
국방위원장 안동준,10,0,1,1,2,20.0,자유당,충북 괴산군,남,4선,지역구
남송학 의원(계속),10,2,0,0,2,20.0,자유당,서울 용산구을,남,재선,지역구
농업은행총재 박숙희,10,2,0,0,2,20.0,미상,미상,미상,미상,미상
제3범죄(CID)수사대장 한필동,10,2,0,0,2,20.0,미상,미상,미상,미상,미상
하태환 의원,10,1,1,0,2,20.0,무소속,경북 포항,남,재선,지역구
검찰총장 권승렬,9,1,0,1,2,22.22222222222222,미상,미상,미상,미상,미상
국방부병무국장 박동균,9,2,0,0,2,22.22222222222222,미상,미상,미상,미상,미상
권병로 의원,9,2,0,0,2,22.22222222222222,미상,미상,미상,미상,미상
류래완 의원,9,1,1,0,2,22.22222222222222,미상,미상,미상,미상,미상
이기붕 의원,9,2,0,0,2,22.22222222222222,자유당,서울 서대문구을,남,재선,지역구
이충환 의원(계속),9,2,0,0,2,22.22222222222222,자유당,충북 진천군,남,6선,지역구
임흥순 위원,9,2,0,0,2,22.22222222222222,무소속,서울 성동구갑,남,재선,지역구
장홍염 위원,9,2,0,0,2,22.22222222222222,한국민주당,전남 무안을,남,재선,지역구
재무부이재국장 김정렴,9,2,0,0,2,22.22222222222222,미상,미상,미상,미상,미상
정훈학교장 윤태호,9,2,0,0,2,22.22222222222222,미상,미상,미상,미상,미상
제12사단장 이용,9,1,1,0,2,22.22222222222222,미상,미상,미상,미상,미상
제2군사령부관리과장 최진종,9,2,0,0,2,22.22222222222222,미상,미상,미상,미상,미상
김성곤 위원(계속),8,2,0,0,2,25.0,자유당,경북 달성군,남,4선,지역구
김정근 의원,8,2,0,0,2,25.0,무소속,경북 상주군을,남,재선,지역구
김훈 의원,8,2,0,0,2,25.0,민주당,경기 인천시병,남,재선,지역구
산업은행이사 이형민,8,2,0,0,2,25.0,미상,미상,미상,미상,미상
육군본부정훈국장 최창언,8,2,0,0,2,25.0,미상,미상,미상,미상,미상
제2군사령부회계과장 강용구,8,2,0,0,2,25.0,미상,미상,미상,미상,미상
柳鴻烈 議員,7,1,0,1,2,28.57142857142857,미상,미상,미상,미상,미상
국방부장관 이기붕,7,2,0,0,2,28.57142857142857,미상,미상,미상,미상,미상
나창헌 의원,7,1,0,1,2,28.57142857142857,자유당,충남 서산갑,남,초선,지역구
나희집 의원(계속),7,1,1,0,2,28.57142857142857,자유당,충남 서천,남,초선,지역구
법무부장관 이호(계속),7,0,2,0,2,28.57142857142857,미상,미상,미상,미상,미상
법무부차관 임석무,7,2,0,0,2,28.57142857142857,미상,미상,미상,미상,미상
법원행정처장 배영호,7,2,0,0,2,28.57142857142857,미상,미상,미상,미상,미상
연합참모본부총장 유재흥,7,0,1,1,2,28.57142857142857,미상,미상,미상,미상,미상
외무국방위원장 지청천,7,2,0,0,2,28.57142857142857,민주국민당,서울 성동구갑,남,재선,지역구
전상요 의원,7,2,0,0,2,28.57142857142857,무소속,강원 정선,남,초선,지역구
조경규 위원,7,2,0,0,2,28.57142857142857,자유당,경남 함안군,남,3선,지역구
지대형 의원,7,2,0,0,2,28.57142857142857,미상,미상,미상,미상,미상
한동석 의원(계속),7,2,0,0,2,28.57142857142857,자유당,경기 고양,남,초선,지역구
김옥주 의원(계속),6,0,0,2,2,33.33333333333333,무소속,전남 광양,남,초선,지역구
김진만 의원,6,2,0,0,2,33.33333333333333,자유당,강원 삼척군,남,7선,지역구
내무치안위원장(나용균 의원),6,1,0,1,2,33.33333333333333,한국민주당,전북 정읍갑,남,4선,지역구
서동진 의원(계속),6,2,0,0,2,33.33333333333333,민주국민당,경북 대구시갑,남,재선,지역구
서울특별시경찰국장 유충렬,6,2,0,0,2,33.33333333333333,미상,미상,미상,미상,미상
서이환 의원(계속),6,1,0,1,2,33.33333333333333,무소속,경북 울릉,남,재선,지역구
손권배 의원,6,1,1,0,2,33.33333333333333,자유당,전북 완주을,남,초선,지역구
외무위원장 박영출,6,1,0,1,2,33.33333333333333,자유당,경북 의성갑,남,재선,지역구
육군본부관리부차장 이효,6,2,0,0,2,33.33333333333333,미상,미상,미상,미상,미상
의장 신익희(계속),6,0,2,0,2,33.33333333333333,민주국민당,전남 광주,남,3선,지역구
이병국 의원,6,2,0,0,2,33.33333333333333,대한독립촉성국민회,충남 천안,남,초선,지역구
전문위원 정형모,6,1,0,1,2,33.33333333333333,미상,미상,미상,미상,미상
제6군단군수국장 김정덕,6,1,1,0,2,33.33333333333333,미상,미상,미상,미상,미상
증인 김규성,6,2,0,0,2,33.33333333333333,미상,미상,미상,미상,미상
증인 최병용,6,2,0,0,2,33.33333333333333,미상,미상,미상,미상,미상
고담용 의원(계속),5,2,0,0,2,40.0,민주당,제주 제주,남,재선,지역구
공보처장 갈홍기,5,2,0,0,2,40.0,미상,미상,미상,미상,미상
구황실총무국장 윤우경,5,2,0,0,2,40.0,미상,미상,미상,미상,미상
국회의사당도안심사위원회위원장 김윤기,5,2,0,0,2,40.0,미상,미상,미상,미상,미상
김진구 의원,5,1,0,1,2,40.0,대한독립촉성국민회,강원 삼척,남,재선,지역구
김태희 의원,5,2,0,0,2,40.0,무소속,황해도 연백을,남,초선,지역구
김홍식 의원(계속),5,2,0,0,2,40.0,자유당,경북 고령,남,초선,지역구
문교부수석장학관 심태진,5,2,0,0,2,40.0,미상,미상,미상,미상,미상
박병배 의원(계속),5,2,0,0,2,40.0,무소속,충남 대덕군,남,5선,지역구
반장 김선우,5,2,0,0,2,40.0,자유당,충북 보은,남,재선,지역구
부산병기기지사령부생산처장 이종옥,5,2,0,0,2,40.0,미상,미상,미상,미상,미상
상공위원장대리 양영주,5,2,0,0,2,40.0,자유당,전북 남원,남,초선,지역구
서범석 위원(계속),5,2,0,0,2,40.0,민주당,서울 성북구,남,6선,지역구
서용길 위원,5,1,0,1,2,40.0,무소속,충남 아산,남,초선,지역구
신하균 의원,5,1,1,0,2,40.0,민주당,경기 광주,남,3선,지역구
양정국장 김병구,5,2,0,0,2,40.0,미상,미상,미상,미상,미상
위원장대리 김의택,5,2,0,0,2,40.0,무소속,전남 함평군,남,4선,지역구
유옥우 위원(계속),5,2,0,0,2,40.0,민주당,전남 무안군을,남,5선,지역구
유진산 의원,5,0,1,1,2,40.0,무소속,충남 금산군,남,7선,지역구
육군본부의무감 정희섭,5,1,0,1,2,40.0,미상,미상,미상,미상,미상
의사과장대리 김영각,5,1,0,1,2,40.0,미상,미상,미상,미상,미상
이정래 의원(계속),5,2,0,0,2,40.0,한국민주당,전남 보성,남,3선,지역구
이종남 의원(계속),5,1,0,1,2,40.0,민주당,"경남 부산시,진구갑",남,3선,지역구
장병만 위원,5,2,0,0,2,40.0,대한독립촉성국민회,경북 칠곡,남,초선,지역구
제1201공병단장 예.,5,2,0,0,2,40.0,미상,미상,미상,미상,미상
구태회 의원,4,2,0,0,2,50.0,자유당,경남 진양,남,6선,지역구
김문용 의원,4,2,0,0,2,50.0,자유당,전남 담양,남,초선,지역구
김웅권 의원,4,1,0,1,2,50.0,무소속,경기 파주,남,초선,지역구
김원중 위원,4,2,0,0,2,50.0,자유당,전북 이리,남,초선,지역구
내무부장관 백한성(계속),4,2,0,0,2,50.0,미상,미상,미상,미상,미상
내무부장관 신성모,4,0,1,1,2,50.0,미상,미상,미상,미상,미상
내무위원장대리 류진산,4,1,0,1,2,50.0,미상,미상,미상,미상,미상
박영출 의원(계속),4,2,0,0,2,50.0,대한국민당,경북 의성갑,남,재선,지역구
박찬현 의원(계속),4,1,0,1,2,50.0,민주당,"경남 부산시,진구을",남,4선,지역구
보건사회부의정국장 윤유선,4,2,0,0,2,50.0,미상,미상,미상,미상,미상
부통령 이시영,4,0,1,1,2,50.0,미상,미상,미상,미상,미상
부흥부장관 유완창(계속),4,2,0,0,2,50.0,미상,미상,미상,미상,미상
상공부장관 김일환(계속),4,2,0,0,2,50.0,자유당,서울 성북구,남,초선,지역구
상공부차관 임정규,4,2,0,0,2,50.0,미상,미상,미상,미상,미상
수해대책위원장 황경수,4,2,0,0,2,50.0,자유당,경기 평택,남,초선,지역구
육군본부헌병감 이규광,4,1,0,1,2,50.0,미상,미상,미상,미상,미상
의사국장 현영익,4,1,0,1,2,50.0,미상,미상,미상,미상,미상
이우줄 의원,4,1,0,1,2,50.0,미상,미상,미상,미상,미상
재무부장관 이중재(계속),4,2,0,0,2,50.0,미상,미상,미상,미상,미상
조정훈 의원,4,1,0,1,2,50.0,무소속,전북 남원,남,재선,지역구
조헌영 의원(계속),4,2,0,0,2,50.0,한국민주당,경북 영양,남,재선,지역구
피감사자 및,4,2,0,0,2,50.0,미상,미상,미상,미상,미상
한국산업은행총재 김영찬,4,2,0,0,2,50.0,미상,미상,미상,미상,미상
해무청시설국장 강두기,4,2,0,0,2,50.0,미상,미상,미상,미상,미상
헌병사령부부사령관 박건원,4,2,0,0,2,50.0,미상,미상,미상,미상,미상
강봉옥 의원,3,0,0,2,2,66.66666666666666,자유당,경남 하동,남,초선,지역구
구철회 의원,3,1,1,0,2,66.66666666666666,민주당,경기 용인,남,초선,지역구
구황실사무총국장 윤우경,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
구황실재산관리국장 윤우경,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
국방부병무국장 000,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
국회운영위원장 홍창섭,3,2,0,0,2,66.66666666666666,무소속,강원 춘천,남,4선,지역구
김재황 위원,3,1,0,1,2,66.66666666666666,무소속,서울 성동구을,남,초선,지역구
김지준 의원,3,2,0,0,2,66.66666666666666,자유당,충남 홍성,남,초선,지역구
김창동 의원,3,2,0,0,2,66.66666666666666,자유당,충남 청양,남,초선,지역구
농림부농지관리국보상상환과장 정기용,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
농림부장관 정낙훈,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
문교부문화국장 변시민,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
문교부차관 박종만,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
민의원경리과장 안길호,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
박창화 의원,3,2,0,0,2,66.66666666666666,민주당,경남 밀양갑,남,초선,지역구
박충모 의원(계속),3,2,0,0,2,66.66666666666666,민주당,강원 원주,남,재선,지역구
배중혁 위원,3,2,0,0,2,66.66666666666666,대동청년당,경북 봉화,남,초선,지역구
보건부차관 임문환,3,1,0,1,2,66.66666666666666,미상,미상,미상,미상,미상
부흥부기획국장 송정범,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
상공부전기국장 김송환,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
신성균 위원,3,2,0,0,2,66.66666666666666,무소속,전북 전주,남,초선,지역구
오재영 의원,3,1,0,1,2,66.66666666666666,무소속,경기 안성,남,재선,지역구
운영위원장 이상철,3,2,0,0,2,66.66666666666666,무소속,충남 청양,남,3선,지역구
윤일상 의원,3,1,0,1,2,66.66666666666666,자유당,경기 강화,남,초선,지역구
이근채 씨,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
이두형 위원,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
이성득 위원,3,2,0,0,2,66.66666666666666,무소속,경기 개성,남,초선,지역구
이태용 위원(계속),3,1,0,1,2,66.66666666666666,민주당,충북 제천,남,4선,지역구
인태식 위원,3,2,0,0,2,66.66666666666666,자유당,충남 당진군갑,남,3선,지역구
장석윤 의원,3,2,0,0,2,66.66666666666666,무소속,강원 횡성군,남,재선,지역구
재정경제위원장 이갑식,3,1,0,1,2,66.66666666666666,자유당,전남 구례,남,재선,지역구
재정경제위원장대리 김봉재,3,2,0,0,2,66.66666666666666,무소속,경남 창원을,남,재선,지역구
증인 김성용,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
최병국 위원,3,2,0,0,2,66.66666666666666,자유당,경기 화성을,남,초선,지역구
최인규 의원,3,2,0,0,2,66.66666666666666,자유당,경기 광주,남,초선,지역구
해군교육단장 한용수,3,1,0,1,2,66.66666666666666,미상,미상,미상,미상,미상
해무청수산시험장해양조사과장 한희수,3,2,0,0,2,66.66666666666666,미상,미상,미상,미상,미상
홍병각 의원,3,2,0,0,2,66.66666666666666,자유당,충북 충주,남,초선,지역구
柳 鴻,2,2,0,0,2,100.0,미상,미상,미상,미상,미상
강영훈 의원,2,2,0,0,2,100.0,민주당,경기 양주갑,남,재선,지역구
교통부장관 민희식,2,0,1,1,2,100.0,미상,미상,미상,미상,미상
교통체신위원장대리 남송학,2,2,0,0,2,100.0,대한국민당,서울 용산구을,남,재선,지역구
교통체신위원장대리 백남식,2,2,0,0,2,100.0,대한독립촉성국민회,경북 상주을,남,재선,지역구
구황실재산관리사무국장 윤우경,2,2,0,0,2,100.0,미상,미상,미상,미상,미상
국방부차관보 장건식,2,1,0,1,2,100.0,미상,미상,미상,미상,미상
국방위원장대리 윤재근,2,1,0,1,2,100.0,대한국민당,경기 강화,남,4선,지역구
국방위원장대리 이철승,2,2,0,0,2,100.0,무소속,전북 전주,남,7선,지역구
국회운영위원장 이성주,2,2,0,0,2,100.0,자유당,경기 고양,남,초선,지역구
기획처장 김,2,2,0,0,2,100.0,미상,미상,미상,미상,미상
기획처차장 김유택,2,2,0,0,2,100.0,미상,미상,미상,미상,미상
김수선 위원,2,2,0,0,2,100.0,무소속,경남 울산군갑,남,재선,지역구
김용무 의원,2,1,1,0,2,100.0,민주국민당,전남 무안갑,남,초선,지역구
김원전 의원,2,2,0,0,2,100.0,자유당,전북 군산,남,초선,지역구
김택술 의원,2,2,0,0,2,100.0,대한노동총연맹,전북 정읍을,남,재선,지역구
내무부장관 조병옥,2,0,1,1,2,100.0,미상,미상,미상,미상,미상
내무위원장대리 하을춘,2,1,0,1,2,100.0,무소속,경남 창녕,남,초선,지역구
농림부농산물검사소장 박재용,2,2,0,0,2,100.0,미상,미상,미상,미상,미상
농림부양정과장 유석재,2,2,0,0,2,100.0,미상,미상,미상,미상,미상
농림부장관 이종현(계속),2,1,1,0,2,100.0,미상,미상,미상,미상,미상
농림부차관 원용석(계속),2,2,0,0,2,100.0,미상,미상,미상,미상,미상
문교부차관 고병간,2,2,0,0,2,100.0,미상,미상,미상,미상,미상
문교부차관 김호직,2,2,0,0,2,100.0,미상,미상,미상,미상,미상
문교위원장대리 이충환,2,2,0,0,2,100.0,자유당,충북 진천군,남,6선,지역구
민의원의장 신익희,2,1,0,1,2,100.0,민주국민당,전남 광주,남,3선,지역구
민장식 위원(발언도중),2,2,0,0,2,100.0,민주당,충북 영동군,남,재선,지역구
박용익 의원,2,2,0,0,2,100.0,무소속,강원 강릉시을,남,재선,지역구
배성기 의원(계속),2,2,0,0,2,100.0,민주당,전북 완주군을,남,재선,지역구
보건사회부노동국장 이종수,2,2,0,0,2,100.0,자유당,경남 김해을,남,3선,지역구
부흥위원장 이형모,2,2,0,0,2,100.0,자유당,전남 승주,남,재선,지역구
부흥위원장대리 이형모,2,1,0,1,2,100.0,자유당,전남 승주,남,재선,지역구
사무총장대리 이종선,2,1,0,1,2,100.0,미상,미상,미상,미상,미상
사회보건위원장 박영출(계속),2,1,0,1,2,100.0,대한국민당,경북 의성갑,남,재선,지역구
사회보건위원장대리 정준모,2,1,0,1,2,100.0,자유당,전북 장수군,남,재선,지역구
사회부장관 김용택,2,2,0,0,2,100.0,미상,미상,미상,미상,미상
산림국장 김영준,2,2,0,0,2,100.0,미상,미상,미상,미상,미상
산업위원장대리 김상순,2,2,0,0,2,100.0,한국민주당,전남 장성,남,초선,지역구
상공부차관 윤인상,2,2,0,0,2,100.0,미상,미상,미상,미상,미상
상공부차관 한통숙,2,0,0,2,2,100.0,미상,미상,미상,미상,미상
