Source,Target,Relation,SourceType,TargetType
family::노동,speech::1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||304,담론계열,담론계열,발언
family::노동,speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||100,담론계열,담론계열,발언
family::노동,speech::1948-09-11||제1대국회 제1회(임시회) 제63차 국회본회의(전체회의)||50,담론계열,담론계열,발언
family::이민,speech::1948-06-11||제1대국회 제1회(임시회) 제8차 국회본회의(전체회의)||81,담론계열,담론계열,발언
family::이민,speech::1948-06-12||제1대국회 제1회(임시회) 제9차 국회본회의(전체회의)||92,담론계열,담론계열,발언
family::이민,speech::1948-06-15||제1대국회 제1회(임시회) 제11차 국회본회의(전체회의)||64,담론계열,담론계열,발언
family::이민,speech::1948-06-17||제1대국회 제1회(임시회) 제13차 국회본회의(전체회의)||83,담론계열,담론계열,발언
family::이민,speech::1948-06-17||제1대국회 제1회(임시회) 제13차 국회본회의(전체회의)||135,담론계열,담론계열,발언
family::이민,speech::1948-06-23||제1대국회 제1회(임시회) 제17차 국회본회의(전체회의)||33,담론계열,담론계열,발언
family::이민,speech::1948-06-29||제1대국회 제1회(임시회) 제20차 국회본회의(전체회의)||179,담론계열,담론계열,발언
family::이민,speech::1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||304,담론계열,담론계열,발언
family::이민,speech::1948-08-03||제1대국회 제1회(임시회) 제38차 국회본회의(전체회의)||148,담론계열,담론계열,발언
family::이민,speech::1948-08-16||제1대국회 제1회(임시회) 제41차 국회본회의(전체회의)||169,담론계열,담론계열,발언
family::이민,speech::1948-08-16||제1대국회 제1회(임시회) 제41차 국회본회의(전체회의)||174,담론계열,담론계열,발언
family::이민,speech::1948-08-19||제1대국회 제1회(임시회) 제44차 국회본회의(전체회의)||82,담론계열,담론계열,발언
family::이민,speech::1948-08-21||제1대국회 제1회(임시회) 제46차 국회본회의(전체회의)||168,담론계열,담론계열,발언
family::이민,speech::1948-08-26||제1대국회 제1회(임시회) 제49차 국회본회의(전체회의)||47,담론계열,담론계열,발언
family::이민,speech::1948-08-30||제1대국회 제1회(임시회) 제52차 국회본회의(전체회의)||26,담론계열,담론계열,발언
family::이민,speech::1948-08-31||제1대국회 제1회(임시회) 제53차 국회본회의(전체회의)||30,담론계열,담론계열,발언
family::이민,speech::1948-08-31||제1대국회 제1회(임시회) 제53차 국회본회의(전체회의)||40,담론계열,담론계열,발언
family::이민,speech::1948-09-02||제1대국회 제1회(임시회) 제55차 국회본회의(전체회의)||48,담론계열,담론계열,발언
family::이민,speech::1948-09-03||제1대국회 제1회(임시회) 제56차 국회본회의(전체회의)||87,담론계열,담론계열,발언
family::이민,speech::1948-09-04||제1대국회 제1회(임시회) 제57차 국회본회의(전체회의)||31,담론계열,담론계열,발언
family::이민,speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||412,담론계열,담론계열,발언
family::이민,speech::1948-10-04||제1대국회 제1회(임시회) 제81차 국회본회의(전체회의)||48,담론계열,담론계열,발언
family::이민,speech::1948-10-12||제1대국회 제1회(임시회) 제86차 국회본회의(전체회의)||33,담론계열,담론계열,발언
family::이민,speech::1948-10-14||제1대국회 제1회(임시회) 제88차 국회본회의(전체회의)||148,담론계열,담론계열,발언
family::이민,speech::1948-10-27||제1대국회 제1회(임시회) 제89차 국회본회의(전체회의)||38,담론계열,담론계열,발언
family::이민,speech::1948-10-27||제1대국회 제1회(임시회) 제89차 국회본회의(전체회의)||43,담론계열,담론계열,발언
family::이민,speech::1948-10-27||제1대국회 제1회(임시회) 제89차 국회본회의(전체회의)||44,담론계열,담론계열,발언
family::이민,speech::1948-10-27||제1대국회 제1회(임시회) 제89차 국회본회의(전체회의)||67,담론계열,담론계열,발언
family::이민,speech::1948-10-28||제1대국회 제1회(임시회) 제90차 국회본회의(전체회의)||41,담론계열,담론계열,발언
family::이민,speech::1948-11-01||제1대국회 제1회(임시회) 제93차 국회본회의(전체회의)||78,담론계열,담론계열,발언
family::이민,speech::1948-11-05||제1대국회 제1회(임시회) 제96차 국회본회의(전체회의)||99,담론계열,담론계열,발언
family::이주,speech::1948-08-02||제1대국회 제1회(임시회) 제37차 국회본회의(전체회의)||297,담론계열,담론계열,발언
family::이주,speech::1948-08-17||제1대국회 제1회(임시회) 제42차 국회본회의(전체회의)||31,담론계열,담론계열,발언
family::이주,speech::1948-08-28||제1대국회 제1회(임시회) 제51차 국회본회의(전체회의)||98,담론계열,담론계열,발언
family::이주,speech::1948-08-30||제1대국회 제1회(임시회) 제52차 국회본회의(전체회의)||64,담론계열,담론계열,발언
family::이주,speech::1948-09-08||제1대국회 제1회(임시회) 제60차 국회본회의(전체회의)||45,담론계열,담론계열,발언
family::이주,speech::1948-09-22||제1대국회 제1회(임시회) 제72차 국회본회의(전체회의)||109,담론계열,담론계열,발언
family::이주,speech::1948-09-23||제1대국회 제1회(임시회) 제73차 국회본회의(전체회의)||44,담론계열,담론계열,발언
family::이주,speech::1948-09-29||제1대국회 제1회(임시회) 제77차 국회본회의(전체회의)||313,담론계열,담론계열,발언
family::이주,speech::1948-11-06||제1대국회 제1회(임시회) 제97차 국회본회의(전체회의)||68,담론계열,담론계열,발언
family::외국인,speech::1948-06-29||제1대국회 제1회(임시회) 제20차 국회본회의(전체회의)||167,담론계열,담론계열,발언
family::외국인,speech::1948-07-12||제1대국회 제1회(임시회) 제28차 국회본회의(전체회의)||65,담론계열,담론계열,발언
family::외국인,speech::1948-08-26||제1대국회 제1회(임시회) 제49차 국회본회의(전체회의)||80,담론계열,담론계열,발언
family::외국인,speech::1948-09-09||제1대국회 제1회(임시회) 제61차 국회본회의(전체회의)||55,담론계열,담론계열,발언
family::외국인,speech::1948-09-14||제1대국회 제1회(임시회) 제65차 국회본회의(전체회의)||24,담론계열,담론계열,발언
family::외국인,speech::1948-09-18||제1대국회 제1회(임시회) 제69차 국회본회의(전체회의)||47,담론계열,담론계열,발언
family::외국인,speech::1948-09-20||제1대국회 제1회(임시회) 제70차 국회본회의(전체회의)||22,담론계열,담론계열,발언
family::외국인,speech::1948-09-27||제1대국회 제1회(임시회) 제75차 국회본회의(전체회의)||28,담론계열,담론계열,발언
family::외국인,speech::1948-10-01||제1대국회 제1회(임시회) 제79차 국회본회의(전체회의)||27,담론계열,담론계열,발언
family::외국인,speech::1948-10-04||제1대국회 제1회(임시회) 제81차 국회본회의(전체회의)||48,담론계열,담론계열,발언
family::외국인,speech::1948-10-05||제1대국회 제1회(임시회) 제82차 국회본회의(전체회의)||83,담론계열,담론계열,발언
family::외국인,speech::1948-10-13||제1대국회 제1회(임시회) 제87차 국회본회의(전체회의)||231,담론계열,담론계열,발언
family::외국인,speech::1948-11-06||제1대국회 제1회(임시회) 제97차 국회본회의(전체회의)||68,담론계열,담론계열,발언
speech::1948-06-01||제1대국회 제1회(임시회) 제2차 국회본회의(전체회의)||109,keyword::건설,키워드,발언,키워드
speech::1948-06-02||제1대국회 제1회(임시회) 제3차 국회본회의(전체회의)||185,keyword::재정,키워드,발언,키워드
speech::1948-06-02||제1대국회 제1회(임시회) 제3차 국회본회의(전체회의)||185,keyword::예산,키워드,발언,키워드
speech::1948-06-03||제1대국회 제1회(임시회) 제4차 국회본회의(전체회의)||43,keyword::건설,키워드,발언,키워드
speech::1948-06-11||제1대국회 제1회(임시회) 제8차 국회본회의(전체회의)||81,keyword::동포,키워드,발언,키워드
speech::1948-06-12||제1대국회 제1회(임시회) 제9차 국회본회의(전체회의)||92,keyword::동포,키워드,발언,키워드
speech::1948-06-15||제1대국회 제1회(임시회) 제11차 국회본회의(전체회의)||64,keyword::동포,키워드,발언,키워드
speech::1948-06-16||제1대국회 제1회(임시회) 제12차 국회본회의(전체회의)||34,keyword::산업,키워드,발언,키워드
speech::1948-06-16||제1대국회 제1회(임시회) 제12차 국회본회의(전체회의)||34,keyword::경제,키워드,발언,키워드
speech::1948-06-16||제1대국회 제1회(임시회) 제12차 국회본회의(전체회의)||118,keyword::재정,키워드,발언,키워드
speech::1948-06-16||제1대국회 제1회(임시회) 제12차 국회본회의(전체회의)||118,keyword::산업,키워드,발언,키워드
speech::1948-06-16||제1대국회 제1회(임시회) 제12차 국회본회의(전체회의)||118,keyword::노동자,키워드,발언,키워드
speech::1948-06-17||제1대국회 제1회(임시회) 제13차 국회본회의(전체회의)||83,keyword::산업,키워드,발언,키워드
speech::1948-06-17||제1대국회 제1회(임시회) 제13차 국회본회의(전체회의)||83,keyword::건설,키워드,발언,키워드
speech::1948-06-17||제1대국회 제1회(임시회) 제13차 국회본회의(전체회의)||83,keyword::동포,키워드,발언,키워드
speech::1948-06-17||제1대국회 제1회(임시회) 제13차 국회본회의(전체회의)||135,keyword::동포,키워드,발언,키워드
speech::1948-06-23||제1대국회 제1회(임시회) 제17차 국회본회의(전체회의)||33,keyword::재정,키워드,발언,키워드
speech::1948-06-23||제1대국회 제1회(임시회) 제17차 국회본회의(전체회의)||33,keyword::근로자,키워드,발언,키워드
speech::1948-06-23||제1대국회 제1회(임시회) 제17차 국회본회의(전체회의)||33,keyword::동포,키워드,발언,키워드
speech::1948-06-23||제1대국회 제1회(임시회) 제17차 국회본회의(전체회의)||33,keyword::재건,키워드,발언,키워드
speech::1948-06-23||제1대국회 제1회(임시회) 제17차 국회본회의(전체회의)||33,keyword::근로,키워드,발언,키워드
speech::1948-06-23||제1대국회 제1회(임시회) 제17차 국회본회의(전체회의)||33,keyword::경제,키워드,발언,키워드
speech::1948-06-23||제1대국회 제1회(임시회) 제17차 국회본회의(전체회의)||33,keyword::예산,키워드,발언,키워드
speech::1948-06-28||제1대국회 제1회(임시회) 제19차 국회본회의(전체회의)||99,keyword::재정,키워드,발언,키워드
speech::1948-06-29||제1대국회 제1회(임시회) 제20차 국회본회의(전체회의)||167,keyword::건설,키워드,발언,키워드
speech::1948-06-29||제1대국회 제1회(임시회) 제20차 국회본회의(전체회의)||167,keyword::미군,키워드,발언,키워드
speech::1948-06-29||제1대국회 제1회(임시회) 제20차 국회본회의(전체회의)||179,keyword::근로,키워드,발언,키워드
speech::1948-06-29||제1대국회 제1회(임시회) 제20차 국회본회의(전체회의)||179,keyword::동력,키워드,발언,키워드
speech::1948-06-29||제1대국회 제1회(임시회) 제20차 국회본회의(전체회의)||179,keyword::경제,키워드,발언,키워드
speech::1948-06-29||제1대국회 제1회(임시회) 제20차 국회본회의(전체회의)||179,keyword::동포,키워드,발언,키워드
speech::1948-07-02||제1대국회 제1회(임시회) 제23차 국회본회의(전체회의)||226,keyword::노동자,키워드,발언,키워드
speech::1948-07-02||제1대국회 제1회(임시회) 제23차 국회본회의(전체회의)||226,keyword::산업,키워드,발언,키워드
speech::1948-07-02||제1대국회 제1회(임시회) 제23차 국회본회의(전체회의)||226,keyword::공업,키워드,발언,키워드
speech::1948-07-02||제1대국회 제1회(임시회) 제23차 국회본회의(전체회의)||226,keyword::경제,키워드,발언,키워드
speech::1948-07-02||제1대국회 제1회(임시회) 제23차 국회본회의(전체회의)||226,keyword::건설,키워드,발언,키워드
speech::1948-07-02||제1대국회 제1회(임시회) 제23차 국회본회의(전체회의)||226,keyword::예산,키워드,발언,키워드
speech::1948-07-05||제1대국회 제1회(임시회) 제25차 국회본회의(전체회의)||61,keyword::근로,키워드,발언,키워드
speech::1948-07-05||제1대국회 제1회(임시회) 제25차 국회본회의(전체회의)||258,keyword::노동자,키워드,발언,키워드
speech::1948-07-07||제1대국회 제1회(임시회) 제27차 국회본회의(전체회의)||26,keyword::재정,키워드,발언,키워드
speech::1948-07-07||제1대국회 제1회(임시회) 제27차 국회본회의(전체회의)||26,keyword::경제,키워드,발언,키워드
speech::1948-07-07||제1대국회 제1회(임시회) 제27차 국회본회의(전체회의)||247,keyword::근로,키워드,발언,키워드
speech::1948-07-07||제1대국회 제1회(임시회) 제27차 국회본회의(전체회의)||247,keyword::실업,키워드,발언,키워드
speech::1948-07-12||제1대국회 제1회(임시회) 제28차 국회본회의(전체회의)||65,keyword::외인,키워드,발언,키워드
speech::1948-07-14||제1대국회 제1회(임시회) 제29차 국회본회의(전체회의)||245,keyword::노동자,키워드,발언,키워드
speech::1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||49,keyword::산업,키워드,발언,키워드
speech::1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||51,keyword::산업,키워드,발언,키워드
speech::1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||304,keyword::근로,키워드,발언,키워드
speech::1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||304,keyword::근로자,키워드,발언,키워드
speech::1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||304,keyword::동포,키워드,발언,키워드
speech::1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||352,keyword::세입,키워드,발언,키워드
speech::1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||352,keyword::예산,키워드,발언,키워드
speech::1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||357,keyword::예산,키워드,발언,키워드
speech::1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||362,keyword::예산,키워드,발언,키워드
speech::1948-07-15||제1대국회 제1회(임시회) 제30차 국회본회의(전체회의)||375,keyword::예산,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||100,keyword::노동자,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||100,keyword::경제,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||111,keyword::산업,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||130,keyword::공업,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||199,keyword::건설,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||200,keyword::건설,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||222,keyword::재정,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||222,keyword::물가,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||222,keyword::산업,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||222,keyword::경제,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||222,keyword::예산,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||224,keyword::경제,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||241,keyword::경제,키워드,발언,키워드
speech::1948-07-16||제1대국회 제1회(임시회) 제31차 국회본회의(전체회의)||273,keyword::건설,키워드,발언,키워드
speech::1948-08-02||제1대국회 제1회(임시회) 제37차 국회본회의(전체회의)||297,keyword::유입,키워드,발언,키워드
speech::1948-08-03||제1대국회 제1회(임시회) 제38차 국회본회의(전체회의)||138,keyword::산업,키워드,발언,키워드
speech::1948-08-03||제1대국회 제1회(임시회) 제38차 국회본회의(전체회의)||138,keyword::경제,키워드,발언,키워드
speech::1948-08-03||제1대국회 제1회(임시회) 제38차 국회본회의(전체회의)||148,keyword::동포,키워드,발언,키워드
speech::1948-08-05||제1대국회 제1회(임시회) 제40차 국회본회의(전체회의)||246,keyword::건설,키워드,발언,키워드
speech::1948-08-16||제1대국회 제1회(임시회) 제41차 국회본회의(전체회의)||169,keyword::동포,키워드,발언,키워드
speech::1948-08-16||제1대국회 제1회(임시회) 제41차 국회본회의(전체회의)||174,keyword::동포,키워드,발언,키워드
speech::1948-08-17||제1대국회 제1회(임시회) 제42차 국회본회의(전체회의)||27,keyword::재정,키워드,발언,키워드
speech::1948-08-17||제1대국회 제1회(임시회) 제42차 국회본회의(전체회의)||27,keyword::경제,키워드,발언,키워드
speech::1948-08-17||제1대국회 제1회(임시회) 제42차 국회본회의(전체회의)||31,keyword::이동,키워드,발언,키워드
speech::1948-08-19||제1대국회 제1회(임시회) 제44차 국회본회의(전체회의)||82,keyword::동포,키워드,발언,키워드
speech::1948-08-21||제1대국회 제1회(임시회) 제46차 국회본회의(전체회의)||168,keyword::동포,키워드,발언,키워드
speech::1948-08-23||제1대국회 제1회(임시회) 제47차 국회본회의(전체회의)||110,keyword::경제,키워드,발언,키워드
speech::1948-08-25||제1대국회 제1회(임시회) 제48차 국회본회의(전체회의)||96,keyword::건설,키워드,발언,키워드
speech::1948-08-25||제1대국회 제1회(임시회) 제48차 국회본회의(전체회의)||172,keyword::경제,키워드,발언,키워드
speech::1948-08-26||제1대국회 제1회(임시회) 제49차 국회본회의(전체회의)||47,keyword::동포,키워드,발언,키워드
speech::1948-08-26||제1대국회 제1회(임시회) 제49차 국회본회의(전체회의)||80,keyword::미군,키워드,발언,키워드
speech::1948-08-26||제1대국회 제1회(임시회) 제49차 국회본회의(전체회의)||195,keyword::시설,키워드,발언,키워드
speech::1948-08-28||제1대국회 제1회(임시회) 제51차 국회본회의(전체회의)||98,keyword::유입,키워드,발언,키워드
speech::1948-08-30||제1대국회 제1회(임시회) 제52차 국회본회의(전체회의)||26,keyword::동포,키워드,발언,키워드
speech::1948-08-30||제1대국회 제1회(임시회) 제52차 국회본회의(전체회의)||64,keyword::이동,키워드,발언,키워드
speech::1948-08-30||제1대국회 제1회(임시회) 제52차 국회본회의(전체회의)||130,keyword::공업,키워드,발언,키워드
speech::1948-08-30||제1대국회 제1회(임시회) 제52차 국회본회의(전체회의)||130,keyword::기계,키워드,발언,키워드
speech::1948-08-30||제1대국회 제1회(임시회) 제52차 국회본회의(전체회의)||130,keyword::물자,키워드,발언,키워드
speech::1948-08-31||제1대국회 제1회(임시회) 제53차 국회본회의(전체회의)||30,keyword::동포,키워드,발언,키워드
speech::1948-08-31||제1대국회 제1회(임시회) 제53차 국회본회의(전체회의)||40,keyword::동포,키워드,발언,키워드
speech::1948-08-31||제1대국회 제1회(임시회) 제53차 국회본회의(전체회의)||231,keyword::물가,키워드,발언,키워드
speech::1948-09-02||제1대국회 제1회(임시회) 제55차 국회본회의(전체회의)||48,keyword::세입,키워드,발언,키워드
speech::1948-09-02||제1대국회 제1회(임시회) 제55차 국회본회의(전체회의)||48,keyword::동포,키워드,발언,키워드
speech::1948-09-03||제1대국회 제1회(임시회) 제56차 국회본회의(전체회의)||87,keyword::동포,키워드,발언,키워드
speech::1948-09-04||제1대국회 제1회(임시회) 제57차 국회본회의(전체회의)||31,keyword::동포,키워드,발언,키워드
speech::1948-09-08||제1대국회 제1회(임시회) 제60차 국회본회의(전체회의)||45,keyword::유입,키워드,발언,키워드
speech::1948-09-09||제1대국회 제1회(임시회) 제61차 국회본회의(전체회의)||55,keyword::미군,키워드,발언,키워드
speech::1948-09-11||제1대국회 제1회(임시회) 제63차 국회본회의(전체회의)||50,keyword::노동자,키워드,발언,키워드
speech::1948-09-11||제1대국회 제1회(임시회) 제63차 국회본회의(전체회의)||99,keyword::예산,키워드,발언,키워드
speech::1948-09-13||제1대국회 제1회(임시회) 제64차 국회본회의(전체회의)||306,keyword::재정,키워드,발언,키워드
speech::1948-09-13||제1대국회 제1회(임시회) 제64차 국회본회의(전체회의)||306,keyword::경제,키워드,발언,키워드
speech::1948-09-13||제1대국회 제1회(임시회) 제64차 국회본회의(전체회의)||309,keyword::재정,키워드,발언,키워드
speech::1948-09-13||제1대국회 제1회(임시회) 제64차 국회본회의(전체회의)||309,keyword::경제,키워드,발언,키워드
speech::1948-09-14||제1대국회 제1회(임시회) 제65차 국회본회의(전체회의)||24,keyword::양인,키워드,발언,키워드
speech::1948-09-14||제1대국회 제1회(임시회) 제65차 국회본회의(전체회의)||371,keyword::산업,키워드,발언,키워드
speech::1948-09-15||제1대국회 제1회(임시회) 제66차 국회본회의(전체회의)||196,keyword::건설,키워드,발언,키워드
speech::1948-09-18||제1대국회 제1회(임시회) 제69차 국회본회의(전체회의)||47,keyword::미군,키워드,발언,키워드
speech::1948-09-20||제1대국회 제1회(임시회) 제70차 국회본회의(전체회의)||22,keyword::산업,키워드,발언,키워드
speech::1948-09-20||제1대국회 제1회(임시회) 제70차 국회본회의(전체회의)||22,keyword::미군,키워드,발언,키워드
speech::1948-09-20||제1대국회 제1회(임시회) 제70차 국회본회의(전체회의)||26,keyword::산업,키워드,발언,키워드
speech::1948-09-20||제1대국회 제1회(임시회) 제70차 국회본회의(전체회의)||72,keyword::산업,키워드,발언,키워드
speech::1948-09-22||제1대국회 제1회(임시회) 제72차 국회본회의(전체회의)||109,keyword::이동,키워드,발언,키워드
speech::1948-09-23||제1대국회 제1회(임시회) 제73차 국회본회의(전체회의)||44,keyword::이동,키워드,발언,키워드
speech::1948-09-23||제1대국회 제1회(임시회) 제73차 국회본회의(전체회의)||50,keyword::산업,키워드,발언,키워드
speech::1948-09-23||제1대국회 제1회(임시회) 제73차 국회본회의(전체회의)||52,keyword::산업,키워드,발언,키워드
speech::1948-09-27||제1대국회 제1회(임시회) 제75차 국회본회의(전체회의)||28,keyword::미군,키워드,발언,키워드
speech::1948-09-27||제1대국회 제1회(임시회) 제75차 국회본회의(전체회의)||323,keyword::산업,키워드,발언,키워드
speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||34,keyword::재정,키워드,발언,키워드
speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||34,keyword::예산,키워드,발언,키워드
speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||77,keyword::생산,키워드,발언,키워드
speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||77,keyword::산업,키워드,발언,키워드
speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||77,keyword::예산,키워드,발언,키워드
speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||242,keyword::산업,키워드,발언,키워드
speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||375,keyword::생산,키워드,발언,키워드
speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||412,keyword::동포,키워드,발언,키워드
speech::1948-09-28||제1대국회 제1회(임시회) 제76차 국회본회의(전체회의)||418,keyword::산업,키워드,발언,키워드
speech::1948-09-29||제1대국회 제1회(임시회) 제77차 국회본회의(전체회의)||63,keyword::물자,키워드,발언,키워드
speech::1948-09-29||제1대국회 제1회(임시회) 제77차 국회본회의(전체회의)||313,keyword::유입,키워드,발언,키워드
speech::1948-09-30||제1대국회 제1회(임시회) 제78차 국회본회의(전체회의)||151,keyword::생산,키워드,발언,키워드
speech::1948-09-30||제1대국회 제1회(임시회) 제78차 국회본회의(전체회의)||151,keyword::재정,키워드,발언,키워드
speech::1948-09-30||제1대국회 제1회(임시회) 제78차 국회본회의(전체회의)||151,keyword::경제,키워드,발언,키워드
speech::1948-09-30||제1대국회 제1회(임시회) 제78차 국회본회의(전체회의)||158,keyword::생산,키워드,발언,키워드
speech::1948-10-01||제1대국회 제1회(임시회) 제79차 국회본회의(전체회의)||27,keyword::양인,키워드,발언,키워드
speech::1948-10-01||제1대국회 제1회(임시회) 제79차 국회본회의(전체회의)||27,keyword::미인,키워드,발언,키워드
speech::1948-10-01||제1대국회 제1회(임시회) 제79차 국회본회의(전체회의)||181,keyword::물자,키워드,발언,키워드
speech::1948-10-04||제1대국회 제1회(임시회) 제81차 국회본회의(전체회의)||48,keyword::미군,키워드,발언,키워드
speech::1948-10-04||제1대국회 제1회(임시회) 제81차 국회본회의(전체회의)||48,keyword::동포,키워드,발언,키워드
speech::1948-10-04||제1대국회 제1회(임시회) 제81차 국회본회의(전체회의)||88,keyword::재정,키워드,발언,키워드
speech::1948-10-05||제1대국회 제1회(임시회) 제82차 국회본회의(전체회의)||83,keyword::미군,키워드,발언,키워드
speech::1948-10-06||제1대국회 제1회(임시회) 제83차 국회본회의(전체회의)||206,keyword::생산,키워드,발언,키워드
speech::1948-10-06||제1대국회 제1회(임시회) 제83차 국회본회의(전체회의)||214,keyword::생산,키워드,발언,키워드
speech::1948-10-07||제1대국회 제1회(임시회) 제84차 국회본회의(전체회의)||28,keyword::산업,키워드,발언,키워드
speech::1948-10-07||제1대국회 제1회(임시회) 제84차 국회본회의(전체회의)||66,keyword::건설,키워드,발언,키워드
speech::1948-10-12||제1대국회 제1회(임시회) 제86차 국회본회의(전체회의)||33,keyword::동포,키워드,발언,키워드
speech::1948-10-12||제1대국회 제1회(임시회) 제86차 국회본회의(전체회의)||280,keyword::산업,키워드,발언,키워드
speech::1948-10-12||제1대국회 제1회(임시회) 제86차 국회본회의(전체회의)||280,keyword::동력,키워드,발언,키워드
speech::1948-10-13||제1대국회 제1회(임시회) 제87차 국회본회의(전체회의)||179,keyword::산업,키워드,발언,키워드
speech::1948-10-13||제1대국회 제1회(임시회) 제87차 국회본회의(전체회의)||179,keyword::경제,키워드,발언,키워드
speech::1948-10-13||제1대국회 제1회(임시회) 제87차 국회본회의(전체회의)||201,keyword::건설,키워드,발언,키워드
speech::1948-10-13||제1대국회 제1회(임시회) 제87차 국회본회의(전체회의)||231,keyword::미군,키워드,발언,키워드
speech::1948-10-14||제1대국회 제1회(임시회) 제88차 국회본회의(전체회의)||148,keyword::동포,키워드,발언,키워드
speech::1948-10-27||제1대국회 제1회(임시회) 제89차 국회본회의(전체회의)||38,keyword::동포,키워드,발언,키워드
speech::1948-10-27||제1대국회 제1회(임시회) 제89차 국회본회의(전체회의)||43,keyword::동포,키워드,발언,키워드
speech::1948-10-27||제1대국회 제1회(임시회) 제89차 국회본회의(전체회의)||44,keyword::동포,키워드,발언,키워드
speech::1948-10-27||제1대국회 제1회(임시회) 제89차 국회본회의(전체회의)||67,keyword::동포,키워드,발언,키워드
speech::1948-10-28||제1대국회 제1회(임시회) 제90차 국회본회의(전체회의)||41,keyword::동포,키워드,발언,키워드
speech::1948-11-01||제1대국회 제1회(임시회) 제93차 국회본회의(전체회의)||78,keyword::동포,키워드,발언,키워드
speech::1948-11-05||제1대국회 제1회(임시회) 제96차 국회본회의(전체회의)||99,keyword::동포,키워드,발언,키워드
speech::1948-11-06||제1대국회 제1회(임시회) 제97차 국회본회의(전체회의)||45,keyword::경제,키워드,발언,키워드
speech::1948-11-06||제1대국회 제1회(임시회) 제97차 국회본회의(전체회의)||68,keyword::미군,키워드,발언,키워드
speech::1948-11-06||제1대국회 제1회(임시회) 제97차 국회본회의(전체회의)||68,keyword::유입,키워드,발언,키워드
speech::1948-11-08||제1대국회 제1회(임시회) 제98차 국회본회의(전체회의)||33,keyword::경제,키워드,발언,키워드
speech::1948-11-12||제1대국회 제1회(임시회) 제102차 국회본회의(전체회의)||79,keyword::건설,키워드,발언,키워드
speech::1948-11-17||제1대국회 제1회(임시회) 제106차 국회본회의(전체회의)||73,keyword::재정,키워드,발언,키워드
speech::1948-11-17||제1대국회 제1회(임시회) 제106차 국회본회의(전체회의)||73,keyword::경제,키워드,발언,키워드
speech::1948-11-17||제1대국회 제1회(임시회) 제106차 국회본회의(전체회의)||105,keyword::재정,키워드,발언,키워드
speech::1948-11-17||제1대국회 제1회(임시회) 제106차 국회본회의(전체회의)||105,keyword::물가,키워드,발언,키워드
speech::1948-11-17||제1대국회 제1회(임시회) 제106차 국회본회의(전체회의)||105,keyword::생산,키워드,발언,키워드
