SpeakerA,SpeakerB,Weight,Examples
부의장윤치영,이충환의원,23,"[{""MeetingID"": ""1952-07-14||제2대국회 제13회(임시회) 제7차 국회본회의(전체회의)"", ""Date"": ""1952-07-14"", ""SeqA"": 73, ""SeqB"": 83, ""SpeechA"": ""1952-07-14||제2대국회 제13회(임시회) 제7차 국회본회의(전체회의)||73"", ""SpeechB"": ""1952-07-14||제2대국회 제13회(임시회) 제7차 국회본회의(전체회의)||83""}, {""MeetingID"": ""1952-07-14||제2대국회 제13회(임시회) 제7차 국회본회의(전체회의)"", ""Date"": ""1952-07-14"", ""SeqA"": 83, ""SeqB"": 84, ""SpeechA"": ""1952-07-14||제2대국회 제13회(임시회) 제7차 국회본회의(전체회의)||83"", ""SpeechB"": ""1952-07-14||제2대국회 제13회(임시회) 제7차 국회본회의(전체회의)||84""}, {""MeetingID"": ""1952-09-01||제2대국회 제13회(임시회) 제23차 국회본회의(전체회의)"", ""Date"": ""1952-09-01"", ""SeqA"": 209, ""SeqB"": 212, ""SpeechA"": ""1952-09-01||제2대국회 제13회(임시회) 제23차 국회본회의(전체회의)||209"", ""SpeechB"": ""1952-09-01||제2대국회 제13회(임시회) 제23차 국회본회의(전체회의)||212""}]"
엄병학의원,의장신익희,23,"[{""MeetingID"": ""1950-11-20||제2대국회 제8회(임시회) 제53차 국회본회의(전체회의)"", ""Date"": ""1950-11-20"", ""SeqA"": 169, ""SeqB"": 170, ""SpeechA"": ""1950-11-20||제2대국회 제8회(임시회) 제53차 국회본회의(전체회의)||169"", ""SpeechB"": ""1950-11-20||제2대국회 제8회(임시회) 제53차 국회본회의(전체회의)||170""}, {""MeetingID"": ""1950-11-20||제2대국회 제8회(임시회) 제53차 국회본회의(전체회의)"", ""Date"": ""1950-11-20"", ""SeqA"": 170, ""SeqB"": 172, ""SpeechA"": ""1950-11-20||제2대국회 제8회(임시회) 제53차 국회본회의(전체회의)||170"", ""SpeechB"": ""1950-11-20||제2대국회 제8회(임시회) 제53차 국회본회의(전체회의)||172""}, {""MeetingID"": ""1951-04-30||제2대국회 제10회(정기회) 제69차 국회본회의(전체회의)"", ""Date"": ""1951-04-30"", ""SeqA"": 36, ""SeqB"": 39, ""SpeechA"": ""1951-04-30||제2대국회 제10회(정기회) 제69차 국회본회의(전체회의)||36"", ""SpeechB"": ""1951-04-30||제2대국회 제10회(정기회) 제69차 국회본회의(전체회의)||39""}]"
유옥우의원,의장이기붕,23,"[{""MeetingID"": ""1954-08-09||제3대국회 제19회(임시회) 제28차 국회본회의(전체회의)"", ""Date"": ""1954-08-09"", ""SeqA"": 59, ""SeqB"": 60, ""SpeechA"": ""1954-08-09||제3대국회 제19회(임시회) 제28차 국회본회의(전체회의)||59"", ""SpeechB"": ""1954-08-09||제3대국회 제19회(임시회) 제28차 국회본회의(전체회의)||60""}, {""MeetingID"": ""1954-08-09||제3대국회 제19회(임시회) 제28차 국회본회의(전체회의)"", ""Date"": ""1954-08-09"", ""SeqA"": 60, ""SeqB"": 61, ""SpeechA"": ""1954-08-09||제3대국회 제19회(임시회) 제28차 국회본회의(전체회의)||60"", ""SpeechB"": ""1954-08-09||제3대국회 제19회(임시회) 제28차 국회본회의(전체회의)||61""}, {""MeetingID"": ""1955-01-25||제3대국회 제19회(임시회) 제129차 국회본회의(전체회의)"", ""Date"": ""1955-01-25"", ""SeqA"": 216, ""SeqB"": 217, ""SpeechA"": ""1955-01-25||제3대국회 제19회(임시회) 제129차 국회본회의(전체회의)||216"", ""SpeechB"": ""1955-01-25||제3대국회 제19회(임시회) 제129차 국회본회의(전체회의)||217""}]"
김재곤위원,위원장정규상,23,"[{""MeetingID"": ""1959-11-17||제4대국회 제33회(정기회) 제2차 상공위원회(전체회의)"", ""Date"": ""1959-11-17"", ""SeqA"": 64, ""SeqB"": 66, ""SpeechA"": ""1959-11-17||제4대국회 제33회(정기회) 제2차 상공위원회(전체회의)||64"", ""SpeechB"": ""1959-11-17||제4대국회 제33회(정기회) 제2차 상공위원회(전체회의)||66""}, {""MeetingID"": ""1959-11-17||제4대국회 제33회(정기회) 제2차 상공위원회(전체회의)"", ""Date"": ""1959-11-17"", ""SeqA"": 66, ""SeqB"": 67, ""SpeechA"": ""1959-11-17||제4대국회 제33회(정기회) 제2차 상공위원회(전체회의)||66"", ""SpeechB"": ""1959-11-17||제4대국회 제33회(정기회) 제2차 상공위원회(전체회의)||67""}, {""MeetingID"": ""1959-11-17||제4대국회 제33회(정기회) 제2차 상공위원회(전체회의)"", ""Date"": ""1959-11-17"", ""SeqA"": 73, ""SeqB"": 74, ""SpeechA"": ""1959-11-17||제4대국회 제33회(정기회) 제2차 상공위원회(전체회의)||73"", ""SpeechB"": ""1959-11-17||제4대국회 제33회(정기회) 제2차 상공위원회(전체회의)||74""}]"
부의장김동원,이인의원,23,"[{""MeetingID"": ""1949-04-06||제1대국회 제2회(정기회) 제72차 국회본회의(전체회의)"", ""Date"": ""1949-04-06"", ""SeqA"": 156, ""SeqB"": 157, ""SpeechA"": ""1949-04-06||제1대국회 제2회(정기회) 제72차 국회본회의(전체회의)||156"", ""SpeechB"": ""1949-04-06||제1대국회 제2회(정기회) 제72차 국회본회의(전체회의)||157""}, {""MeetingID"": ""1949-07-28||제1대국회 제4회(임시회) 제21차 국회본회의(전체회의)"", ""Date"": ""1949-07-28"", ""SeqA"": 121, ""SeqB"": 138, ""SpeechA"": ""1949-07-28||제1대국회 제4회(임시회) 제21차 국회본회의(전체회의)||121"", ""SpeechB"": ""1949-07-28||제1대국회 제4회(임시회) 제21차 국회본회의(전체회의)||138""}, {""MeetingID"": ""1949-07-28||제1대국회 제4회(임시회) 제21차 국회본회의(전체회의)"", ""Date"": ""1949-07-28"", ""SeqA"": 138, ""SeqB"": 139, ""SpeechA"": ""1949-07-28||제1대국회 제4회(임시회) 제21차 국회본회의(전체회의)||138"", ""SpeechB"": ""1949-07-28||제1대국회 제4회(임시회) 제21차 국회본회의(전체회의)||139""}]"
김선태위원,임철호위원,23,"[{""MeetingID"": ""1958-11-27||제4대국회 제30회(정기회) 제3차 법제사법위원회(전체회의)"", ""Date"": ""1958-11-27"", ""SeqA"": 35, ""SeqB"": 36, ""SpeechA"": ""1958-11-27||제4대국회 제30회(정기회) 제3차 법제사법위원회(전체회의)||35"", ""SpeechB"": ""1958-11-27||제4대국회 제30회(정기회) 제3차 법제사법위원회(전체회의)||36""}, {""MeetingID"": ""1958-11-28||제4대국회 제30회(정기회) 제4차 법제사법위원회(전체회의)"", ""Date"": ""1958-11-28"", ""SeqA"": 49, ""SeqB"": 50, ""SpeechA"": ""1958-11-28||제4대국회 제30회(정기회) 제4차 법제사법위원회(전체회의)||49"", ""SpeechB"": ""1958-11-28||제4대국회 제30회(정기회) 제4차 법제사법위원회(전체회의)||50""}, {""MeetingID"": ""1958-11-28||제4대국회 제30회(정기회) 제4차 법제사법위원회(전체회의)"", ""Date"": ""1958-11-28"", ""SeqA"": 50, ""SeqB"": 51, ""SpeechA"": ""1958-11-28||제4대국회 제30회(정기회) 제4차 법제사법위원회(전체회의)||50"", ""SpeechB"": ""1958-11-28||제4대국회 제30회(정기회) 제4차 법제사법위원회(전체회의)||51""}]"
예산국장오임근,한동석위원,23,"[{""MeetingID"": ""1955-05-30||제3대국회 제20회(정기회) 제11차 예산결산위원회(전체회의)"", ""Date"": ""1955-05-30"", ""SeqA"": 168, ""SeqB"": 169, ""SpeechA"": ""1955-05-30||제3대국회 제20회(정기회) 제11차 예산결산위원회(전체회의)||168"", ""SpeechB"": ""1955-05-30||제3대국회 제20회(정기회) 제11차 예산결산위원회(전체회의)||169""}, {""MeetingID"": ""1955-06-01||제3대국회 제20회(정기회) 제13차 예산결산위원회(전체회의)"", ""Date"": ""1955-06-01"", ""SeqA"": 44, ""SeqB"": 45, ""SpeechA"": ""1955-06-01||제3대국회 제20회(정기회) 제13차 예산결산위원회(전체회의)||44"", ""SpeechB"": ""1955-06-01||제3대국회 제20회(정기회) 제13차 예산결산위원회(전체회의)||45""}, {""MeetingID"": ""1955-06-01||제3대국회 제20회(정기회) 제13차 예산결산위원회(전체회의)"", ""Date"": ""1955-06-01"", ""SeqA"": 45, ""SeqB"": 46, ""SpeechA"": ""1955-06-01||제3대국회 제20회(정기회) 제13차 예산결산위원회(전체회의)||45"", ""SpeechB"": ""1955-06-01||제3대국회 제20회(정기회) 제13차 예산결산위원회(전체회의)||46""}]"
공군본부시설감최해인,최병권위원,23,"[{""MeetingID"": ""1958-11-05||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-11-05"", ""SeqA"": 61, ""SeqB"": 62, ""SpeechA"": ""1958-11-05||제4대국회 1958년도 국정감사 국방위원회(전체회의)||61"", ""SpeechB"": ""1958-11-05||제4대국회 1958년도 국정감사 국방위원회(전체회의)||62""}, {""MeetingID"": ""1958-11-05||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-11-05"", ""SeqA"": 62, ""SeqB"": 63, ""SpeechA"": ""1958-11-05||제4대국회 1958년도 국정감사 국방위원회(전체회의)||62"", ""SpeechB"": ""1958-11-05||제4대국회 1958년도 국정감사 국방위원회(전체회의)||63""}, {""MeetingID"": ""1958-11-05||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-11-05"", ""SeqA"": 132, ""SeqB"": 133, ""SpeechA"": ""1958-11-05||제4대국회 1958년도 국정감사 국방위원회(전체회의)||132"", ""SpeechB"": ""1958-11-05||제4대국회 1958년도 국정감사 국방위원회(전체회의)||133""}]"
박세경의원,부의장이재학,23,"[{""MeetingID"": ""1957-01-30||제3대국회 제23회(임시회) 제15차 국회본회의(전체회의)"", ""Date"": ""1957-01-30"", ""SeqA"": 371, ""SeqB"": 373, ""SpeechA"": ""1957-01-30||제3대국회 제23회(임시회) 제15차 국회본회의(전체회의)||371"", ""SpeechB"": ""1957-01-30||제3대국회 제23회(임시회) 제15차 국회본회의(전체회의)||373""}, {""MeetingID"": ""1957-04-17||제3대국회 제24회(임시회) 제21차 국회본회의(전체회의)"", ""Date"": ""1957-04-17"", ""SeqA"": 124, ""SeqB"": 127, ""SpeechA"": ""1957-04-17||제3대국회 제24회(임시회) 제21차 국회본회의(전체회의)||124"", ""SpeechB"": ""1957-04-17||제3대국회 제24회(임시회) 제21차 국회본회의(전체회의)||127""}, {""MeetingID"": ""1957-04-17||제3대국회 제24회(임시회) 제21차 국회본회의(전체회의)"", ""Date"": ""1957-04-17"", ""SeqA"": 127, ""SeqB"": 129, ""SpeechA"": ""1957-04-17||제3대국회 제24회(임시회) 제21차 국회본회의(전체회의)||127"", ""SpeechB"": ""1957-04-17||제3대국회 제24회(임시회) 제21차 국회본회의(전체회의)||129""}]"
유옥우위원,재무부장관김현철,23,"[{""MeetingID"": ""1955-07-14||제3대국회 제20회(정기회) 제27차 예산결산위원회(전체회의)"", ""Date"": ""1955-07-14"", ""SeqA"": 20, ""SeqB"": 21, ""SpeechA"": ""1955-07-14||제3대국회 제20회(정기회) 제27차 예산결산위원회(전체회의)||20"", ""SpeechB"": ""1955-07-14||제3대국회 제20회(정기회) 제27차 예산결산위원회(전체회의)||21""}, {""MeetingID"": ""1955-07-14||제3대국회 제20회(정기회) 제27차 예산결산위원회(전체회의)"", ""Date"": ""1955-07-14"", ""SeqA"": 21, ""SeqB"": 22, ""SpeechA"": ""1955-07-14||제3대국회 제20회(정기회) 제27차 예산결산위원회(전체회의)||21"", ""SpeechB"": ""1955-07-14||제3대국회 제20회(정기회) 제27차 예산결산위원회(전체회의)||22""}, {""MeetingID"": ""1955-12-27||제3대국회 제21회(임시회) 제6차 예산결산위원회(전체회의)"", ""Date"": ""1955-12-27"", ""SeqA"": 54, ""SeqB"": 55, ""SpeechA"": ""1955-12-27||제3대국회 제21회(임시회) 제6차 예산결산위원회(전체회의)||54"", ""SpeechB"": ""1955-12-27||제3대국회 제21회(임시회) 제6차 예산결산위원회(전체회의)||55""}]"
김명동의원,부의장김약수,23,"[{""MeetingID"": ""1948-08-16||제1대국회 제1회(임시회) 제41차 국회본회의(전체회의)"", ""Date"": ""1948-08-16"", ""SeqA"": 298, ""SeqB"": 300, ""SpeechA"": ""1948-08-16||제1대국회 제1회(임시회) 제41차 국회본회의(전체회의)||298"", ""SpeechB"": ""1948-08-16||제1대국회 제1회(임시회) 제41차 국회본회의(전체회의)||300""}, {""MeetingID"": ""1948-08-26||제1대국회 제1회(임시회) 제49차 국회본회의(전체회의)"", ""Date"": ""1948-08-26"", ""SeqA"": 44, ""SeqB"": 46, ""SpeechA"": ""1948-08-26||제1대국회 제1회(임시회) 제49차 국회본회의(전체회의)||44"", ""SpeechB"": ""1948-08-26||제1대국회 제1회(임시회) 제49차 국회본회의(전체회의)||46""}, {""MeetingID"": ""1948-09-01||제1대국회 제1회(임시회) 제54차 국회본회의(전체회의)"", ""Date"": ""1948-09-01"", ""SeqA"": 38, ""SeqB"": 39, ""SpeechA"": ""1948-09-01||제1대국회 제1회(임시회) 제54차 국회본회의(전체회의)||38"", ""SpeechB"": ""1948-09-01||제1대국회 제1회(임시회) 제54차 국회본회의(전체회의)||39""}]"
위원장이형모,정재완위원,23,"[{""MeetingID"": ""1958-11-24||제4대국회 제30회(정기회) 제5차 부흥위원회(전체회의)"", ""Date"": ""1958-11-24"", ""SeqA"": 24, ""SeqB"": 25, ""SpeechA"": ""1958-11-24||제4대국회 제30회(정기회) 제5차 부흥위원회(전체회의)||24"", ""SpeechB"": ""1958-11-24||제4대국회 제30회(정기회) 제5차 부흥위원회(전체회의)||25""}, {""MeetingID"": ""1958-11-24||제4대국회 제30회(정기회) 제5차 부흥위원회(전체회의)"", ""Date"": ""1958-11-24"", ""SeqA"": 25, ""SeqB"": 26, ""SpeechA"": ""1958-11-24||제4대국회 제30회(정기회) 제5차 부흥위원회(전체회의)||25"", ""SpeechB"": ""1958-11-24||제4대국회 제30회(정기회) 제5차 부흥위원회(전체회의)||26""}, {""MeetingID"": ""1958-12-09||제4대국회 제30회(정기회) 제8차 부흥위원회(전체회의)"", ""Date"": ""1958-12-09"", ""SeqA"": 17, ""SeqB"": 18, ""SpeechA"": ""1958-12-09||제4대국회 제30회(정기회) 제8차 부흥위원회(전체회의)||17"", ""SpeechB"": ""1958-12-09||제4대국회 제30회(정기회) 제8차 부흥위원회(전체회의)||18""}]"
나희집의원,부의장조경규,23,"[{""MeetingID"": ""1955-03-05||제3대국회 제20회(정기회) 제6차 국회본회의(전체회의)"", ""Date"": ""1955-03-05"", ""SeqA"": 71, ""SeqB"": 72, ""SpeechA"": ""1955-03-05||제3대국회 제20회(정기회) 제6차 국회본회의(전체회의)||71"", ""SpeechB"": ""1955-03-05||제3대국회 제20회(정기회) 제6차 국회본회의(전체회의)||72""}, {""MeetingID"": ""1955-03-05||제3대국회 제20회(정기회) 제6차 국회본회의(전체회의)"", ""Date"": ""1955-03-05"", ""SeqA"": 72, ""SeqB"": 73, ""SpeechA"": ""1955-03-05||제3대국회 제20회(정기회) 제6차 국회본회의(전체회의)||72"", ""SpeechB"": ""1955-03-05||제3대국회 제20회(정기회) 제6차 국회본회의(전체회의)||73""}, {""MeetingID"": ""1955-06-18||제3대국회 제20회(정기회) 제63차 국회본회의(전체회의)"", ""Date"": ""1955-06-18"", ""SeqA"": 171, ""SeqB"": 172, ""SpeechA"": ""1955-06-18||제3대국회 제20회(정기회) 제63차 국회본회의(전체회의)||171"", ""SpeechB"": ""1955-06-18||제3대국회 제20회(정기회) 제63차 국회본회의(전체회의)||172""}]"
문시환의원,부의장김약수,23,"[{""MeetingID"": ""1948-08-16||제1대국회 제1회(임시회) 제41차 국회본회의(전체회의)"", ""Date"": ""1948-08-16"", ""SeqA"": 305, ""SeqB"": 307, ""SpeechA"": ""1948-08-16||제1대국회 제1회(임시회) 제41차 국회본회의(전체회의)||305"", ""SpeechB"": ""1948-08-16||제1대국회 제1회(임시회) 제41차 국회본회의(전체회의)||307""}, {""MeetingID"": ""1948-08-18||제1대국회 제1회(임시회) 제43차 국회본회의(전체회의)"", ""Date"": ""1948-08-18"", ""SeqA"": 35, ""SeqB"": 36, ""SpeechA"": ""1948-08-18||제1대국회 제1회(임시회) 제43차 국회본회의(전체회의)||35"", ""SpeechB"": ""1948-08-18||제1대국회 제1회(임시회) 제43차 국회본회의(전체회의)||36""}, {""MeetingID"": ""1948-08-18||제1대국회 제1회(임시회) 제43차 국회본회의(전체회의)"", ""Date"": ""1948-08-18"", ""SeqA"": 36, ""SeqB"": 37, ""SpeechA"": ""1948-08-18||제1대국회 제1회(임시회) 제43차 국회본회의(전체회의)||36"", ""SpeechB"": ""1948-08-18||제1대국회 제1회(임시회) 제43차 국회본회의(전체회의)||37""}]"
김창동위원,위원장이영희,23,"[{""MeetingID"": ""1959-11-10||제4대국회 제33회(정기회) 제1차 농림위원회(전체회의)"", ""Date"": ""1959-11-10"", ""SeqA"": 23, ""SeqB"": 24, ""SpeechA"": ""1959-11-10||제4대국회 제33회(정기회) 제1차 농림위원회(전체회의)||23"", ""SpeechB"": ""1959-11-10||제4대국회 제33회(정기회) 제1차 농림위원회(전체회의)||24""}, {""MeetingID"": ""1959-11-10||제4대국회 제33회(정기회) 제1차 농림위원회(전체회의)"", ""Date"": ""1959-11-10"", ""SeqA"": 114, ""SeqB"": 117, ""SpeechA"": ""1959-11-10||제4대국회 제33회(정기회) 제1차 농림위원회(전체회의)||114"", ""SpeechB"": ""1959-11-10||제4대국회 제33회(정기회) 제1차 농림위원회(전체회의)||117""}, {""MeetingID"": ""1959-11-10||제4대국회 제33회(정기회) 제1차 농림위원회(전체회의)"", ""Date"": ""1959-11-10"", ""SeqA"": 152, ""SeqB"": 153, ""SpeechA"": ""1959-11-10||제4대국회 제33회(정기회) 제1차 농림위원회(전체회의)||152"", ""SpeechB"": ""1959-11-10||제4대국회 제33회(정기회) 제1차 농림위원회(전체회의)||153""}]"
위원장구흥남,이형모위원,23,"[{""MeetingID"": ""1958-06-27||제4대국회 제29회(임시회) 제1차 부흥위원회(전체회의)"", ""Date"": ""1958-06-27"", ""SeqA"": 26, ""SeqB"": 27, ""SpeechA"": ""1958-06-27||제4대국회 제29회(임시회) 제1차 부흥위원회(전체회의)||26"", ""SpeechB"": ""1958-06-27||제4대국회 제29회(임시회) 제1차 부흥위원회(전체회의)||27""}, {""MeetingID"": ""1958-06-30||제4대국회 제29회(임시회) 제2차 부흥위원회(전체회의)"", ""Date"": ""1958-06-30"", ""SeqA"": 31, ""SeqB"": 32, ""SpeechA"": ""1958-06-30||제4대국회 제29회(임시회) 제2차 부흥위원회(전체회의)||31"", ""SpeechB"": ""1958-06-30||제4대국회 제29회(임시회) 제2차 부흥위원회(전체회의)||32""}, {""MeetingID"": ""1958-06-30||제4대국회 제29회(임시회) 제2차 부흥위원회(전체회의)"", ""Date"": ""1958-06-30"", ""SeqA"": 55, ""SeqB"": 56, ""SpeechA"": ""1958-06-30||제4대국회 제29회(임시회) 제2차 부흥위원회(전체회의)||55"", ""SpeechB"": ""1958-06-30||제4대국회 제29회(임시회) 제2차 부흥위원회(전체회의)||56""}]"
