Assembly_Num,Speaker,직책,Party,지역,소속위원회,당선횟수,기술,소득,노동,이민,이주,외국인,발언횟수,총어절수,기술_회기수,소득_회기수,노동_회기수,이민_회기수,이주_회기수,외국인_회기수,기술_빈도_1만어절당,소득_빈도_1만어절당,노동_빈도_1만어절당,이민_빈도_1만어절당,이주_빈도_1만어절당,외국인_빈도_1만어절당
제3대,정명섭,특별조사위원장,자유당,전남 나주군을,"",3선,0,0,0,0,0,0,1,6847,5,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,손문경,의원,자유당,전남 고흥군갑,"",재선,0,0,0,0,0,0,9,2202,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이동근,위원,자유당,강원 양양,"",초선,1,2,0,0,0,0,40,2084,1,1,0,0,0,0,4.8,9.6,0.0,0.0,0.0,0.0
제3대,톤당,고등교육국장,"","","","",0,0,0,0,0,0,1,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,장기영,체신부장관,"","","","",0,0,0,0,0,0,5,633,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,박기운,위원,무소속,충북 청주,"",3선,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,김준연,위원,한국민주당,전남 영암,"",5선,0,0,0,0,0,0,6,454,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,민희식,교통부장관,"","","","",6,0,0,0,0,0,2,1589,1,0,0,0,0,0,37.76,0.0,0.0,0.0,0.0,0.0
제3대,박술음,사회부장관,"","","","",0,0,0,0,0,0,3,1059,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,강호륜,공군본부작전국장,"","","","",0,0,0,0,0,0,7,270,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,김준영,의원,"","","","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,조순위원,"","","","","",0,0,0,0,0,0,6,65,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,윤형남,위원,무소속,전남 순천시,"",3선,3,1,0,0,0,0,73,4980,6,5,4,0,0,1,6.02,2.01,0.0,0.0,0.0,0.0
제3대,총수,"","","","","",0,0,0,0,0,0,1,37,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,긴동원,부의장,"","","","",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,구을회,의원,무소속,충남 당진,"",초선,0,0,0,1,0,0,19,3060,0,0,0,1,0,0,0.0,0.0,0.0,3.27,0.0,0.0
제3대,서상준,사무국장,"","","","",0,0,0,0,0,0,3,593,19,11,22,2,1,6,0.0,0.0,0.0,0.0,0.0,0.0
제헌,최석화,의원,무소속,경기 평택,"",초선,4,0,0,0,0,0,44,7192,1,0,0,0,0,0,5.56,0.0,0.0,0.0,0.0,0.0
제헌,이종린,외무국방위원회위원장,무소속,충남 서산갑,"",재선,0,0,0,0,0,0,1,350,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,이갑성,위원,무소속,경북 대구병,"",초선,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,재정법에,해군본부함정국장,"","","","",0,0,0,0,0,0,1,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,윤용구,의원,자유당,경북 청송군,"",재선,0,0,0,0,0,0,3,1849,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김준기,증인,"","","","",0,0,0,0,0,0,10,178,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이충환,예산위원장,자유당,충북 진천군,"",6선,0,0,0,0,0,0,1,105,24,8,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0
제4대,사무차장,"","","","","",0,0,0,0,0,0,12,489,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박충모,의원,민주당,강원 원주,"",재선,1,0,0,0,0,0,8,6311,3,0,1,0,0,0,1.58,0.0,0.0,0.0,0.0,0.0
제헌,김익노,의원,무소속,경북 영일을,"",4선,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,문봉제,국무원사무국장,"","","","",11,0,0,0,0,1,41,4721,8,1,0,0,0,1,23.3,0.0,0.0,0.0,0.0,2.12
제4대,나판수,의원,자유당,전남 무안갑,"",초선,0,0,0,0,0,0,12,5820,2,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,금리,"","","","","",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,백남식,위원,대한독립촉성국민회,경북 상주을,"",재선,0,0,0,0,0,0,1,176,0,8,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,유내완,의원,"","","","",0,0,0,0,0,0,15,497,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,박윤원,의원,무소속,경남 남해,"",초선,6,0,0,3,2,3,138,21877,4,0,0,1,2,2,2.74,0.0,0.0,1.37,0.91,1.37
제헌,신익희,의원,대한독립촉성국민회,전남 광주,"",3선,0,0,0,0,1,1,42,25149,9,4,4,0,12,5,0.0,0.0,0.0,0.0,0.4,0.4
제2대,백락준,문교부장관,"","","","",0,0,0,0,0,0,2,865,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,김문평,의원,대한독립촉성국민회,전남 여수갑,"",초선,0,0,0,0,0,2,60,10173,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.97
제헌,이청천,의원,"","","","",0,0,0,0,0,0,12,3698,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,국회의장,"","","","","",0,0,0,0,0,0,1,344,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,김판석,의원,대한청년단,경북 포항,"",초선,0,0,0,0,0,3,13,2483,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,12.08
제2대,배은희,고시위원회위원장,대한국민당,경북 달성,"",초선,0,0,0,0,0,0,1,934,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,서성달,의원,대한독립촉성국민회,경기 고양갑,"",초선,6,1,0,0,0,0,50,6877,1,1,0,0,0,0,8.72,1.45,0.0,0.0,0.0,0.0
제헌,손진백,의원,"","","","",0,0,0,0,0,0,1,423,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,부의작,"","","","","",0,0,0,0,0,0,1,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,조병문,농림분과위원장,자유당,전남 진도군,"",재선,0,0,0,0,0,0,3,122,10,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,그것은,육군본부군수국장,"","","","",0,0,0,0,0,0,2,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,안정근,세관국장,"","","","",1,0,0,0,0,0,6,635,1,0,0,0,0,0,15.75,0.0,0.0,0.0,0.0,0.0
제헌,김철,위원,대한독립촉성국민회,경북 경주갑,"",재선,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이열모,재무부이재국장,"","","","",1,1,0,0,0,0,89,7489,1,1,0,0,0,0,1.34,1.34,0.0,0.0,0.0,0.0
제4대,연사,"","","","","",0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,신정호,의원,무소속,충북 청원군갑,"",재선,5,0,0,0,0,0,39,14142,8,2,1,0,0,2,3.54,0.0,0.0,0.0,0.0,0.0
제헌,김만선,의원,"","","","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박명길,위원,"","","","",0,0,0,0,0,0,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,되었,"","","","","",0,0,0,0,0,0,1,81,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,이종선,의원,"","","","",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,권오종,위원,국민회,경북 안동갑,"",재선,7,0,0,0,0,0,12,1583,2,0,0,0,0,0,44.22,0.0,0.0,0.0,0.0,0.0
제3대,김병로,법전편찬위원장,"","","","",0,0,0,0,0,0,1,4336,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,류진산,의원,"","","","",0,0,0,0,0,0,36,16777,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,최응복,내무부지방국장,"","","","",0,6,0,0,0,0,25,4445,0,2,0,0,0,0,0.0,13.5,0.0,0.0,0.0,0.0
제4대,류홍,의원,민주당,서울 영등포구을,"",3선,0,2,0,0,0,0,21,8776,1,2,1,0,0,1,0.0,2.28,0.0,0.0,0.0,0.0
제4대,저희는,해군본부관리참모부장,"","","","",0,0,0,0,0,0,1,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,권병로,의원,"","","","",0,0,0,0,0,0,1,391,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,강세형,위원,무소속,전북 익산을,"",초선,0,0,0,0,0,0,3,181,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,조경규,내무치안위원장,무소속,경북 대구갑,"",3선,0,0,0,0,0,0,1,538,3,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,유옥우,위원,자유당,전남 무안군을,"",5선,2,12,0,0,0,0,269,27880,6,5,2,2,0,0,0.72,4.3,0.0,0.0,0.0,0.0
제2대,이종욱,위원,대한독립촉성국민회,강원 평창,"",초선,0,0,0,0,0,0,1,493,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박윤식,증인,"","","","",0,0,0,0,0,0,14,395,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정상희,위원,자유당,충북 중원군,"",재선,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,저희가,해군본부관리참모부장,"","","","",0,0,0,0,0,0,2,103,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,강인택,체신부장관,"","","","",0,0,0,0,0,0,2,938,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,류진산,의원,"","","","",6,0,0,0,0,0,148,76208,7,1,0,0,0,1,0.79,0.0,0.0,0.0,0.0,0.0
제2대,"",내무치안위원장,"","","","",0,0,0,0,0,0,35,2381,58,37,45,2,4,13,0.0,0.0,0.0,0.0,0.0,0.0
제3대,"",육군본부행정참모부장,"","","","",0,0,0,0,0,0,1,15,94,35,22,8,8,20,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박순천,의원,민주당,"경남 부산시,동구갑","",5선,0,0,0,0,0,0,4,433,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,조광섭,위원,조선민주당,서울 영등포구갑,"",초선,0,0,0,0,0,0,1,21,4,0,19,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
제2대,"",농림위원장,"","","","",1,0,0,0,0,0,6,3490,58,37,45,2,4,13,2.87,0.0,0.0,0.0,0.0,0.0
제3대,박용익,예산결산위원장,무소속,강원 강릉시을,"",재선,6,6,0,0,0,1,18,7020,2,2,0,0,0,2,8.55,8.55,0.0,0.0,0.0,1.42
제4대,"",내무위원장,"","","","",0,0,0,0,0,0,4,1425,138,25,25,10,3,18,0.0,0.0,0.0,0.0,0.0,0.0
제4대,고재필,민의원사무처법제조사국장,"","","","",0,0,0,0,0,0,1,248,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제4대,가격은,육군본부군수국장,"","","","",0,0,0,0,0,0,1,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,이성우,의원,무소속,전남 함평,"",초선,0,0,0,0,0,0,5,452,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김병윤,농정국장,"","","","",0,0,0,0,0,0,1,318,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,직히,"","","","","",0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,박만원,위원,자유당,경북 군위군,"",3선,0,3,0,0,0,0,48,8571,10,9,0,0,0,2,0.0,3.5,0.0,0.0,0.0,0.0
제4대,곽의영,위원,자유당,충북 청원을,"",3선,0,1,0,0,0,0,49,5834,10,3,0,0,0,2,0.0,1.71,0.0,0.0,0.0,0.0
제2대,"",산업위원장,"","","","",0,0,0,0,0,0,1,395,58,37,45,2,4,13,0.0,0.0,0.0,0.0,0.0,0.0
제4대,"",해군본부관리참모부장,"","","","",0,0,0,0,0,0,1,30,138,25,25,10,3,18,0.0,0.0,0.0,0.0,0.0,0.0
제헌,김약수,의장,조선공화당,경남 동래,"",초선,0,0,0,0,0,0,2,124,3,1,1,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
제4대,최창언,육군본부정훈국장,"","","","",2,0,0,0,0,0,8,580,1,0,0,0,0,0,34.48,0.0,0.0,0.0,0.0,0.0
제헌,이인,법제사법위원회위원장,무소속,서울 종로구을,"",3선,0,0,0,0,0,0,1,1379,4,0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,황호현,위원,대한독립촉성국민회,강원 평창,"",3선,3,0,0,0,0,0,4,794,4,1,5,1,0,0,37.78,0.0,0.0,0.0,0.0,0.0
제2대,이기붕,국방부장관,"","","","",0,0,0,0,0,0,7,2293,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,신용욱,교통체신위원장,무소속,전북 고창을,"",재선,1,0,0,0,0,0,6,1840,5,1,2,0,0,0,5.43,0.0,0.0,0.0,0.0,0.0
제3대,손권배,위원,자유당,전북 완주을,"",초선,0,0,0,0,0,0,12,1171,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,피고,"","","","","",2,0,0,0,0,0,274,5144,2,0,0,0,0,0,3.89,0.0,0.0,0.0,0.0,0.0
제4대,이상용,"",자유당,"경남 부산시,서구갑","",초선,0,0,0,0,0,0,1,34,3,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제헌,조현영,의원,"","","","",0,0,0,0,0,0,1,530,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,서정학,내무부치안국장,"","","","",0,0,0,0,0,0,5,1269,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,손도심,의원,자유당,경기 화성갑,"",재선,1,0,0,0,0,0,35,33962,3,0,0,0,0,0,0.29,0.0,0.0,0.0,0.0,0.0
제4대,박만원,위원장,자유당,경북 군위군,"",3선,3,0,0,0,0,0,379,23676,2,1,0,1,0,0,1.27,0.0,0.0,0.0,0.0,0.0
제3대,암시장에,염산국장,"","","","",0,0,0,0,0,0,1,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,박찬현,의원,무소속,경남 부산정,"",4선,4,0,0,0,1,0,153,16740,4,0,0,0,1,0,2.39,0.0,0.0,0.0,0.6,0.0
제4대,김상도,의원,자유당,경북 영천갑,"",재선,0,0,0,0,0,0,3,3551,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제4대,그런데,육군본부작전교육국장,"","","","",0,0,0,0,0,0,1,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,예산을,"","","","","",0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,황병규,의원,무소속,전남 여수을,"",재선,10,0,0,0,0,0,67,9133,2,0,0,0,0,0,10.95,0.0,0.0,0.0,0.0,0.0
제3대,정명선,의원,자유당,충남 청양,"",초선,0,0,0,0,0,0,2,1378,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이동세,교통부경리국장,"","","","",4,0,0,0,0,0,12,250,1,0,0,0,0,0,160.0,0.0,0.0,0.0,0.0,0.0
제2대,싱익희,의장,"","","","",0,0,0,0,0,0,1,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,내무차관,"","","","","",0,0,0,0,0,0,12,4004,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,윤명운,위원,민주당,서울 영등포구갑,"",재선,11,1,0,0,0,0,164,22982,2,1,0,0,0,0,4.79,0.44,0.0,0.0,0.0,0.0
제4대,민장식,위원,민주당,충북 영동군,"",재선,5,6,0,0,0,1,82,23119,3,2,0,0,0,1,2.16,2.6,0.0,0.0,0.0,0.43
제4대,김원전,의원,자유당,전북 군산,"",초선,0,0,0,0,0,1,2,178,6,2,3,0,0,2,0.0,0.0,0.0,0.0,0.0,56.18
제3대,정갑주,위원,자유당,경남 사천,"",초선,0,0,0,0,0,0,16,850,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,장기영,위원,무소속,강원 영월,"",초선,0,0,0,0,0,0,1,75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이규석,농림부양정국장,"","","","",0,0,0,0,0,0,3,152,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,신현확,상공부공업국장,"","","","",2,0,0,0,0,0,1,219,1,0,0,0,0,0,91.32,0.0,0.0,0.0,0.0,0.0
제3대,박종길,위원,무소속,경북 영양군,"",3선,0,0,0,0,0,1,42,5601,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1.79
제3대,김지태,의원,자유당,경남 부산시갑,"",재선,0,11,0,0,0,0,4,2958,0,1,0,0,0,0,0.0,37.19,0.0,0.0,0.0,0.0
제2대,계셔서,"","","","","",0,0,0,0,0,0,1,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,최규옥,위원,자유당,강원 양구,"",재선,2,0,0,0,0,0,34,2164,1,0,0,0,0,0,9.24,0.0,0.0,0.0,0.0,0.0
제4대,박만원,위원,자유당,경북 군위군,"",3선,0,0,0,4,0,0,90,14773,2,1,0,1,0,0,0.0,0.0,0.0,2.71,0.0,0.0
제3대,장택상,의원,무소속,경북 칠곡군,"",4선,4,2,0,2,0,1,85,24376,3,1,0,2,0,1,1.64,0.82,0.0,0.82,0.0,0.41
제헌,농림차관,"","","","","",0,0,0,0,0,0,1,302,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김석근,해군본부경리부국장,"","","","",0,0,0,0,0,0,2,82,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,김봉조,의원,무소속,경북 청송,"",재선,1,0,0,0,0,0,59,13891,1,0,0,0,0,0,0.72,0.0,0.0,0.0,0.0,0.0
제2대,서장주,의원,무소속,경남 양산,"",초선,0,0,0,0,0,0,2,937,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,이강우,의원,무소속,경남 진주,"",초선,0,0,0,0,0,0,66,9855,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,병역법에,공군본부인사국장,"","","","",0,0,0,0,0,0,1,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,언요청,"","","","","",0,0,0,0,0,0,1,81,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정중섭,위원,민주당,전남 목포,"",재선,4,0,0,0,0,0,131,10004,2,0,1,1,0,0,4.0,0.0,0.0,0.0,0.0,0.0
제4대,김무신,증인,"","","","",0,0,0,0,0,0,8,436,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김도연,의원,민주당,서울 서대문구갑,"",6선,0,12,0,0,0,0,4,9076,5,13,2,0,0,1,0.0,13.22,0.0,0.0,0.0,0.0
제3대,행정권,"","","","","",0,0,0,0,0,0,1,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,손석두,위원,자유당,전남 장흥,"",재선,1,1,0,0,0,0,5,801,2,4,0,0,0,0,12.48,12.48,0.0,0.0,0.0,0.0
제4대,김재곤,의원,민주당,경기 인천시갑,"",3선,0,0,0,0,0,0,12,6129,3,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,총무처장,"","","","","",4,0,0,0,0,0,1,382,1,0,0,0,0,0,104.71,0.0,0.0,0.0,0.0,0.0
제헌,류홍열,의원,"","","","",0,0,0,0,0,0,3,156,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,정준,위원,무소속,경기 김포,"",4선,0,0,0,0,0,0,1,6,1,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김두진,의원,자유당,제주 북제주,"",재선,0,0,0,0,0,0,1,394,2,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이재곤,체신부전무국장,"","","","",0,0,0,0,0,0,5,285,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이성주,국회운영위원장,자유당,경기 고양,"",초선,0,0,0,0,0,0,2,1476,4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,도서관장,"","","","","",0,0,0,0,0,0,5,224,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이옥동,의원,무소속,전북 진안,"",초선,0,0,0,0,0,0,2,1052,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김법린,문교위원장,자유당,경남 동래,"",초선,4,0,0,0,0,3,16,10214,4,0,0,0,0,1,3.92,0.0,0.0,0.0,0.0,2.94
제헌,윤칭영,부의장,"","","","",0,0,0,0,0,0,1,104,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김용우,국방부장관,"","","","",6,0,0,0,0,0,41,21771,4,0,0,0,0,0,2.76,0.0,0.0,0.0,0.0,0.0
제3대,법제처장,"","","","","",0,0,0,0,0,0,2,2161,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,다른,해군본부인사국장,"","","","",0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,해무청장,"","","","","",3,1,0,0,0,0,36,4261,2,1,0,0,0,0,7.04,2.35,0.0,0.0,0.0,0.0
제헌,이택관,의원,"","","","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,서상준,사무국장,"","","","",0,0,0,0,0,0,1,95,4,2,10,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정남택,위원,자유당,경북 고령,"",초선,3,0,0,0,0,0,38,2453,2,0,0,0,0,0,12.23,0.0,0.0,0.0,0.0,0.0
제3대,박해정,위원,무소속,경북 경산,"",4선,0,3,0,0,0,0,41,2625,4,5,6,0,0,0,0.0,11.43,0.0,0.0,0.0,0.0
제헌,간사,"","","","","",0,0,0,0,0,0,3,91,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,안용백,위원장,자유당,전남 보성,"",초선,0,0,0,0,0,0,147,2750,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제2대,최주일,의원,대한청년단,전북 김제을,"",초선,0,0,0,0,0,0,10,1523,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이진호,의사국장,"","","","",0,0,0,0,0,0,1,103,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,저도,육군본부인사국장,"","","","",0,0,0,0,0,0,2,178,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정헌주,의원,민주당,경남 사천군,"",5선,0,0,0,0,0,0,3,3496,3,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
제헌,김호석,의원,"","","","",0,0,0,0,0,0,1,144,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,변진갑,위원장,자유당,전남 장성군,"",3선,1,0,0,0,0,0,467,14059,2,2,0,0,1,0,0.71,0.0,0.0,0.0,0.0,0.0
제4대,권종림,증인,"","","","",0,0,0,0,0,0,11,491,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,사무차장,"","","","","",0,0,0,0,0,0,8,1924,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,십만,"","","","","",0,0,0,0,0,0,1,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,조정환,외부무장관,"","","","",0,0,0,0,0,1,1,493,2,0,0,2,0,1,0.0,0.0,0.0,0.0,0.0,20.28
제4대,정명섭,위원장,자유당,전남 나주군을,"",3선,6,0,0,0,0,0,187,5060,5,0,0,0,0,0,11.86,0.0,0.0,0.0,0.0,0.0
제3대,수확,"","","","","",0,0,0,0,0,0,1,30,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,휫샤,"","","","","",0,0,0,0,0,0,1,220,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김봉두,증인,"","","","",0,0,0,0,0,0,10,140,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,표를,"","","","","",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정문흠,의원,자유당,경북 봉화군,"",3선,0,0,0,0,0,0,12,393,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,조재면,의원,대한독립촉성국민회,전북 부안,"",초선,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,"",의사국장,"","","","",0,0,0,0,0,0,2,479,58,37,45,2,4,13,0.0,0.0,0.0,0.0,0.0,0.0
제헌,오택열,위원,대한독립촉성국민회,경북 영덕,"",초선,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,군원,국방부경리국장,"","","","",0,0,0,0,0,0,1,29,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,권병로,의원,"","","","",0,0,0,0,0,0,8,1463,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,박성하,징계자격위원장,중앙불교위원회,경북 대구을,"",초선,0,0,0,0,0,0,4,1926,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이치영,재무부이재국장,"","","","",0,0,0,0,0,0,18,1527,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,이상돈,의원,민주국민당,충남 천안,"",3선,2,0,0,0,0,0,11,6615,1,0,0,0,0,0,3.02,0.0,0.0,0.0,0.0,0.0
제3대,김철안,보건사회위원장,자유당,경북 금릉군,"",재선,0,0,0,0,0,0,1,1332,2,0,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,젯트기를,공군사관학교정보국장,"","","","",0,0,0,0,0,0,1,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,유지원,의원,자유당,충남 연기군,"",재선,0,0,0,0,0,0,1,350,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
