Assembly_Num,Speaker,직책,Party,지역,소속위원회,당선횟수,기술,소득,노동,이민,이주,외국인,발언횟수,총어절수,기술_회기수,소득_회기수,노동_회기수,이민_회기수,이주_회기수,외국인_회기수,기술_빈도_1만어절당,소득_빈도_1만어절당,노동_빈도_1만어절당,이민_빈도_1만어절당,이주_빈도_1만어절당,외국인_빈도_1만어절당
제3대,손창환,보건사회부장관,"","","","",3,0,1,0,0,0,14,5356,2,0,1,0,0,0,5.6,0.0,1.87,0.0,0.0,0.0
제3대,정규상,의원,자유당,강원 영월군,"",재선,3,0,1,0,0,0,33,11986,3,1,1,0,0,0,2.5,0.0,0.83,0.0,0.0,0.0
제헌,류성갑,의원,"","","","",0,0,1,0,0,1,42,4338,0,0,1,0,0,1,0.0,0.0,2.31,0.0,0.0,2.31
제4대,조호갑,증인,"","","","",0,0,1,0,0,0,27,263,0,0,1,0,0,0,0.0,0.0,38.02,0.0,0.0,0.0
제2대,김인태,의원,무소속,경기 화성갑,"",초선,2,0,1,0,0,0,41,26895,1,0,1,0,0,0,0.74,0.0,0.37,0.0,0.0,0.0
제3대,나희집,위원,자유당,충남 서천,"",초선,0,0,1,0,0,0,72,8700,0,1,2,0,0,0,0.0,0.0,1.15,0.0,0.0,0.0
제2대,장택상,의원,무소속,경북 칠곡,"",4선,0,2,1,0,0,3,73,21628,2,2,2,0,0,4,0.0,0.92,0.46,0.0,0.0,1.39
제4대,강영훈,의원,민주당,경기 양주갑,"",재선,0,0,1,0,0,0,2,5982,12,0,5,0,1,1,0.0,0.0,1.67,0.0,0.0,0.0
제헌,전문의원,"","","","","",0,0,1,0,0,0,1,1215,0,0,1,0,0,0,0.0,0.0,8.23,0.0,0.0,0.0
제4대,양일동,위원,무소속,전북 옥구,"",5선,25,10,1,1,0,0,746,37762,8,4,2,1,0,0,6.62,2.65,0.26,0.26,0.0,0.0
제3대,김영삼,의원,자유당,경남 거제군,"",9선,1,1,1,0,0,0,59,25785,1,1,1,0,0,0,0.39,0.39,0.39,0.0,0.0,0.0
제4대,"",법제사법위원장,"","","","",0,0,1,0,0,0,3,1782,138,25,25,10,3,18,0.0,0.0,5.61,0.0,0.0,0.0
제3대,신행용,의원,무소속,전남 무안갑,"",초선,0,0,1,0,0,0,26,13116,3,1,1,0,0,0,0.0,0.0,0.76,0.0,0.0,0.0
제2대,김용화,의원,대한국민당,충남 천안,"",재선,0,0,1,0,0,0,8,3621,0,0,1,0,0,0,0.0,0.0,2.76,0.0,0.0,0.0
제4대,윤성순,의원,자유당,경기 포천군,"",3선,0,0,1,0,0,2,1,512,1,0,2,0,0,2,0.0,0.0,19.53,0.0,0.0,39.06
제헌,장면,의원,무소속,서울 종로구을,"",재선,0,0,1,0,0,2,55,7096,0,0,1,0,0,1,0.0,0.0,1.41,0.0,0.0,2.82
제4대,문봉제,교통부장관,"","","","",31,0,1,0,1,0,40,10582,5,0,1,0,1,0,29.3,0.0,0.95,0.0,0.95,0.0
제2대,법제처장,"","","","","",5,5,1,0,0,0,40,22487,3,3,1,0,0,0,2.22,2.22,0.44,0.0,0.0,0.0
제4대,김훈,위원,민주당,경기 인천시병,"",재선,1,0,1,0,0,0,96,5006,2,0,1,0,0,0,2.0,0.0,2.0,0.0,0.0,0.0
제2대,김용택,사회부장관,"","","","",1,0,1,0,0,0,2,494,1,0,1,0,0,0,20.24,0.0,20.24,0.0,0.0,0.0
제3대,양영주,의원,자유당,전북 남원,"",초선,3,9,1,0,0,0,76,30525,8,5,1,0,0,0,0.98,2.95,0.33,0.0,0.0,0.0
제헌,이범석,국방부장관,"","","","",1,0,1,0,2,0,8,13153,8,3,4,0,1,0,0.76,0.0,0.76,0.0,1.52,0.0
제2대,김동성,의원,무소속,경기 개성,"",초선,0,0,1,0,0,0,16,5076,0,0,1,0,0,0,0.0,0.0,1.97,0.0,0.0,0.0
제4대,박종길,위원,자유당,경북 영양군,"",3선,1,0,1,1,0,0,29,10006,1,0,1,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0
제3대,손원일,국방부장관,"","","","",5,0,1,0,0,0,18,12515,2,0,1,0,0,0,4.0,0.0,0.8,0.0,0.0,0.0
제헌,한석범,의원,한국민주당,경남 부산병,"",초선,0,0,1,0,0,0,33,3489,0,0,1,0,0,0,0.0,0.0,2.87,0.0,0.0,0.0
제헌,장병만,의원,대한독립촉성국민회,경북 칠곡,"",초선,9,9,1,3,0,0,255,33955,3,2,1,1,0,0,2.65,2.65,0.29,0.88,0.0,0.0
제4대,홍봉진,위원,민주당,경기 화성을,"",초선,3,1,1,0,0,0,34,8338,1,2,1,0,0,0,3.6,1.2,1.2,0.0,0.0,0.0
제4대,유용식,위원,자유당,경기 양평,"",초선,6,2,1,0,0,0,317,7373,3,1,1,6,0,0,8.14,2.71,1.36,0.0,0.0,0.0
제4대,신규식,위원,자유당,전북 부안,"",재선,23,12,1,0,0,0,175,35195,10,4,2,0,0,0,6.54,3.41,0.28,0.0,0.0,0.0
제4대,김팔,"","","","","",0,0,1,0,0,0,30,492,0,0,1,0,0,0,0.0,0.0,20.33,0.0,0.0,0.0
제헌,이구수,의원,"","","","",0,0,1,0,0,0,93,7865,0,0,1,0,0,0,0.0,0.0,1.27,0.0,0.0,0.0
제헌,서정희,의원,한국민주당,경기 포천,"",초선,0,0,1,0,0,0,56,7806,0,0,1,0,0,0,0.0,0.0,1.28,0.0,0.0,0.0
제4대,김주묵,의원,민주당,충북 음성군,"",초선,0,1,1,0,0,0,13,13504,3,2,2,0,0,0,0.0,0.74,0.74,0.0,0.0,0.0
제헌,윤영선,농림부장관,"","","","",2,0,1,0,0,0,20,6118,1,0,1,0,0,0,3.27,0.0,1.63,0.0,0.0,0.0
제헌,김약수,부의장,조선공화당,경남 동래,"",초선,3,1,1,0,13,11,2064,97650,3,1,1,0,6,1,0.31,0.1,0.1,0.0,1.33,1.13
제3대,이익흥,내무부장관,"","","","",4,0,1,0,0,2,109,27591,2,0,1,0,0,1,1.45,0.0,0.36,0.0,0.0,0.72
제2대,한필수,의원,무소속,충북 제천,"",초선,0,0,1,0,0,0,6,1973,0,0,1,0,0,0,0.0,0.0,5.07,0.0,0.0,0.0
제헌,유성갑,의원,단민당,전남 고흥을,"",초선,0,1,1,0,3,0,97,15735,0,1,1,0,2,0,0.0,0.64,0.64,0.0,1.91,0.0
제2대,김정두,의원,무소속,전북 순창,"",초선,1,0,1,0,0,0,42,8905,1,0,1,0,0,0,1.12,0.0,1.12,0.0,0.0,0.0
제3대,천세기,의원,무소속,경기 양평군,"",재선,1,0,1,0,0,0,56,20027,3,0,1,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0
제4대,이원,증인,"","","","",0,0,1,0,0,0,3,187,0,0,1,0,0,0,0.0,0.0,53.48,0.0,0.0,0.0
제3대,양정과장,"","","","","",0,0,1,0,0,0,11,412,0,0,1,0,0,0,0.0,0.0,24.27,0.0,0.0,0.0
제3대,김창수,의원,자유당,전북 정읍갑,"",초선,1,0,1,0,0,0,4,5601,1,0,1,0,0,0,1.79,0.0,1.79,0.0,0.0,0.0
제4대,양일동,수해대책특별위원장,무소속,전북 옥구,"",5선,0,0,1,0,0,0,1,998,8,4,2,1,0,0,0.0,0.0,10.02,0.0,0.0,0.0
제2대,"",국무총리,"","","","",21,10,1,0,0,3,37,27120,58,37,45,2,4,13,7.74,3.69,0.37,0.0,0.0,1.11
제헌,박우경,의원,무소속,충북 영동,"",초선,3,0,1,0,0,1,147,7867,3,0,1,0,0,1,3.81,0.0,1.27,0.0,0.0,1.27
제4대,김일환,교통부장관,"","","","",17,0,1,0,0,1,71,18435,15,0,1,2,0,1,9.22,0.0,0.54,0.0,0.0,0.54
제3대,나희집,의원,자유당,충남 서천,"",초선,0,4,1,0,0,0,41,15514,0,1,2,0,0,0,0.0,2.58,0.64,0.0,0.0,0.0
제2대,김익기,의원,무소속,경북 안동을,"",5선,3,0,1,0,0,1,19,3908,2,0,5,0,0,1,7.68,0.0,2.56,0.0,0.0,2.56
제3대,이용범,의원,자유당,경남 창원군을,"",재선,4,0,1,0,0,0,5,1842,2,0,1,0,0,0,21.72,0.0,5.43,0.0,0.0,0.0
제4대,김공평,위원,자유당,충남 논산갑,"",초선,0,0,1,0,0,0,54,3236,0,0,1,0,0,0,0.0,0.0,3.09,0.0,0.0,0.0
제2대,임흥순,의원,민주국민당,서울 성동구을,"",재선,1,0,1,0,0,0,30,10331,1,0,1,0,0,0,0.97,0.0,0.97,0.0,0.0,0.0
제헌,윤치영,부의장,한국민주당,서울 중구,"",4선,2,5,1,0,23,0,2014,59246,3,2,1,2,9,1,0.34,0.84,0.17,0.0,3.88,0.0
제헌,이요한,의원,대한독립촉성국민회,전북 옥구,"",초선,1,0,1,0,0,0,24,2180,1,0,1,0,0,0,4.59,0.0,4.59,0.0,0.0,0.0
제3대,이재학,의원,자유당,강원 홍천군,"",5선,1,0,1,0,0,0,18,7325,5,3,3,0,0,1,1.37,0.0,1.37,0.0,0.0,0.0
제2대,윤영선,의원,민주국민당,전남 해남갑,"",초선,0,1,1,0,0,0,10,2780,0,1,1,0,0,0,0.0,3.6,3.6,0.0,0.0,0.0
제3대,김달호,의원,무소속,경북 상주,"",초선,9,0,1,0,0,1,127,45636,4,0,1,0,0,1,1.97,0.0,0.22,0.0,0.0,0.22
제2대,이종현,산업위원장,무소속,서울 마포구을,"",초선,0,0,1,0,0,0,18,3677,4,1,5,0,0,0,0.0,0.0,2.72,0.0,0.0,0.0
제2대,황성수,의원,무소속,서울 용산구갑,"",4선,9,0,1,0,0,7,72,23863,4,0,1,0,0,5,3.77,0.0,0.42,0.0,0.0,2.93
제헌,정준,의원,무소속,경기 김포,"",4선,1,0,1,1,7,1,345,41734,1,0,1,1,1,1,0.24,0.0,0.24,0.24,1.68,0.24
제3대,김현철,재무부장관,"","","","",27,71,1,0,0,0,293,87481,16,17,2,0,0,0,3.09,8.12,0.11,0.0,0.0,0.0
제헌,육홍균,의원,대한독립촉성국민회,경북 선산,"",재선,0,0,1,0,0,0,61,10636,0,0,1,0,0,0,0.0,0.0,0.94,0.0,0.0,0.0
제2대,조대연,의원,무소속,충북 충주,"",초선,0,0,1,0,0,0,6,3646,0,0,1,0,0,0,0.0,0.0,2.74,0.0,0.0,0.0
제2대,이채오,의원,무소속,경남 통영을,"",초선,1,2,1,0,0,0,40,17126,1,1,1,0,0,0,0.58,1.17,0.58,0.0,0.0,0.0
제헌,김봉조,의원,교육협회,경북 청송,"",재선,1,0,1,0,4,1,99,16462,1,0,1,0,2,1,0.61,0.0,0.61,0.0,2.43,0.61
제4대,임문석,위원,민주당,경북 대구시병,"",재선,21,7,1,0,0,13,157,26581,8,5,1,0,0,6,7.9,2.63,0.38,0.0,0.0,4.89
제2대,이충환,예산결산위원장,무소속,충북 진천,"",6선,0,2,1,0,0,1,90,19735,9,5,3,0,0,1,0.0,1.01,0.51,0.0,0.0,0.51
제4대,김의택,의원,민주당,전남 함평군,"",4선,0,0,1,0,0,0,7,2086,2,0,1,0,0,0,0.0,0.0,4.79,0.0,0.0,0.0
제3대,이치영,이재국장,"","","","",0,1,1,0,0,0,6,1020,0,1,1,0,0,0,0.0,9.8,9.8,0.0,0.0,0.0
제3대,김현철,부흥부장관,"","","","",8,1,1,0,0,0,30,15441,16,17,2,0,0,0,5.18,0.65,0.65,0.0,0.0,0.0
제4대,윤형남,의원,민주당,전남 순천시,"",3선,2,0,1,0,0,0,37,17258,3,1,1,0,0,0,1.16,0.0,0.58,0.0,0.0,0.0
제헌,전규홍,사무총장,"","","","",0,0,1,0,0,0,87,6093,0,0,1,0,0,0,0.0,0.0,1.64,0.0,0.0,0.0
제2대,오위영,의원,무소속,경남 울산갑,"",3선,1,11,1,0,0,0,6,4795,3,5,1,0,0,1,2.09,22.94,2.09,0.0,0.0,0.0
제4대,엄상섭,의원,민주당,서울 용산구갑,"",재선,11,3,1,0,3,0,97,52007,9,4,2,0,1,0,2.12,0.58,0.19,0.0,0.58,0.0
제4대,박흥규,예산결산위원장,자유당,전남 광주병,"",재선,5,1,1,0,0,0,28,4515,5,1,1,0,0,0,11.07,2.21,2.21,0.0,0.0,0.0
제4대,배성기,의원,민주당,전북 완주군을,"",재선,3,1,1,0,0,0,9,10009,9,3,4,0,0,1,3.0,1.0,1.0,0.0,0.0,0.0
제3대,윤병호,의원,무소속,경남 남해,"",초선,2,0,1,0,0,0,23,18616,1,0,1,0,0,0,1.07,0.0,0.54,0.0,0.0,0.0
제헌,김동원,의원,한국민주당,서울 용산구,"",초선,0,0,1,0,0,1,37,4704,7,1,6,0,14,6,0.0,0.0,2.13,0.0,0.0,2.13
제3대,"",외무위원장,"","","","",25,0,1,0,0,0,28,5444,94,35,22,8,8,20,45.92,0.0,1.84,0.0,0.0,0.0
제3대,박영종,위원,자유당,전남 담양,"",초선,51,12,1,0,0,1,293,81464,97,22,15,0,0,5,6.26,1.47,0.12,0.0,0.0,0.12
제3대,이형진,위원,자유당,강원 평창,"",초선,6,0,1,0,0,1,117,10323,5,0,1,0,0,1,5.81,0.0,0.97,0.0,0.0,0.97
제2대,이도영,의원,무소속,충북 청원갑,"",초선,2,0,1,0,0,0,9,2604,1,0,1,0,0,0,7.68,0.0,3.84,0.0,0.0,0.0
제3대,박영출,의원,자유당,경북 의성갑,"",재선,2,2,1,0,0,7,112,26650,2,4,2,0,0,2,0.75,0.75,0.38,0.0,0.0,2.63
제3대,백남식,위원,무소속,경북 상주군을,"",재선,0,2,1,0,0,1,77,10411,4,6,3,0,0,2,0.0,1.92,0.96,0.0,0.0,0.96
제4대,강지형,증인,"","","","",0,0,1,0,0,0,10,126,0,0,1,0,0,0,0.0,0.0,79.37,0.0,0.0,0.0
제2대,전문위원,"","","","","",1,0,1,0,0,0,1,2470,1,0,1,0,0,0,4.05,0.0,4.05,0.0,0.0,0.0
제3대,백한성,내무부장관,"","","","",2,0,1,0,0,0,46,23793,2,0,1,0,0,0,0.84,0.0,0.42,0.0,0.0,0.0
제4대,신영주,위원,무소속,경남 창녕군,"",재선,4,1,1,0,0,0,163,11201,4,1,1,0,0,0,3.57,0.89,0.89,0.0,0.0,0.0
제헌,이승만,의원,대한독립촉성국민회,서울 동대문구갑,"",초선,0,0,1,0,0,0,16,5014,1,0,3,0,0,1,0.0,0.0,1.99,0.0,0.0,0.0
제4대,최천,위원,민주당,경남 충무,"",3선,4,0,1,0,0,0,10,6078,3,0,1,0,0,0,6.58,0.0,1.65,0.0,0.0,0.0
제4대,피복창장,"","","","","",1,0,1,0,0,0,10,133,1,0,1,0,0,0,75.19,0.0,75.19,0.0,0.0,0.0
제4대,김상돈,위원,민주당,서울 마포구,"",4선,1,0,1,1,0,0,80,12302,1,1,1,1,0,0,0.81,0.0,0.81,0.81,0.0,0.0
제헌,이유선,의원,대한독립촉성국민회,경기 부천,"",초선,2,0,1,0,0,0,47,6202,1,0,1,0,0,0,3.22,0.0,1.61,0.0,0.0,0.0
제4대,김인권,농림부농정국장,"","","","",6,0,1,0,0,0,55,9455,4,0,1,0,0,0,6.35,0.0,1.06,0.0,0.0,0.0
제3대,김홍식,의원,자유당,경북 고령,"",초선,9,15,1,0,0,1,54,63943,3,3,1,0,0,1,1.41,2.35,0.16,0.0,0.0,0.16
제헌,이종린,의원,무소속,충남 서산갑,"",재선,2,0,1,0,0,0,34,4805,1,0,1,0,0,0,4.16,0.0,2.08,0.0,0.0,0.0
제헌,허영호,의원,무소속,경남 부산갑,"",초선,19,2,1,0,0,0,31,7688,2,1,1,0,0,0,24.71,2.6,1.3,0.0,0.0,0.0
제4대,김성곤,위원,자유당,경북 달성군,"",4선,0,0,1,0,0,0,10,1870,0,0,1,0,0,0,0.0,0.0,5.35,0.0,0.0,0.0
제4대,신용권,증인,"","","","",0,0,1,0,0,0,5,144,0,0,1,0,0,0,0.0,0.0,69.44,0.0,0.0,0.0
제4대,주요한,의원,민주당,서울 중구갑,"",재선,10,31,1,0,0,3,45,58214,18,12,3,0,0,5,1.72,5.33,0.17,0.0,0.0,0.52
제4대,김용진,위원,민주당,경남 진주,"",재선,1,0,1,0,0,0,237,20980,1,0,1,0,0,0,0.48,0.0,0.48,0.0,0.0,0.0
제3대,정기원,외무위원장,자유당,경남 부산시병,"",재선,0,0,1,0,0,0,20,7176,1,0,1,0,0,0,0.0,0.0,1.39,0.0,0.0,0.0
제4대,이철승,의원,민주당,전북 전주을,"",7선,1,10,1,4,0,0,53,46387,21,12,4,2,0,1,0.22,2.16,0.22,0.86,0.0,0.0
제헌,이남규,의원,대한독립촉성국민회,전남 목포,"",재선,0,0,1,0,1,0,76,10196,0,0,1,0,1,0,0.0,0.0,0.98,0.0,0.98,0.0
제헌,최헌길,의원,대한독립촉성국민회,강원 강릉을,"",재선,5,0,1,0,0,0,54,5012,2,0,1,0,0,0,9.98,0.0,2.0,0.0,0.0,0.0
제2대,"",재정경제위원장,"","","","",8,26,1,0,0,0,78,19752,58,37,45,2,4,13,4.05,13.16,0.51,0.0,0.0,0.0
제3대,"",국방위원장,"","","","",18,0,1,0,0,0,71,21502,94,35,22,8,8,20,8.37,0.0,0.47,0.0,0.0,0.0
제3대,김성삼,의원,자유당,경남 창원갑,"",초선,18,0,1,0,0,0,24,19076,7,0,1,0,0,0,9.44,0.0,0.52,0.0,0.0,0.0
제2대,이시목,의원,무소속,경남 의령,"",초선,0,0,1,0,0,0,7,3587,0,0,1,0,0,0,0.0,0.0,2.79,0.0,0.0,0.0
제3대,김의택,위원,무소속,전남 함평군,"",4선,1,2,1,0,0,0,41,13922,2,2,2,0,0,0,0.72,1.44,0.72,0.0,0.0,0.0
제4대,김주묵,위원,민주당,충북 음성군,"",초선,7,1,1,0,0,0,90,20394,3,2,2,0,0,0,3.43,0.49,0.49,0.0,0.0,0.0
제4대,허윤수,의원,민주당,경남 마산,"",초선,0,0,1,0,0,0,6,3701,10,3,2,0,0,1,0.0,0.0,2.7,0.0,0.0,0.0
제헌,이문원,의원,무소속,전북 익산을,"",초선,6,0,1,0,0,1,192,23598,3,0,1,0,2,1,2.54,0.0,0.42,0.0,0.0,0.42
제헌,박상영,의원,한국민주당,경북 예천,"",초선,3,0,1,2,0,0,65,6064,1,0,1,1,0,0,4.95,0.0,1.65,3.3,0.0,0.0
제2대,김수학,재정경제위원장,무소속,전북 고창갑,"",초선,7,62,1,0,0,0,48,12233,5,5,2,0,0,0,5.72,50.68,0.82,0.0,0.0,0.0
제헌,김철,의원,대한독립촉성국민회,경북 경주갑,"",재선,0,0,1,0,0,0,139,1347,0,0,1,0,0,0,0.0,0.0,7.42,0.0,0.0,0.0
제3대,정해영,위원,자유당,경남 울산군을,"",7선,0,4,1,0,0,0,116,11897,0,3,6,0,0,1,0.0,3.36,0.84,0.0,0.0,0.0
제2대,임문환,농림부장관,"","","","",13,1,1,0,0,0,54,32593,8,1,1,0,0,0,3.99,0.31,0.31,0.0,0.0,0.0
제3대,이정휴,위원,자유당,전남 광산군갑,"",초선,0,0,1,0,0,0,1,564,0,0,1,0,0,0,0.0,0.0,17.73,0.0,0.0,0.0
제2대,박정근,농림위원장,무소속,전북 전주,"",재선,10,5,1,0,0,0,196,61509,6,10,4,0,1,0,1.63,0.81,0.16,0.0,0.0,0.0
제4대,홍길선,위원,민주당,경기 수원,"",4선,0,0,1,0,0,0,17,266,0,0,1,0,0,0,0.0,0.0,37.59,0.0,0.0,0.0
제4대,유기수,위원,무소속,강원 정선,"",초선,5,0,1,0,0,0,142,7536,2,0,1,0,0,0,6.63,0.0,1.33,0.0,0.0,0.0
제3대,최창섭,의원,자유당,경남 합천군을,"",3선,0,0,1,0,0,1,19,5722,0,0,1,0,0,1,0.0,0.0,1.75,0.0,0.0,1.75
제4대,김희덕,증인,"","","","",0,0,0,0,0,0,35,993,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,그래서,육군본부인사국장,"","","","",0,0,0,0,0,0,1,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,변집갑,의원,"","","","",0,0,0,0,0,0,1,221,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,민영남,의원,무소속,전남 해남군을,"",재선,8,3,0,0,0,0,49,31435,6,2,0,0,0,0,2.54,0.95,0.0,0.0,0.0,0.0
제헌,서우석,의원,한국민주당,전남 곡성,"",초선,1,0,0,0,8,1,467,52798,1,0,0,0,2,1,0.19,0.0,0.0,0.0,1.52,0.19
제4대,전형산,의원,자유당,강원 인제군,"",재선,0,0,0,0,0,0,2,2180,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,"",국방부경리국장,"","","","",0,0,0,0,0,0,3,110,138,25,25,10,3,18,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박주복,증인,"","","","",1,0,0,0,0,0,9,263,1,0,0,0,0,0,38.02,0.0,0.0,0.0,0.0,0.0
제헌,홍길선,의원,대동청년당,경기 수원갑,"",4선,0,0,0,0,1,0,9,1675,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5.97,0.0
제헌,공보처장,"","","","","",0,0,0,0,0,1,20,6652,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.5
제3대,임우영,의원,국민회,강원 춘성군,"",재선,0,0,0,0,0,0,3,1316,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,신성모,국방부장관,"","","","",1,0,0,0,0,0,16,8879,1,0,0,0,0,0,1.13,0.0,0.0,0.0,0.0,0.0
제3대,최병권,위원,자유당,경북 울릉군,"",재선,8,5,0,0,0,0,34,3639,3,3,0,0,0,0,21.98,13.74,0.0,0.0,0.0,0.0
제3대,김성삼,위원,자유당,경남 창원갑,"",초선,5,0,0,0,0,0,2,732,7,0,1,0,0,0,68.31,0.0,0.0,0.0,0.0,0.0
제헌,장기영,의원,무소속,강원 영월,"",초선,0,0,0,0,0,0,13,4335,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,백선진,국방부관리국장,"","","","",0,0,0,0,0,0,1,94,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,"",사회보건위원장,"","","","",0,0,0,0,0,0,6,554,138,25,25,10,3,18,0.0,0.0,0.0,0.0,0.0,0.0
제3대,조병문,농림위원장,자유당,전남 진도군,"",재선,12,0,0,0,0,0,172,33397,10,2,1,0,0,0,3.59,0.0,0.0,0.0,0.0,0.0
제4대,김용진,의원,민주당,경남 진주,"",재선,0,0,0,0,0,0,13,4051,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이인,위원,국민당,서울 영등포구을,"",3선,0,0,0,0,0,0,1,79,2,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,박만규,문교부편수국장,"","","","",3,1,0,0,0,0,6,1436,2,1,0,0,0,0,20.89,6.96,0.0,0.0,0.0,0.0
제4대,이성주,위원,자유당,경기 고양,"",초선,0,0,0,0,0,0,28,5232,4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,이교선,상공부장관,무소속,경기 안성,"",재선,0,0,0,0,0,0,3,596,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,융자선,"","","","","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,이존화,의원,자유당,전북 완주갑,"",재선,0,0,0,0,0,0,1,883,3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김종신,의원,자유당,경남 마산,"",초선,3,0,0,0,0,0,24,12266,4,1,0,0,0,1,2.45,0.0,0.0,0.0,0.0,0.0
제3대,김현철,재무장관,"","","","",0,0,0,0,0,0,2,548,16,17,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,최헌길,의원,대한국민당,강원 강릉을,"",재선,2,0,0,0,0,0,53,11543,1,0,0,0,0,0,1.73,0.0,0.0,0.0,0.0,0.0
제3대,"",재정경제위원장,"","","","",7,0,0,0,0,2,114,18431,94,35,22,8,8,20,3.8,0.0,0.0,0.0,0.0,1.09
제3대,송문경,의원,"","","","",0,0,0,0,0,0,1,398,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,수반,"","","","","",0,1,0,0,0,0,1,451,0,1,0,0,0,0,0.0,22.17,0.0,0.0,0.0,0.0
제4대,강종무,위원,자유당,경남 김해갑,"",초선,2,0,0,0,0,0,19,5977,2,0,0,0,0,0,3.35,0.0,0.0,0.0,0.0,0.0
제4대,김익기,위원,자유당,경북 안동을,"",5선,0,0,0,0,0,0,1,87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,김진원,위원,자유당,전북 무주,"",초선,0,0,0,0,0,0,5,718,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,조병옥,의원,민주당,서울 성동구을,"",재선,0,0,0,0,0,0,13,14932,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,하이람,"","","","","",0,0,0,0,0,0,1,265,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,남궁현,위원,대한독립촉성국민회,충남 부여갑,"",초선,0,0,0,0,0,0,2,214,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,사회,"","","","","",3,0,0,0,0,1,316,6569,1,0,0,0,0,1,4.57,0.0,0.0,0.0,0.0,1.52
제헌,징홍염,의원,"","","","",0,0,0,0,0,0,2,560,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,정금체,증인,"","","","",0,0,0,0,0,0,23,156,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,대법원장,"","","","","",3,0,0,0,0,0,7,3401,1,0,0,0,0,0,8.82,0.0,0.0,0.0,0.0,0.0
제4대,김송환,상공부상역국장,"","","","",0,2,0,0,0,0,17,1690,0,1,0,0,0,0,0.0,11.83,0.0,0.0,0.0,0.0
제3대,강봉옥,위원,자유당,경남 하동,"",초선,0,0,0,0,0,0,2,322,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,최운규,의원,"","","","",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,아까종업,체신부경리국장,"","","","",4,0,0,0,0,0,1,177,1,0,0,0,0,0,225.99,0.0,0.0,0.0,0.0,0.0
제4대,박순천,위원,민주당,"경남 부산시,동구갑","",5선,0,0,0,0,0,0,14,4542,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,"",운영위원장,"","","","",0,0,0,0,0,0,3,316,58,37,45,2,4,13,0.0,0.0,0.0,0.0,0.0,0.0
제4대,최남규,경상남도경찰국장,"","","","",0,0,0,0,0,0,14,3324,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,김용우,국방장관,"","","","",0,0,0,0,0,0,1,1198,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제헌,류래완,의원,"","","","",0,0,0,0,0,0,10,405,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,이근칠,문교부고등교육국장,"","","","",0,0,0,0,0,0,1,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제2대,박현숙,무임소장관,"","","","",0,0,0,0,0,0,1,69,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제4대,기타,"","","","","",0,0,0,0,0,0,1,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
제3대,에서,"","","","","",0,0,0,0,0,0,2,31,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
