정당,Family,Month,Count
민주국민당,소득,1952-03,13
민주국민당,소득,1952-04,18
민주국민당,소득,1952-05,11
민주국민당,소득,1952-06,5
민주국민당,소득,1952-07,4
민주국민당,소득,1952-08,9
민주국민당,소득,1952-09,22
민주국민당,소득,1952-10,7
민주국민당,소득,1952-11,38
민주국민당,소득,1952-12,11
민주국민당,소득,1953-01,10
민주국민당,소득,1953-02,17
민주국민당,소득,1953-03,25
민주국민당,소득,1953-04,9
민주국민당,소득,1953-05,5
민주국민당,소득,1953-06,2
민주국민당,소득,1953-07,4
민주국민당,소득,1953-08,1
민주국민당,소득,1953-09,4
민주국민당,소득,1953-10,7
민주국민당,소득,1953-11,23
민주국민당,소득,1953-12,2
민주국민당,소득,1954-01,12
민주국민당,소득,1954-02,5
민주국민당,소득,1954-03,45
민주국민당,소득,1954-04,1
민주국민당,소득,1954-05,0
민주국민당,소득,1954-06,5
민주국민당,소득,1954-07,6
민주국민당,소득,1954-08,10
민주국민당,소득,1954-09,19
민주국민당,소득,1954-10,15
민주국민당,소득,1954-11,8
민주국민당,소득,1954-12,16
민주국민당,소득,1955-01,23
민주국민당,소득,1955-02,0
민주국민당,소득,1955-03,12
민주국민당,소득,1955-04,11
민주국민당,소득,1955-05,24
민주국민당,소득,1955-06,42
민주국민당,소득,1955-07,26
민주국민당,소득,1955-08,0
민주국민당,소득,1955-09,8
민주국민당,소득,1955-10,11
민주국민당,소득,1955-11,9
민주국민당,소득,1955-12,7
민주국민당,소득,1956-01,12
민주국민당,소득,1956-02,24
민주국민당,소득,1956-03,2
민주국민당,소득,1956-04,0
민주국민당,소득,1956-05,3
민주국민당,소득,1956-06,17
민주국민당,소득,1956-07,40
민주국민당,소득,1956-08,11
민주국민당,소득,1956-09,8
민주국민당,소득,1956-10,5
민주국민당,소득,1956-11,4
민주국민당,소득,1956-12,18
민주국민당,소득,1957-01,10
민주국민당,소득,1957-02,2
민주국민당,소득,1957-03,7
민주국민당,소득,1957-04,3
민주국민당,소득,1957-05,0
민주국민당,소득,1957-06,13
민주국민당,소득,1957-07,17
민주국민당,소득,1957-08,7
민주국민당,소득,1957-09,11
민주국민당,소득,1957-10,7
민주국민당,소득,1957-11,11
민주국민당,소득,1957-12,45
민주국민당,소득,1958-01,0
민주국민당,소득,1958-02,5
민주국민당,소득,1958-03,1
민주국민당,소득,1958-04,0
민주국민당,소득,1958-05,0
민주국민당,소득,1958-06,0
민주국민당,소득,1958-07,0
민주국민당,소득,1958-08,0
민주국민당,소득,1958-09,0
민주국민당,소득,1958-10,0
민주국민당,소득,1958-11,0
민주국민당,소득,1958-12,0
민주국민당,소득,1959-01,0
민주국민당,소득,1959-02,0
민주국민당,소득,1959-03,0
민주국민당,소득,1959-04,0
민주국민당,소득,1959-05,0
민주국민당,소득,1959-06,0
민주국민당,소득,1959-07,0
민주국민당,소득,1959-09,0
민주국민당,소득,1959-10,0
민주국민당,소득,1959-11,0
민주국민당,소득,1959-12,0
민주국민당,소득,1960-01,0
민주국민당,소득,1960-02,0
민주국민당,소득,1960-03,0
민주국민당,소득,1960-04,0
조선공화당,소득,1948-06,1
조선공화당,소득,1948-07,0
조선공화당,소득,1948-08,1
조선공화당,소득,1948-09,3
조선공화당,소득,1948-10,1
조선공화당,소득,1948-11,1
조선공화당,소득,1948-12,2
조선공화당,소득,1949-01,7
조선공화당,소득,1949-02,3
조선공화당,소득,1949-03,22
조선공화당,소득,1949-04,6
조선공화당,소득,1949-05,0
조선공화당,소득,1949-06,0
조선공화당,소득,1949-07,0
조선공화당,소득,1949-08,0
조선공화당,소득,1949-09,0
조선공화당,소득,1949-10,0
조선공화당,소득,1949-11,0
조선공화당,소득,1949-12,0
조선공화당,소득,1950-01,0
조선공화당,소득,1950-02,0
조선공화당,소득,1950-03,0
조선공화당,소득,1950-04,0
조선공화당,소득,1950-06,0
조선공화당,소득,1950-10,0
조선공화당,소득,1950-11,0
조선공화당,소득,1950-12,0
조선공화당,소득,1951-01,0
조선공화당,소득,1951-02,0
조선공화당,소득,1951-03,0
조선공화당,소득,1951-04,0
조선공화당,소득,1951-05,0
조선공화당,소득,1951-06,0
조선공화당,소득,1951-07,0
조선공화당,소득,1951-08,0
조선공화당,소득,1951-09,0
조선공화당,소득,1951-10,0
조선공화당,소득,1951-11,0
조선공화당,소득,1951-12,0
조선공화당,소득,1952-01,0
조선공화당,소득,1952-02,0
조선공화당,소득,1952-03,0
조선공화당,소득,1952-04,0
조선공화당,소득,1952-05,0
조선공화당,소득,1952-06,0
조선공화당,소득,1952-07,0
조선공화당,소득,1952-08,0
조선공화당,소득,1952-09,0
조선공화당,소득,1952-10,0
조선공화당,소득,1952-11,0
조선공화당,소득,1952-12,0
조선공화당,소득,1953-01,0
조선공화당,소득,1953-02,0
조선공화당,소득,1953-03,0
조선공화당,소득,1953-04,0
조선공화당,소득,1953-05,0
조선공화당,소득,1953-06,0
조선공화당,소득,1953-07,0
조선공화당,소득,1953-08,0
조선공화당,소득,1953-09,0
조선공화당,소득,1953-10,0
조선공화당,소득,1953-11,0
조선공화당,소득,1953-12,0
조선공화당,소득,1954-01,0
조선공화당,소득,1954-02,0
조선공화당,소득,1954-03,0
조선공화당,소득,1954-04,0
조선공화당,소득,1954-05,0
조선공화당,소득,1954-06,0
조선공화당,소득,1954-07,0
조선공화당,소득,1954-08,0
조선공화당,소득,1954-09,0
조선공화당,소득,1954-10,0
조선공화당,소득,1954-11,0
조선공화당,소득,1954-12,0
조선공화당,소득,1955-01,0
조선공화당,소득,1955-02,0
조선공화당,소득,1955-03,0
조선공화당,소득,1955-04,0
조선공화당,소득,1955-05,0
조선공화당,소득,1955-06,0
조선공화당,소득,1955-07,0
조선공화당,소득,1955-08,0
조선공화당,소득,1955-09,0
조선공화당,소득,1955-10,0
조선공화당,소득,1955-11,0
조선공화당,소득,1955-12,0
조선공화당,소득,1956-01,0
조선공화당,소득,1956-02,0
조선공화당,소득,1956-03,0
조선공화당,소득,1956-04,0
조선공화당,소득,1956-05,0
조선공화당,소득,1956-06,0
조선공화당,소득,1956-07,0
조선공화당,소득,1956-08,0
조선공화당,소득,1956-09,0
조선공화당,소득,1956-10,0
조선공화당,소득,1956-11,0
조선공화당,소득,1956-12,0
조선공화당,소득,1957-01,0
조선공화당,소득,1957-02,0
조선공화당,소득,1957-03,0
조선공화당,소득,1957-04,0
조선공화당,소득,1957-05,0
조선공화당,소득,1957-06,0
조선공화당,소득,1957-07,0
조선공화당,소득,1957-08,0
조선공화당,소득,1957-09,0
조선공화당,소득,1957-10,0
조선공화당,소득,1957-11,0
조선공화당,소득,1957-12,0
조선공화당,소득,1958-01,0
조선공화당,소득,1958-02,0
조선공화당,소득,1958-03,0
조선공화당,소득,1958-04,0
조선공화당,소득,1958-05,0
조선공화당,소득,1958-06,0
조선공화당,소득,1958-07,0
조선공화당,소득,1958-08,0
조선공화당,소득,1958-09,0
조선공화당,소득,1958-10,0
조선공화당,소득,1958-11,0
조선공화당,소득,1958-12,0
조선공화당,소득,1959-01,0
조선공화당,소득,1959-02,0
조선공화당,소득,1959-03,0
조선공화당,소득,1959-04,0
조선공화당,소득,1959-05,0
조선공화당,소득,1959-06,0
조선공화당,소득,1959-07,0
조선공화당,소득,1959-09,0
조선공화당,소득,1959-10,0
조선공화당,소득,1959-11,0
조선공화당,소득,1959-12,0
조선공화당,소득,1960-01,0
조선공화당,소득,1960-02,0
조선공화당,소득,1960-03,0
조선공화당,소득,1960-04,0
대동청년당,소득,1948-06,3
대동청년당,소득,1948-07,5
대동청년당,소득,1948-08,1
대동청년당,소득,1948-09,6
대동청년당,소득,1948-10,0
대동청년당,소득,1948-11,4
대동청년당,소득,1948-12,1
대동청년당,소득,1949-01,4
대동청년당,소득,1949-02,2
대동청년당,소득,1949-03,9
대동청년당,소득,1949-04,10
대동청년당,소득,1949-05,1
대동청년당,소득,1949-06,1
대동청년당,소득,1949-07,1
대동청년당,소득,1949-08,0
대동청년당,소득,1949-09,0
대동청년당,소득,1949-10,3
대동청년당,소득,1949-11,6
대동청년당,소득,1949-12,0
대동청년당,소득,1950-01,2
대동청년당,소득,1950-02,5
대동청년당,소득,1950-03,2
대동청년당,소득,1950-04,4
대동청년당,소득,1950-06,0
대동청년당,소득,1950-10,0
대동청년당,소득,1950-11,0
대동청년당,소득,1950-12,0
대동청년당,소득,1951-01,0
대동청년당,소득,1951-02,0
대동청년당,소득,1951-03,0
대동청년당,소득,1951-04,0
대동청년당,소득,1951-05,0
대동청년당,소득,1951-06,0
대동청년당,소득,1951-07,0
대동청년당,소득,1951-08,0
대동청년당,소득,1951-09,0
대동청년당,소득,1951-10,0
대동청년당,소득,1951-11,0
대동청년당,소득,1951-12,0
대동청년당,소득,1952-01,0
대동청년당,소득,1952-02,0
대동청년당,소득,1952-03,0
대동청년당,소득,1952-04,0
대동청년당,소득,1952-05,0
대동청년당,소득,1952-06,0
대동청년당,소득,1952-07,0
대동청년당,소득,1952-08,0
대동청년당,소득,1952-09,0
대동청년당,소득,1952-10,0
대동청년당,소득,1952-11,0
대동청년당,소득,1952-12,0
대동청년당,소득,1953-01,0
대동청년당,소득,1953-02,0
대동청년당,소득,1953-03,0
대동청년당,소득,1953-04,0
대동청년당,소득,1953-05,0
대동청년당,소득,1953-06,0
대동청년당,소득,1953-07,0
대동청년당,소득,1953-08,0
대동청년당,소득,1953-09,0
대동청년당,소득,1953-10,0
대동청년당,소득,1953-11,0
대동청년당,소득,1953-12,0
대동청년당,소득,1954-01,0
대동청년당,소득,1954-02,0
대동청년당,소득,1954-03,0
대동청년당,소득,1954-04,0
대동청년당,소득,1954-05,0
대동청년당,소득,1954-06,0
대동청년당,소득,1954-07,0
대동청년당,소득,1954-08,0
대동청년당,소득,1954-09,0
대동청년당,소득,1954-10,0
대동청년당,소득,1954-11,0
대동청년당,소득,1954-12,0
대동청년당,소득,1955-01,0
대동청년당,소득,1955-02,0
대동청년당,소득,1955-03,0
대동청년당,소득,1955-04,0
대동청년당,소득,1955-05,0
대동청년당,소득,1955-06,0
대동청년당,소득,1955-07,0
대동청년당,소득,1955-08,0
대동청년당,소득,1955-09,0
대동청년당,소득,1955-10,0
대동청년당,소득,1955-11,0
대동청년당,소득,1955-12,0
대동청년당,소득,1956-01,0
대동청년당,소득,1956-02,0
대동청년당,소득,1956-03,0
대동청년당,소득,1956-04,0
대동청년당,소득,1956-05,0
대동청년당,소득,1956-06,0
대동청년당,소득,1956-07,0
대동청년당,소득,1956-08,0
대동청년당,소득,1956-09,0
대동청년당,소득,1956-10,0
대동청년당,소득,1956-11,0
대동청년당,소득,1956-12,0
대동청년당,소득,1957-01,0
대동청년당,소득,1957-02,0
대동청년당,소득,1957-03,0
대동청년당,소득,1957-04,0
대동청년당,소득,1957-05,0
대동청년당,소득,1957-06,0
대동청년당,소득,1957-07,0
대동청년당,소득,1957-08,0
대동청년당,소득,1957-09,0
대동청년당,소득,1957-10,0
대동청년당,소득,1957-11,0
대동청년당,소득,1957-12,0
대동청년당,소득,1958-01,0
대동청년당,소득,1958-02,0
대동청년당,소득,1958-03,0
대동청년당,소득,1958-04,0
대동청년당,소득,1958-05,0
대동청년당,소득,1958-06,0
대동청년당,소득,1958-07,0
대동청년당,소득,1958-08,0
대동청년당,소득,1958-09,0
대동청년당,소득,1958-10,0
대동청년당,소득,1958-11,0
대동청년당,소득,1958-12,0
대동청년당,소득,1959-01,0
대동청년당,소득,1959-02,0
대동청년당,소득,1959-03,0
대동청년당,소득,1959-04,0
대동청년당,소득,1959-05,0
대동청년당,소득,1959-06,0
대동청년당,소득,1959-07,0
대동청년당,소득,1959-09,0
대동청년당,소득,1959-10,0
대동청년당,소득,1959-11,0
대동청년당,소득,1959-12,0
대동청년당,소득,1960-01,0
대동청년당,소득,1960-02,0
대동청년당,소득,1960-03,0
대동청년당,소득,1960-04,0
조선민족청년단,소득,1948-06,0
조선민족청년단,소득,1948-07,7
조선민족청년단,소득,1948-08,0
조선민족청년단,소득,1948-09,3
조선민족청년단,소득,1948-10,3
조선민족청년단,소득,1948-11,1
조선민족청년단,소득,1948-12,1
조선민족청년단,소득,1949-01,3
조선민족청년단,소득,1949-02,1
조선민족청년단,소득,1949-03,17
조선민족청년단,소득,1949-04,13
조선민족청년단,소득,1949-05,2
조선민족청년단,소득,1949-06,1
조선민족청년단,소득,1949-07,4
조선민족청년단,소득,1949-08,0
조선민족청년단,소득,1949-09,3
조선민족청년단,소득,1949-10,2
조선민족청년단,소득,1949-11,12
조선민족청년단,소득,1949-12,0
조선민족청년단,소득,1950-01,12
조선민족청년단,소득,1950-02,3
조선민족청년단,소득,1950-03,0
조선민족청년단,소득,1950-04,6
조선민족청년단,소득,1950-06,0
조선민족청년단,소득,1950-10,0
조선민족청년단,소득,1950-11,0
조선민족청년단,소득,1950-12,0
조선민족청년단,소득,1951-01,0
조선민족청년단,소득,1951-02,0
조선민족청년단,소득,1951-03,0
조선민족청년단,소득,1951-04,0
조선민족청년단,소득,1951-05,0
조선민족청년단,소득,1951-06,0
조선민족청년단,소득,1951-07,0
조선민족청년단,소득,1951-08,0
조선민족청년단,소득,1951-09,0
조선민족청년단,소득,1951-10,0
조선민족청년단,소득,1951-11,0
조선민족청년단,소득,1951-12,0
조선민족청년단,소득,1952-01,0
조선민족청년단,소득,1952-02,0
조선민족청년단,소득,1952-03,0
조선민족청년단,소득,1952-04,0
조선민족청년단,소득,1952-05,0
조선민족청년단,소득,1952-06,0
조선민족청년단,소득,1952-07,0
조선민족청년단,소득,1952-08,0
조선민족청년단,소득,1952-09,0
조선민족청년단,소득,1952-10,0
조선민족청년단,소득,1952-11,0
조선민족청년단,소득,1952-12,0
조선민족청년단,소득,1953-01,0
조선민족청년단,소득,1953-02,0
조선민족청년단,소득,1953-03,0
조선민족청년단,소득,1953-04,0
조선민족청년단,소득,1953-05,0
조선민족청년단,소득,1953-06,0
조선민족청년단,소득,1953-07,0
조선민족청년단,소득,1953-08,0
조선민족청년단,소득,1953-09,0
조선민족청년단,소득,1953-10,0
조선민족청년단,소득,1953-11,0
조선민족청년단,소득,1953-12,0
조선민족청년단,소득,1954-01,0
조선민족청년단,소득,1954-02,0
조선민족청년단,소득,1954-03,0
조선민족청년단,소득,1954-04,0
조선민족청년단,소득,1954-05,0
조선민족청년단,소득,1954-06,0
조선민족청년단,소득,1954-07,0
조선민족청년단,소득,1954-08,0
조선민족청년단,소득,1954-09,0
조선민족청년단,소득,1954-10,0
조선민족청년단,소득,1954-11,0
조선민족청년단,소득,1954-12,0
조선민족청년단,소득,1955-01,0
조선민족청년단,소득,1955-02,0
조선민족청년단,소득,1955-03,0
조선민족청년단,소득,1955-04,0
조선민족청년단,소득,1955-05,0
조선민족청년단,소득,1955-06,0
조선민족청년단,소득,1955-07,0
조선민족청년단,소득,1955-08,0
조선민족청년단,소득,1955-09,0
조선민족청년단,소득,1955-10,0
조선민족청년단,소득,1955-11,0
조선민족청년단,소득,1955-12,0
조선민족청년단,소득,1956-01,0
조선민족청년단,소득,1956-02,0
조선민족청년단,소득,1956-03,0
조선민족청년단,소득,1956-04,0
조선민족청년단,소득,1956-05,0
조선민족청년단,소득,1956-06,0
조선민족청년단,소득,1956-07,0
조선민족청년단,소득,1956-08,0
조선민족청년단,소득,1956-09,0
조선민족청년단,소득,1956-10,0
조선민족청년단,소득,1956-11,0
조선민족청년단,소득,1956-12,0
조선민족청년단,소득,1957-01,0
조선민족청년단,소득,1957-02,0
조선민족청년단,소득,1957-03,0
조선민족청년단,소득,1957-04,0
조선민족청년단,소득,1957-05,0
조선민족청년단,소득,1957-06,0
조선민족청년단,소득,1957-07,0
조선민족청년단,소득,1957-08,0
조선민족청년단,소득,1957-09,0
조선민족청년단,소득,1957-10,0
조선민족청년단,소득,1957-11,0
조선민족청년단,소득,1957-12,0
조선민족청년단,소득,1958-01,0
조선민족청년단,소득,1958-02,0
조선민족청년단,소득,1958-03,0
조선민족청년단,소득,1958-04,0
조선민족청년단,소득,1958-05,0
조선민족청년단,소득,1958-06,0
조선민족청년단,소득,1958-07,0
조선민족청년단,소득,1958-08,0
조선민족청년단,소득,1958-09,0
조선민족청년단,소득,1958-10,0
조선민족청년단,소득,1958-11,0
조선민족청년단,소득,1958-12,0
조선민족청년단,소득,1959-01,0
조선민족청년단,소득,1959-02,0
조선민족청년단,소득,1959-03,0
조선민족청년단,소득,1959-04,0
조선민족청년단,소득,1959-05,0
조선민족청년단,소득,1959-06,0
조선민족청년단,소득,1959-07,0
조선민족청년단,소득,1959-09,0
조선민족청년단,소득,1959-10,0
조선민족청년단,소득,1959-11,0
조선민족청년단,소득,1959-12,0
조선민족청년단,소득,1960-01,0
조선민족청년단,소득,1960-02,0
조선민족청년단,소득,1960-03,0
조선민족청년단,소득,1960-04,0
대한청년단,소득,1948-06,0
대한청년단,소득,1948-07,0
대한청년단,소득,1948-08,0
대한청년단,소득,1948-09,0
대한청년단,소득,1948-10,0
대한청년단,소득,1948-11,0
대한청년단,소득,1948-12,0
대한청년단,소득,1949-01,0
대한청년단,소득,1949-02,0
대한청년단,소득,1949-03,0
대한청년단,소득,1949-04,0
대한청년단,소득,1949-05,0
대한청년단,소득,1949-06,0
대한청년단,소득,1949-07,0
대한청년단,소득,1949-08,0
대한청년단,소득,1949-09,0
대한청년단,소득,1949-10,0
대한청년단,소득,1949-11,0
대한청년단,소득,1949-12,0
대한청년단,소득,1950-01,0
대한청년단,소득,1950-02,0
대한청년단,소득,1950-03,0
대한청년단,소득,1950-04,0
대한청년단,소득,1950-06,0
대한청년단,소득,1950-10,0
대한청년단,소득,1950-11,2
대한청년단,소득,1950-12,1
대한청년단,소득,1951-01,1
대한청년단,소득,1951-02,1
대한청년단,소득,1951-03,6
대한청년단,소득,1951-04,1
대한청년단,소득,1951-05,1
대한청년단,소득,1951-06,1
대한청년단,소득,1951-07,5
대한청년단,소득,1951-08,1
대한청년단,소득,1951-09,2
대한청년단,소득,1951-10,5
대한청년단,소득,1951-11,7
대한청년단,소득,1951-12,12
대한청년단,소득,1952-01,1
대한청년단,소득,1952-02,2
대한청년단,소득,1952-03,3
대한청년단,소득,1952-04,7
대한청년단,소득,1952-05,4
대한청년단,소득,1952-06,2
대한청년단,소득,1952-07,2
대한청년단,소득,1952-08,0
대한청년단,소득,1952-09,5
대한청년단,소득,1952-10,2
대한청년단,소득,1952-11,3
대한청년단,소득,1952-12,0
대한청년단,소득,1953-01,3
대한청년단,소득,1953-02,3
대한청년단,소득,1953-03,4
대한청년단,소득,1953-04,2
대한청년단,소득,1953-05,4
대한청년단,소득,1953-06,0
대한청년단,소득,1953-07,1
대한청년단,소득,1953-08,0
대한청년단,소득,1953-09,0
대한청년단,소득,1953-10,4
대한청년단,소득,1953-11,2
대한청년단,소득,1953-12,0
대한청년단,소득,1954-01,1
대한청년단,소득,1954-02,0
대한청년단,소득,1954-03,4
대한청년단,소득,1954-04,1
대한청년단,소득,1954-05,0
대한청년단,소득,1954-06,0
대한청년단,소득,1954-07,0
대한청년단,소득,1954-08,0
대한청년단,소득,1954-09,0
대한청년단,소득,1954-10,0
대한청년단,소득,1954-11,0
대한청년단,소득,1954-12,0
대한청년단,소득,1955-01,0
대한청년단,소득,1955-02,0
대한청년단,소득,1955-03,0
대한청년단,소득,1955-04,0
대한청년단,소득,1955-05,0
대한청년단,소득,1955-06,0
대한청년단,소득,1955-07,0
대한청년단,소득,1955-08,0
대한청년단,소득,1955-09,0
대한청년단,소득,1955-10,0
대한청년단,소득,1955-11,0
대한청년단,소득,1955-12,0
대한청년단,소득,1956-01,0
대한청년단,소득,1956-02,0
대한청년단,소득,1956-03,0
대한청년단,소득,1956-04,0
대한청년단,소득,1956-05,0
대한청년단,소득,1956-06,0
대한청년단,소득,1956-07,0
대한청년단,소득,1956-08,0
대한청년단,소득,1956-09,0
대한청년단,소득,1956-10,0
대한청년단,소득,1956-11,0
대한청년단,소득,1956-12,0
대한청년단,소득,1957-01,0
대한청년단,소득,1957-02,0
대한청년단,소득,1957-03,0
대한청년단,소득,1957-04,0
대한청년단,소득,1957-05,0
대한청년단,소득,1957-06,0
대한청년단,소득,1957-07,0
대한청년단,소득,1957-08,0
대한청년단,소득,1957-09,0
대한청년단,소득,1957-10,0
대한청년단,소득,1957-11,0
대한청년단,소득,1957-12,0
대한청년단,소득,1958-01,0
대한청년단,소득,1958-02,0
대한청년단,소득,1958-03,0
대한청년단,소득,1958-04,0
대한청년단,소득,1958-05,0
대한청년단,소득,1958-06,0
대한청년단,소득,1958-07,0
대한청년단,소득,1958-08,0
대한청년단,소득,1958-09,0
대한청년단,소득,1958-10,0
대한청년단,소득,1958-11,0
대한청년단,소득,1958-12,0
대한청년단,소득,1959-01,0
대한청년단,소득,1959-02,0
대한청년단,소득,1959-03,0
대한청년단,소득,1959-04,0
대한청년단,소득,1959-05,0
대한청년단,소득,1959-06,0
대한청년단,소득,1959-07,0
대한청년단,소득,1959-09,0
대한청년단,소득,1959-10,0
대한청년단,소득,1959-11,0
대한청년단,소득,1959-12,0
대한청년단,소득,1960-01,0
대한청년단,소득,1960-02,0
대한청년단,소득,1960-03,0
대한청년단,소득,1960-04,0
국민당,소득,1948-06,0
국민당,소득,1948-07,0
국민당,소득,1948-08,0
국민당,소득,1948-09,0
국민당,소득,1948-10,0
국민당,소득,1948-11,0
국민당,소득,1948-12,0
국민당,소득,1949-01,0
국민당,소득,1949-02,0
국민당,소득,1949-03,0
국민당,소득,1949-04,0
국민당,소득,1949-05,0
국민당,소득,1949-06,0
국민당,소득,1949-07,0
국민당,소득,1949-08,0
국민당,소득,1949-09,0
국민당,소득,1949-10,0
국민당,소득,1949-11,0
국민당,소득,1949-12,0
국민당,소득,1950-01,0
국민당,소득,1950-02,0
국민당,소득,1950-03,0
국민당,소득,1950-04,0
국민당,소득,1950-06,0
국민당,소득,1950-10,0
국민당,소득,1950-11,0
국민당,소득,1950-12,0
국민당,소득,1951-01,0
국민당,소득,1951-02,0
국민당,소득,1951-03,0
국민당,소득,1951-04,0
국민당,소득,1951-05,0
국민당,소득,1951-06,0
국민당,소득,1951-07,0
국민당,소득,1951-08,0
국민당,소득,1951-09,0
국민당,소득,1951-10,0
국민당,소득,1951-11,0
국민당,소득,1951-12,0
국민당,소득,1952-01,0
국민당,소득,1952-02,0
국민당,소득,1952-03,0
국민당,소득,1952-04,0
국민당,소득,1952-05,0
국민당,소득,1952-06,0
국민당,소득,1952-07,0
국민당,소득,1952-08,0
국민당,소득,1952-09,0
국민당,소득,1952-10,0
국민당,소득,1952-11,0
국민당,소득,1952-12,0
국민당,소득,1953-01,0
국민당,소득,1953-02,0
국민당,소득,1953-03,0
국민당,소득,1953-04,0
국민당,소득,1953-05,0
국민당,소득,1953-06,0
국민당,소득,1953-07,0
국민당,소득,1953-08,0
국민당,소득,1953-09,0
국민당,소득,1953-10,0
국민당,소득,1953-11,0
국민당,소득,1953-12,0
국민당,소득,1954-01,0
국민당,소득,1954-02,0
국민당,소득,1954-03,0
국민당,소득,1954-04,0
국민당,소득,1954-05,0
국민당,소득,1954-06,0
국민당,소득,1954-07,1
국민당,소득,1954-08,0
국민당,소득,1954-09,4
국민당,소득,1954-10,6
국민당,소득,1954-11,2
국민당,소득,1954-12,1
국민당,소득,1955-01,3
국민당,소득,1955-02,0
국민당,소득,1955-03,3
국민당,소득,1955-04,0
국민당,소득,1955-05,3
국민당,소득,1955-06,3
국민당,소득,1955-07,3
국민당,소득,1955-08,0
국민당,소득,1955-09,0
국민당,소득,1955-10,1
국민당,소득,1955-11,4
국민당,소득,1955-12,1
국민당,소득,1956-01,1
국민당,소득,1956-02,4
국민당,소득,1956-03,0
국민당,소득,1956-04,0
국민당,소득,1956-05,1
국민당,소득,1956-06,0
국민당,소득,1956-07,2
국민당,소득,1956-08,2
국민당,소득,1956-09,2
국민당,소득,1956-10,2
국민당,소득,1956-11,2
국민당,소득,1956-12,0
국민당,소득,1957-01,0
국민당,소득,1957-02,2
국민당,소득,1957-03,1
국민당,소득,1957-04,0
국민당,소득,1957-05,0
국민당,소득,1957-06,1
국민당,소득,1957-07,4
국민당,소득,1957-08,0
국민당,소득,1957-09,0
국민당,소득,1957-10,0
국민당,소득,1957-11,1
국민당,소득,1957-12,10
국민당,소득,1958-01,0
국민당,소득,1958-02,1
국민당,소득,1958-03,0
국민당,소득,1958-04,0
국민당,소득,1958-05,0
국민당,소득,1958-06,0
국민당,소득,1958-07,0
국민당,소득,1958-08,0
국민당,소득,1958-09,0
국민당,소득,1958-10,0
국민당,소득,1958-11,0
국민당,소득,1958-12,0
국민당,소득,1959-01,0
국민당,소득,1959-02,0
국민당,소득,1959-03,0
국민당,소득,1959-04,0
국민당,소득,1959-05,0
국민당,소득,1959-06,0
국민당,소득,1959-07,0
국민당,소득,1959-09,0
국민당,소득,1959-10,0
국민당,소득,1959-11,0
국민당,소득,1959-12,0
국민당,소득,1960-01,0
국민당,소득,1960-02,0
국민당,소득,1960-03,0
국민당,소득,1960-04,0
자유당,노동,1948-06,0
자유당,노동,1948-07,0
자유당,노동,1948-08,0
자유당,노동,1948-09,0
자유당,노동,1948-10,0
자유당,노동,1948-11,0
자유당,노동,1948-12,0
자유당,노동,1949-01,0
자유당,노동,1949-02,0
자유당,노동,1949-03,0
자유당,노동,1949-04,0
자유당,노동,1949-05,0
자유당,노동,1949-06,0
자유당,노동,1949-07,0
자유당,노동,1949-08,0
자유당,노동,1949-09,0
자유당,노동,1949-10,0
자유당,노동,1949-11,0
자유당,노동,1949-12,0
자유당,노동,1950-01,0
자유당,노동,1950-02,0
자유당,노동,1950-03,0
자유당,노동,1950-04,0
자유당,노동,1950-06,0
자유당,노동,1950-10,0
자유당,노동,1950-11,0
자유당,노동,1950-12,0
자유당,노동,1951-01,0
자유당,노동,1951-02,0
자유당,노동,1951-03,0
자유당,노동,1951-04,0
자유당,노동,1951-05,0
자유당,노동,1951-06,0
자유당,노동,1951-07,0
자유당,노동,1951-08,0
자유당,노동,1951-09,0
자유당,노동,1951-10,0
자유당,노동,1951-11,0
자유당,노동,1951-12,0
자유당,노동,1952-01,0
자유당,노동,1952-02,0
자유당,노동,1952-03,0
자유당,노동,1952-04,0
자유당,노동,1952-05,0
자유당,노동,1952-06,0
자유당,노동,1952-07,0
자유당,노동,1952-08,0
자유당,노동,1952-09,0
자유당,노동,1952-10,0
자유당,노동,1952-11,0
자유당,노동,1952-12,0
자유당,노동,1953-01,0
자유당,노동,1953-02,0
자유당,노동,1953-03,0
자유당,노동,1953-04,0
자유당,노동,1953-05,0
자유당,노동,1953-06,0
자유당,노동,1953-07,0
자유당,노동,1953-08,0
자유당,노동,1953-09,0
자유당,노동,1953-10,0
자유당,노동,1953-11,0
자유당,노동,1953-12,0
자유당,노동,1954-01,0
자유당,노동,1954-02,0
자유당,노동,1954-03,0
자유당,노동,1954-04,0
자유당,노동,1954-05,0
자유당,노동,1954-06,0
자유당,노동,1954-07,6
자유당,노동,1954-08,3
자유당,노동,1954-09,6
자유당,노동,1954-10,5
자유당,노동,1954-11,4
자유당,노동,1954-12,14
자유당,노동,1955-01,9
자유당,노동,1955-02,4
자유당,노동,1955-03,7
자유당,노동,1955-04,4
자유당,노동,1955-05,4
자유당,노동,1955-06,11
자유당,노동,1955-07,15
자유당,노동,1955-08,0
자유당,노동,1955-09,1
자유당,노동,1955-10,4
자유당,노동,1955-11,3
자유당,노동,1955-12,2
자유당,노동,1956-01,3
자유당,노동,1956-02,4
자유당,노동,1956-03,1
자유당,노동,1956-04,0
자유당,노동,1956-05,0
자유당,노동,1956-06,6
자유당,노동,1956-07,9
자유당,노동,1956-08,2
자유당,노동,1956-09,1
자유당,노동,1956-10,16
자유당,노동,1956-11,3
자유당,노동,1956-12,27
